date,trade_cash_flow,exposure,daily_pnl,buy_amount,sell_amount,buy_cost,sell_cost,trade_cost,net_daily_pnl,account_total_assets,stock_assets,cash_assets,profit,profit_rate,unfilled_orders,stale_valuation_positions,fold,selected_params,strategy_daily_return,fold_start_asset,fold_end_asset,strategy_asset,strategy_profit_rate_continuous,benchmark_daily_return,benchmark_asset,benchmark_profit_rate_continuous,excess_asset,excess_profit_rate
2021-09-07,3650.24498,0.1845275549562319,7988.0,0.0,3662.0,0.0,11.755019999999998,11.755019999999998,7698.244979999959,1018140.62428,187875.0,830265.62428,18140.62427999999,0.0181406242799999,9,0,1,"mom20@q0.6,hold_q=0.4,buy_top=10,hold_top=20,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18",0.00761868775271779,1000000.0,929280.7140099996,1018140.6242799998,0.01814062427999974,0.011978766572147359,1021364.9074644204,0.021364907464420435,-3224.2831844206667,-0.0032242831844206954
2021-09-08,-223.24451000000025,0.1855961129551984,1513.0,3193.0,2988.0,8.65303,9.59148,18.24451,1061.7554900000105,1019202.37977,189160.0,830042.37977,19202.37977,0.01920237977,8,0,1,"mom20@q0.6,hold_q=0.4,buy_top=10,hold_top=20,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18",0.0010428377619751128,1000000.0,929280.7140099996,1019202.3797699999,0.019202379769999833,-0.004145945285539465,1017130.384441503,0.017130384441502944,2071.9953284969088,0.0020719953284968895
2021-09-09,-104.50749000000008,0.1871824009947831,1939.0,984.0,885.0,2.66664,2.84085,5.507489999999999,1860.492510000011,1021062.87228,191125.0,829937.87228,21062.87228000001,0.0210628722799999,8,0,1,"mom20@q0.6,hold_q=0.4,buy_top=10,hold_top=20,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18",0.0018254397231880493,1000000.0,929280.7140099996,1021062.8722799997,0.0210628722799997,-0.00042637662329825243,1016696.7038227308,0.016696703822730807,4366.168457268854,0.004366168457268893
2021-09-10,0.0,0.1905255387152015,4217.0,0.0,0.0,0.0,0.0,0.0,4217.0,1025279.87228,195342.0,829937.87228,25279.87228000001,0.02527987228,10,0,1,"mom20@q0.6,hold_q=0.4,buy_top=10,hold_top=20,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18",0.0041300101242380816,1000000.0,929280.7140099996,1025279.8722799997,0.025279872279999616,0.008754509548270617,1025597.3848240421,0.025597384824042058,-317.5125440424308,-0.000317512544042442
2021-09-13,0.0,0.1898697098444622,-830.0,0.0,0.0,0.0,0.0,0.0,-830.0,1024449.87228,194512.0,829937.87228,24449.87228000001,0.0244498722799999,10,0,1,"mom20@q0.6,hold_q=0.4,buy_top=10,hold_top=20,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18",-0.0008095350571490911,1000000.0,929280.7140099996,1024449.8722799995,0.024449872279999507,-0.00436020999218123,1021125.5648587773,0.021125564858777368,3324.3074212222127,0.003324307421222139
2021-09-14,653.65383,0.1897486400599188,973.0,1556.0,2221.0,4.21676,7.129409999999999,11.34617,653.6538299999665,1025103.52611,194512.0,830591.52611,25103.526109999977,0.0251035261099998,9,0,1,"mom20@q0.6,hold_q=0.4,buy_top=10,hold_top=20,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18",0.0006380535033356782,1000000.0,929280.7140099996,1025103.5261099994,0.02510352610999944,-0.014924894724400284,1005885.3733028664,0.005885373302866315,19218.15280713304,0.019218152807133126
2021-09-15,1839.93903,0.1905106490802921,3632.0,1875.0,3732.0,5.08125,11.97972,17.060969999999998,3237.9390300000086,1028341.46514,195910.0,832431.46514,28341.465139999986,0.02834146514,7,0,1,"mom20@q0.6,hold_q=0.4,buy_top=10,hold_top=20,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18",0.003158645880662503,1000000.0,929280.7140099996,1028341.4651399994,0.028341465139999356,-0.010135932123420899,995689.7874351266,-0.004310212564873406,32651.677704872796,0.03265167770487276
2021-09-16,-10486.34118,0.190731360328751,-12098.0,10458.0,0.0,28.34118,0.0,28.34118,-12677.341179999989,1015664.12396,193719.0,821945.12396,15664.123959999995,0.0156641239599999,8,0,1,"mom20@q0.6,hold_q=0.4,buy_top=10,hold_top=20,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18",-0.012327949041979092,1000000.0,929280.7140099996,1015664.1239599993,0.015664123959999277,-0.012249040539763167,983493.5428638055,-0.016506457136194475,32170.581096193753,0.03217058109619375
2021-09-17,0.0,0.1944661176785156,4709.0,0.0,0.0,0.0,0.0,0.0,4709.0,1020373.12396,198428.0,821945.12396,20373.12396,0.02037312396,10,0,1,"mom20@q0.6,hold_q=0.4,buy_top=10,hold_top=20,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18",0.004636375243461277,1000000.0,929280.7140099996,1020373.1239599992,0.02037312395999913,0.010033903945753542,993361.8226041698,-0.006638177395830169,27011.301355829346,0.027011301355829298
2021-09-22,-6691.82067,0.2044441063646642,4758.0,10165.0,3512.0,27.54715,11.27352,38.82067,4386.179329999955,1024759.30329,209506.0,815253.30329,24759.303289999956,0.0247593032899999,7,0,1,"mom20@q0.6,hold_q=0.4,buy_top=10,hold_top=20,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18",0.004298603351073682,1000000.0,929280.7140099996,1024759.3032899991,0.02475930328999909,-0.007036742628615533,986371.7911214118,-0.013628208878588177,38387.5121685873,0.03838751216858727
2021-09-23,5731.5425,0.2005505988939039,2531.0,0.0,5750.0,0.0,18.4575,18.4575,2178.5424999999814,1026937.84579,205953.0,820984.8457899999,26937.84578999993,0.02693784579,8,0,1,"mom20@q0.6,hold_q=0.4,buy_top=10,hold_top=20,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18",0.00212590653532585,1000000.0,929280.7140099996,1026937.8457899994,0.02693784578999936,0.006518353218838646,992801.3108610397,-0.007198689138960379,34136.53492895968,0.03413653492895974
2021-09-24,-12773.090890000036,0.2047662647475318,-3333.0,156123.0,144236.0,423.09333,462.99756,886.0908900000001,-10618.090890000109,1016319.7548999998,208108.0,808211.7548999998,16319.754899999823,0.0163197548999998,1,0,1,"mom20@q0.6,hold_q=0.4,buy_top=10,hold_top=20,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18",-0.010339565275084395,1000000.0,929280.7140099996,1016319.7548999991,0.01631975489999915,-0.0007768070551388284,992030.0957984119,-0.007969904201588163,24289.659101587255,0.024289659101587313
2021-09-27,-14620.39603,0.2087928322668961,-12023.0,15908.0,1335.0,43.11068,4.285349999999999,47.39603,-13306.396030000062,1003013.3588699998,209422.0,793591.3588699998,3013.358869999764,0.0030133588699998,3,0,1,"mom20@q0.6,hold_q=0.4,buy_top=10,hold_top=20,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18",-0.013092725951498685,1000000.0,929280.7140099996,1003013.3588699992,0.0030133588699992053,0.005761501867229679,997745.6790477023,-0.002254320952297606,5267.6798222968355,0.005267679822296811
2021-09-28,1555.18046,0.2118979419122711,6127.0,1652.0,3222.0,4.47692,10.34262,14.81954,5925.180459999945,1008938.5393299996,213792.0,795146.5393299997,8938.539329999709,0.0089385393299996,8,0,1,"mom20@q0.6,hold_q=0.4,buy_top=10,hold_top=20,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18",0.005907379405868607,1000000.0,929280.7140099996,1008938.539329999,0.008938539329998996,0.0013244843019906138,999067.17753698,-0.0009328224630199555,9871.361793018994,0.009871361793018951
2021-09-29,-8713.5499,0.2084273207970118,-14809.0,8690.0,0.0,23.5499,0.0,23.5499,-15431.5499000001,993506.9894299996,207074.0,786432.9894299996,-6493.010570000391,-0.0064930105700004,5,0,1,"mom20@q0.6,hold_q=0.4,buy_top=10,hold_top=20,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18",-0.015294836403263457,1000000.0,929280.7140099996,993506.989429999,-0.006493010570000957,-0.01021739085922313,988859.3176894638,-0.01114068231053611,4647.671740535181,0.004647671740535153
2021-09-30,-1193.2249000000002,0.2153759805698349,7309.0,1190.0,0.0,3.2248999999999994,0.0,3.2248999999999994,7277.775100000086,1000784.7645299996,215545.0,785239.7645299997,784.7645299996948,0.0007847645299996,8,0,1,"mom20@q0.6,hold_q=0.4,buy_top=10,hold_top=20,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18",0.007325338600964848,1000000.0,929280.7140099996,1000784.764529999,0.0007847645299989825,0.006712964399567145,995497.4950852935,-0.0045025049147064955,5287.269444705453,0.005287269444705478
2021-10-08,-3035.54645,0.2123517288400776,-7182.0,4432.0,1413.0,12.01072,4.53573,16.54645,-7696.546449999907,993088.2180799998,210884.0,782204.2180799998,-6911.781920000212,-0.0069117819200001,6,0,1,"mom20@q0.6,hold_q=0.4,buy_top=10,hold_top=20,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18",-0.0076905112095849715,1000000.0,929280.7140099996,993088.2180799991,-0.006911781920000859,0.013061043321729748,1008499.7309952759,0.0084997309952759,-15411.512915276806,-0.01541151291527676
2021-10-11,-3979.75599,0.2110077360774199,-6534.0,3969.0,0.0,10.75599,0.0,10.75599,-6735.755989999976,986352.4620899998,208128.0,778224.4620899998,-13647.537910000188,-0.0136475379100001,7,0,1,"mom20@q0.6,hold_q=0.4,buy_top=10,hold_top=20,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18",-0.006782636091507199,1000000.0,929280.7140099996,986352.4620899991,-0.01364753791000084,0.0012677639078770842,1009778.2705553356,0.009778270555335533,-23425.80846533645,-0.023425808465336373
2021-10-12,-8170.081080000002,0.2118927464087295,-8867.0,8148.0,0.0,22.08108,0.0,22.08108,-9259.081080000033,977093.3810099998,207039.0,770054.3810099998,-22906.61899000022,-0.0229066189900002,5,0,1,"mom20@q0.6,hold_q=0.4,buy_top=10,hold_top=20,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18",-0.009387193154443807,1000000.0,929280.7140099996,977093.3810099991,-0.022906618990000904,-0.01060534541822733,999069.223200276,-0.0009307767997239758,-21975.842190276948,-0.02197584219027693
2021-10-13,-3308.943,0.2131928991622164,-2407.0,3300.0,0.0,8.942999999999998,0.0,8.942999999999998,-2590.94299999997,974502.4380099998,207757.0,766745.4380099998,-25497.56199000019,-0.0254975619900001,8,0,1,"mom20@q0.6,hold_q=0.4,buy_top=10,hold_top=20,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18",-0.0026516841177675055,1000000.0,929280.7140099996,974502.4380099991,-0.02549756199000086,0.011521671471628858,1010580.1705674052,0.010580170567405123,-36077.73255740607,-0.036077732557405984
2021-10-14,-1544.1734,0.2151912820489457,549.0,1540.0,0.0,4.173399999999999,0.0,4.173399999999999,513.8266000000294,975016.2646099998,209815.0,765201.2646099998,-24983.73539000016,-0.0249837353900002,8,0,1,"mom20@q0.6,hold_q=0.4,buy_top=10,hold_top=20,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18",0.0005272707178129998,1000000.0,929280.7140099996,975016.2646099993,-0.02498373539000076,-0.005364253022705934,1005159.1628327523,0.0051591628327523065,-30142.89822275308,-0.030142898222753067
2021-10-15,486.05171999999993,0.2171545241682286,3142.0,738.0,1230.0,1.99998,3.9483,5.94828,3066.051719999989,978082.3163299998,212395.0,765687.3163299998,-21917.683670000173,-0.0219176836700001,8,0,1,"mom20@q0.6,hold_q=0.4,buy_top=10,hold_top=20,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18",0.0031446159733821144,1000000.0,929280.7140099996,978082.3163299992,-0.021917683670000798,0.0037650525784505007,1008943.6399305289,0.008943639930528935,-30861.323600529693,-0.030861323600529733
2021-10-18,2966.44704,0.2212795328829538,9280.0,0.0,2976.0,0.0,9.55296,9.55296,8990.44704,987072.7633699998,218419.0,768653.7633699998,-12927.236630000174,-0.0129272366300001,7,0,1,"mom20@q0.6,hold_q=0.4,buy_top=10,hold_top=20,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18",0.009191912469836305,1000000.0,929280.7140099996,987072.7633699992,-0.012927236630000727,-0.011623828341217002,997215.8522540138,-0.002784147745986232,-10143.08888401452,-0.010143088884014495
2021-10-19,825.3421199999999,0.2217784355495566,1712.0,0.0,827.9999999999999,0.0,2.65788,2.65788,1693.3421200000448,988766.10549,219287.0,769479.1054899999,-11233.89451000013,-0.0112338945100001,9,0,1,"mom20@q0.6,hold_q=0.4,buy_top=10,hold_top=20,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18",0.0017155190405810927,1000000.0,929280.7140099996,988766.1054899995,-0.011233894510000453,0.009834289957700859,1007022.7620954955,0.007022762095495461,-18256.656605495955,-0.018256656605495913
2021-10-20,4070.149750000001,0.218652312926503,1755.0,2314.0,6411.0,6.27094,20.57931,26.85025,1253.1497500000987,990019.25524,216470.0,773549.25524,-9980.74476000003,-0.0099807447599999,6,0,1,"mom20@q0.6,hold_q=0.4,buy_top=10,hold_top=20,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18",0.001267387446881596,1000000.0,929280.7140099996,990019.2552399996,-0.009980744760000326,-0.0025473721844834207,1004457.5003221919,0.004457500322191832,-14438.24508219224,-0.014438245082192158
2021-10-21,1136.3406,0.2176896917169391,345.0,0.0,1140.0,0.0,3.6594,3.6594,234.3405999999959,990253.59584,215568.0,774685.59584,-9746.404160000036,-0.00974640416,10,0,1,"mom20@q0.6,hold_q=0.4,buy_top=10,hold_top=20,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18",0.0002367030729550912,1000000.0,929280.7140099996,990253.5958399996,-0.009746404160000388,0.003633268026834058,1008106.9636424261,0.008106963642426024,-17853.36780242645,-0.017853367802426412
2021-10-22,-4632.5202,0.2176722613153073,-5688.0,4620.0,0.0,12.5202,0.0,12.5202,-5943.5202000001445,984310.0756399998,214257.0,770053.0756399998,-15689.92436000018,-0.0156899243600001,5,0,1,"mom20@q0.6,hold_q=0.4,buy_top=10,hold_top=20,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18",-0.006002018296089595,1000000.0,929280.7140099996,984310.0756399994,-0.015689924360000607,0.006434632976326959,1014593.7619543443,0.014593761954344364,-30283.68631434499,-0.03028368631434497
2021-10-25,3935.32692,0.2204820106261437,8972.0,0.0,3948.0,0.0,12.67308,12.67308,8596.326920000021,992906.4025599998,218918.0,773988.4025599998,-7093.597440000158,-0.0070935974400001,8,0,1,"mom20@q0.6,hold_q=0.4,buy_top=10,hold_top=20,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18",0.008733352561092866,1000000.0,929280.7140099996,992906.4025599995,-0.0070935974400004875,0.003990136559853141,1018642.1296173173,0.01864212961731737,-25735.727057317854,-0.02573572705731786
2021-10-26,372.79946,0.2192477175232212,-1087.0,0.0,374.0,0.0,1.20054,1.20054,-1092.2005399999907,991814.20202,217453.0,774361.2020199999,-8185.797980000148,-0.0081857979800001,9,0,1,"mom20@q0.6,hold_q=0.4,buy_top=10,hold_top=20,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18",-0.0011000035221687687,1000000.0,929280.7140099996,991814.2020199996,-0.008185797980000409,-0.003297506586980248,1015283.1504851287,0.015283150485128738,-23468.948465129128,-0.023468948465129147
2021-10-27,-99.35692999999992,0.2195356840897339,520.0,2808.0,2725.0,7.609679999999999,8.74725,16.35693,238.6430700001074,992052.84509,217791.0,774261.84509,-7947.154910000041,-0.00794715491,6,0,1,"mom20@q0.6,hold_q=0.4,buy_top=10,hold_top=20,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18",0.00024061267676334097,1000000.0,929280.7140099996,992052.8450899995,-0.007947154910000531,-0.013084564082932126,1001998.613040285,0.0019986130402849245,-9945.767950285459,-0.009945767950285456
2021-10-28,-3816.025560000001,0.2156881904441091,-9368.0,5441.0,1645.0,14.74511,5.280449999999999,20.02556,-9732.02555999998,982320.81953,211875.0,770445.81953,-17679.18047000002,-0.01767918047,5,0,1,"mom20@q0.6,hold_q=0.4,buy_top=10,hold_top=20,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18",-0.009809987046725421,1000000.0,929280.7140099996,982320.8195299995,-0.0176791804700005,-0.006945465235925208,995039.2665069684,-0.0049607334930316105,-12718.446976968902,-0.012718446976968889
2021-10-29,-46454.755070000014,0.2649337395765713,4106.0,258518.0,213449.0,700.5837799999998,685.1712899999999,1385.7550699999997,2612.2449300000444,984933.06446,260942.0,723991.06446,-15066.935539999977,-0.0150669355399999,0,0,1,"mom20@q0.6,hold_q=0.4,buy_top=10,hold_top=20,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18",0.002659258439875023,1000000.0,929280.7140099996,984933.0644599997,-0.015066935540000381,0.009175311565867705,1004169.0617974424,0.004169061797442364,-19235.997337442706,-0.019235997337442745
2021-11-01,-3931.594,0.2674330256636397,-1596.0,5431.0,1519.0,14.71801,4.87599,19.594,-2006.594000000041,982926.47046,262867.0,720059.47046,-17073.529540000018,-0.0170735295399999,7,0,1,"mom20@q0.6,hold_q=0.4,buy_top=10,hold_top=20,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18",-0.0020372897127788336,1000000.0,929280.7140099996,982926.4704599995,-0.01707352954000052,-0.003683203735355467,1000470.5025581016,0.00047050255810154873,-17544.032098102034,-0.01754403209810207
2021-11-02,0.0,0.2694790831709618,2753.0,0.0,0.0,0.0,0.0,0.0,2753.0,985679.47046,265620.0,720059.47046,-14320.529540000018,-0.01432052954,10,0,1,"mom20@q0.6,hold_q=0.4,buy_top=10,hold_top=20,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18",0.002800819880974137,1000000.0,929280.7140099996,985679.4704599996,-0.014320529540000404,-0.01039526120036216,990070.3503607525,-0.009929649639247473,-4390.879900752916,-0.004390879900752931
2021-11-03,0.0,0.2666279721404702,-3832.0,0.0,0.0,0.0,0.0,0.0,-3832.0,981847.47046,261788.0,720059.47046,-18152.529540000018,-0.01815252954,10,0,1,"mom20@q0.6,hold_q=0.4,buy_top=10,hold_top=20,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18",-0.003887673543826242,1000000.0,929280.7140099996,981847.4704599996,-0.01815252954000035,-0.0038720208270919265,986236.7773438694,-0.013763222656130503,-4389.306883869809,-0.004389306883869848
2021-11-04,0.0,0.2720462131952409,7308.0,0.0,0.0,0.0,0.0,0.0,7308.0,989155.47046,269096.0,720059.47046,-10844.529540000018,-0.01084452954,10,0,1,"mom20@q0.6,hold_q=0.4,buy_top=10,hold_top=20,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18",0.007443111297700922,1000000.0,929280.7140099996,989155.4704599995,-0.01084452954000048,0.009879467591488389,995980.2716231721,-0.004019728376827847,-6824.801163172582,-0.0068248011631726335
2021-11-05,-1537.15443,0.2676556481153139,-7895.0,1533.0,0.0,4.15443,0.0,4.15443,-8029.154429999995,981126.31603,262604.0,718522.31603,-18873.683970000013,-0.01887368397,9,0,1,"mom20@q0.6,hold_q=0.4,buy_top=10,hold_top=20,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18",-0.00811718144395046,1000000.0,929280.7140099996,981126.3160299995,-0.018873683970000443,-0.005420293546174015,990581.7661847764,-0.009418233815223553,-9455.450154776918,-0.00945545015477689
2021-11-08,0.0,0.2743828285846958,9096.0,0.0,0.0,0.0,0.0,0.0,9096.0,990222.31603,271700.0,718522.31603,-9777.683970000013,-0.00977768397,10,0,1,"mom20@q0.6,hold_q=0.4,buy_top=10,hold_top=20,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18",0.009270977499417077,1000000.0,929280.7140099996,990222.3160299996,-0.00977768397000034,0.0012039608867595586,991774.3878864001,-0.008225612113599845,-1552.0718564004637,-0.0015520718564004943
2021-11-09,0.0,0.2772963490415894,3992.0,0.0,0.0,0.0,0.0,0.0,3992.0,994214.31603,275692.0,718522.31603,-5785.683970000013,-0.00578568397,10,0,1,"mom20@q0.6,hold_q=0.4,buy_top=10,hold_top=20,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18",0.004031417930475234,1000000.0,929280.7140099996,994214.3160299998,-0.005785683970000233,-0.0002970186750492765,991479.8123717624,-0.008520187628237696,2734.5036582374014,0.0027345036582374638
2021-11-10,0.0,0.2738621799951241,-4702.0,0.0,0.0,0.0,0.0,0.0,-4702.0,989512.31603,270990.0,718522.31603,-10487.683970000013,-0.0104876839699999,10,0,1,"mom20@q0.6,hold_q=0.4,buy_top=10,hold_top=20,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18",-0.004729362597367892,1000000.0,929280.7140099996,989512.3160299998,-0.010487683970000217,-0.0052715846115121145,986253.1426502385,-0.013746857349761554,3259.1733797612833,0.0032591733797613376
2021-11-11,0.0,0.2745879495669572,990.0,0.0,0.0,0.0,0.0,0.0,990.0,990502.31603,271980.0,718522.31603,-9497.683970000013,-0.00949768397,10,0,1,"mom20@q0.6,hold_q=0.4,buy_top=10,hold_top=20,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18",0.0010004928528550838,1000000.0,929280.7140099996,990502.3160299999,-0.00949768397000017,0.016066572775601085,1002098.8505417939,0.0020988505417938175,-11596.534511793987,-0.011596534511793988
2021-11-12,0.0,0.2772636366416303,3667.0,0.0,0.0,0.0,0.0,0.0,3667.0,994169.31603,275647.0,718522.31603,-5830.683970000013,-0.0058306839699999,10,0,1,"mom20@q0.6,hold_q=0.4,buy_top=10,hold_top=20,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18",0.0037021619643431425,1000000.0,929280.7140099996,994169.3160299999,-0.005830683970000083,-0.0020964959733803523,999997.9543367039,-2.045663296090794e-06,-5828.638306704001,-0.005828638306703993
