strategy_id,walk_forward_preset,status,failure_reason,fold_count,walk_forward_start_date,walk_forward_end_date,walk_forward_expected_folds,walk_forward_actual_folds,walk_forward_fold_generation_warning,positive_fold_ratio,annualized_return_mean,sharpe_mean,max_drawdown_worst,turnover_annual_mean,turnover_annual_max,trades_total,parameter_unique_count,account_execution_status,industry_diagnostic_status,financial_diagnostic_status,top_industry_avg_share_mean,top_industry_p95_share_max,top_industry_max_share_max,top3_industries_avg_share_mean,industry_violation_days_total,account_annualized_return_mean,account_sharpe_mean,account_max_drawdown_worst,account_executed_order_count_total,account_unfilled_order_count_total,account_partial_fill_order_count_total,account_unfilled_or_partial_order_ratio_mean,account_partial_fill_order_ratio_mean,financial_pit_announce_coverage_mean,selected_financial_pit_announce_coverage_mean,financial_field_coverage_mean,selected_financial_field_coverage_mean,financial_missing_blocked_ratio_mean,selected_quality_score_lift_mean,selected_cash_flow_quality_component_mean,is_return_pass,is_sharpe_pass,is_drawdown_pass,is_positive_fold_pass,is_turnover_pass,is_window_pass,price_adjustment_for_backtest,price_adjustment_status
quality_low_turnover_monthly_v1,baseline_2y_1y_5fold,ok,,5,2019-04-01,2026-03-31,5,5,,0.4,-0.04709398180277622,-0.4243732551028728,-0.1700943549635221,2.0308089986991233,3.3309272431634196,53,5,not_enabled,enabled:audited,available,0.1391139106068703,0.25569902145681134,0.3054514679284543,0.29333214027088783,482,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.1839399189458431,0.5633047447961536,False,False,True,False,True,False,qfq_asof,qfq_asof
quality_low_turnover_monthly_v1,quality_3y_1y_4fold,ok,,4,2019-04-01,2026-03-31,4,4,,0.25,-0.012281191544845721,-0.1684790215850379,-0.1530619587590054,1.5890767032672808,2.2260143906518537,26,3,not_enabled,enabled:audited,available,0.13458908642492207,0.2512821146402071,0.2512821146402071,0.29819678178777814,483,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.16144792033536673,0.5666198582477491,False,False,True,False,True,False,qfq_asof,qfq_asof
