strategy_id,overfit_risk_level,overfit_score,recommended_action,is_selected_candidate,fold_count,positive_fold_ratio,worst_fold_annualized_return,annualized_return_mean,sharpe_mean,max_drawdown_worst,turnover_annual_mean,parameter_unique_count,is_oos_pass,is_fold_stable,is_parameter_stable,is_cost_robust,is_market_regime_stable,main_risk_reasons
low_vol_low_turnover_quality_v1,critical,75,reject,True,3,0.3333333333333333,-0.1061613277509306,-0.016505765076276033,-0.2509831849009737,-0.1643650099000002,2.157459565215435,2,False,False,True,not_available,not_available,OOS fold count below governance floor; positive OOS fold ratio below 50%; mean Sharpe below 0.5; mean annualized return is non-positive
