strategy_id,walk_forward_preset,fold,valid_start,valid_end,market_context_label,days,available_days,asof_coverage_ratio,avg_live_exposure,avg_strategy_weight_in_benchmark,avg_strategy_weight_outside_benchmark,avg_benchmark_weight_held,avg_benchmark_weight_missed,avg_top_n_coverage_ratio,avg_top_n_weight_missed,avg_industry_l1_gap_raw,avg_industry_l1_gap_normalized,strategy_total_return,benchmark_total_return,excess_total_return,strategy_annualized_return,benchmark_annualized_return,primary_driver,plain_language_summary
price_volume_low_turnover_v1,baseline_2y_1y_5fold,4,2024-04-01,2025-03-31,relative_lag_in_strong_benchmark_context,241,241,1.0,0.42566210276504046,0.42566210276504046,0.0,0.03644470124481327,0.9635552987551865,0.02647391853408422,0.31684637759336093,1.1233518478210995,1.668080055578939,0.0861775876535733,0.0988924319006812,-0.012714844247107893,0.09028356280580585,0.10363256323963133,low_participation,强沪深300阶段主要问题是仓位参与不足，策略没有充分吃到指数上涨。
price_volume_low_turnover_v1,baseline_2y_1y_5fold,5,2025-04-01,2026-03-31,relative_lag_in_strong_benchmark_context,203,203,1.0,0.4606625507180226,0.4350166870203788,0.025645863697643833,0.049107310344827584,0.9508926896551723,0.09780032345590833,0.2983427931034483,1.023446397227269,1.5573960995024874,0.05162574870776693,0.15225335672356533,-0.1006276080157984,0.06448134583289833,0.19235174443057979,low_participation,强沪深300阶段主要问题是仓位参与不足，策略没有充分吃到指数上涨。
