strategy_id,walk_forward_preset,fold,date,benchmark_weight_date,symbol,benchmark_rank,benchmark_weight,failure_reason
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-04-19,2021-04-01,SH.600919,60,0.0040160000000000005,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-04-20,2021-04-01,SH.601328,29,0.0070209999999999995,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-04-20,2021-04-01,SH.600016,42,0.005536,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-04-20,2021-04-01,SH.601229,54,0.004509,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-04-20,2021-04-01,SH.600837,55,0.004457,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-04-20,2021-04-01,SH.600919,60,0.0040160000000000005,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-04-21,2021-04-01,SH.601328,29,0.0070209999999999995,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-04-21,2021-04-01,SH.600016,42,0.005536,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-04-21,2021-04-01,SH.601229,54,0.004509,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-04-21,2021-04-01,SH.600837,55,0.004457,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-04-21,2021-04-01,SH.600919,60,0.0040160000000000005,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-04-22,2021-04-01,SH.601328,29,0.0070209999999999995,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-04-22,2021-04-01,SH.600016,42,0.005536,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-04-22,2021-04-01,SH.601229,54,0.004509,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-04-22,2021-04-01,SH.600837,55,0.004457,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-04-22,2021-04-01,SH.600919,60,0.0040160000000000005,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-04-23,2021-04-01,SH.601328,29,0.0070209999999999995,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-04-23,2021-04-01,SH.600016,42,0.005536,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-04-23,2021-04-01,SH.601229,54,0.004509,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-04-23,2021-04-01,SH.600837,55,0.004457,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-04-23,2021-04-01,SH.600919,60,0.0040160000000000005,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-04-26,2021-04-01,SH.601328,29,0.0070209999999999995,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-04-26,2021-04-01,SH.600016,42,0.005536,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-04-26,2021-04-01,SH.601229,54,0.004509,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-04-26,2021-04-01,SH.600837,55,0.004457,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-04-26,2021-04-01,SH.600919,60,0.0040160000000000005,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-04-27,2021-04-01,SH.601328,29,0.0070209999999999995,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-04-27,2021-04-01,SH.600016,42,0.005536,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-04-27,2021-04-01,SH.601229,54,0.004509,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-04-27,2021-04-01,SH.600837,55,0.004457,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-04-27,2021-04-01,SH.600919,60,0.0040160000000000005,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-04-28,2021-04-01,SH.601328,29,0.0070209999999999995,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-04-28,2021-04-01,SH.600016,42,0.005536,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-04-28,2021-04-01,SH.601229,54,0.004509,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-04-28,2021-04-01,SH.600837,55,0.004457,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-04-28,2021-04-01,SH.600919,60,0.0040160000000000005,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-04-29,2021-04-01,SH.601328,29,0.0070209999999999995,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-04-29,2021-04-01,SH.600016,42,0.005536,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-04-29,2021-04-01,SH.601229,54,0.004509,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-04-29,2021-04-01,SH.600837,55,0.004457,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-04-29,2021-04-01,SH.600919,60,0.0040160000000000005,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-04-30,2021-04-01,SH.601328,29,0.0070209999999999995,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-04-30,2021-04-01,SH.600016,42,0.005536,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-04-30,2021-04-01,SH.601229,54,0.004509,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-04-30,2021-04-01,SH.600837,55,0.004457,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-04-30,2021-04-01,SH.600919,60,0.0040160000000000005,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-05-06,2021-04-30,SH.601328,32,0.006840000000000001,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-05-06,2021-04-30,SH.600016,49,0.005180000000000001,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-05-06,2021-04-30,SH.600837,59,0.00443,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-05-06,2021-04-30,SH.600919,60,0.0044,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-05-07,2021-05-06,SH.601328,31,0.00697,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-05-07,2021-05-06,SH.600016,48,0.005242,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-05-07,2021-05-06,SH.600837,58,0.004494000000000001,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-05-07,2021-05-06,SH.600919,59,0.004449,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-05-10,2021-05-06,SH.601328,31,0.00697,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-05-10,2021-05-06,SH.600016,48,0.005242,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-05-10,2021-05-06,SH.600837,58,0.004494000000000001,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-05-10,2021-05-06,SH.600919,59,0.004449,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-05-11,2021-05-06,SH.601328,31,0.00697,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-05-11,2021-05-06,SH.600016,48,0.005242,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-05-11,2021-05-06,SH.600837,58,0.004494000000000001,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-05-11,2021-05-06,SH.600919,59,0.004449,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-05-12,2021-05-06,SH.601328,31,0.00697,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-05-12,2021-05-06,SH.600016,48,0.005242,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-05-12,2021-05-06,SH.600837,58,0.004494000000000001,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-05-12,2021-05-06,SH.600919,59,0.004449,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-05-13,2021-05-06,SH.601328,31,0.00697,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-05-13,2021-05-06,SH.600016,48,0.005242,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-05-13,2021-05-06,SH.600837,58,0.004494000000000001,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-05-13,2021-05-06,SH.600919,59,0.004449,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-05-14,2021-05-06,SH.601328,31,0.00697,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-05-14,2021-05-06,SH.600016,48,0.005242,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-05-14,2021-05-06,SH.600837,58,0.004494000000000001,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-05-14,2021-05-06,SH.600919,59,0.004449,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-05-17,2021-05-06,SH.601328,31,0.00697,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-05-17,2021-05-06,SH.600016,48,0.005242,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-05-17,2021-05-06,SH.600837,58,0.004494000000000001,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-05-17,2021-05-06,SH.600919,59,0.004449,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-05-18,2021-05-06,SH.601328,31,0.00697,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-05-18,2021-05-06,SH.600016,48,0.005242,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-05-18,2021-05-06,SH.600837,58,0.004494000000000001,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-05-18,2021-05-06,SH.600919,59,0.004449,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-05-19,2021-05-06,SH.601328,31,0.00697,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-05-19,2021-05-06,SH.600016,48,0.005242,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-05-19,2021-05-06,SH.600837,58,0.004494000000000001,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-05-19,2021-05-06,SH.600919,59,0.004449,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-05-20,2021-05-06,SH.601328,31,0.00697,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-05-20,2021-05-06,SH.600016,48,0.005242,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-05-20,2021-05-06,SH.600837,58,0.004494000000000001,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-05-20,2021-05-06,SH.600919,59,0.004449,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-05-21,2021-05-06,SH.601328,31,0.00697,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-05-21,2021-05-06,SH.600016,48,0.005242,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-05-21,2021-05-06,SH.600837,58,0.004494000000000001,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-05-21,2021-05-06,SH.600919,59,0.004449,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-05-24,2021-05-06,SH.601328,31,0.00697,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-05-24,2021-05-06,SH.600016,48,0.005242,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-05-24,2021-05-06,SH.600837,58,0.004494000000000001,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-05-24,2021-05-06,SH.600919,59,0.004449,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-05-25,2021-05-06,SH.601328,31,0.00697,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-05-25,2021-05-06,SH.600016,48,0.005242,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-05-25,2021-05-06,SH.600837,58,0.004494000000000001,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-05-25,2021-05-06,SH.600919,59,0.004449,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-05-26,2021-05-06,SH.601328,31,0.00697,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-05-26,2021-05-06,SH.600016,48,0.005242,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-05-26,2021-05-06,SH.600837,58,0.004494000000000001,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-05-26,2021-05-06,SH.600919,59,0.004449,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-05-27,2021-05-06,SH.601328,31,0.00697,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-05-27,2021-05-06,SH.600016,48,0.005242,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-05-27,2021-05-06,SH.600837,58,0.004494000000000001,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-05-27,2021-05-06,SH.600919,59,0.004449,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-05-28,2021-05-06,SH.601328,31,0.00697,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-05-28,2021-05-06,SH.600016,48,0.005242,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-05-28,2021-05-06,SH.600837,58,0.004494000000000001,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-05-28,2021-05-06,SH.600919,59,0.004449,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-05-31,2021-05-06,SH.601328,31,0.00697,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-05-31,2021-05-06,SH.600016,48,0.005242,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-05-31,2021-05-06,SH.600837,58,0.004494000000000001,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-05-31,2021-05-06,SH.600919,59,0.004449,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-06-01,2021-05-31,SH.601328,31,0.0067,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-06-01,2021-05-31,SH.600016,55,0.005,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-06-01,2021-05-31,SH.600919,60,0.00456,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-06-02,2021-06-01,SH.601328,32,0.006645,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-06-02,2021-06-01,SH.600016,54,0.0049559999999999995,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-06-02,2021-06-01,SH.600919,60,0.004627,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-06-03,2021-06-01,SH.601328,32,0.006645,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-06-03,2021-06-01,SH.600016,54,0.0049559999999999995,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-06-03,2021-06-01,SH.600919,60,0.004627,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-06-04,2021-06-01,SH.601328,32,0.006645,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-06-04,2021-06-01,SH.600016,54,0.0049559999999999995,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-06-04,2021-06-01,SH.600919,60,0.004627,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-06-07,2021-06-01,SH.601328,32,0.006645,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-06-07,2021-06-01,SH.600016,54,0.0049559999999999995,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-06-07,2021-06-01,SH.600919,60,0.004627,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-06-08,2021-06-01,SH.601328,32,0.006645,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-06-08,2021-06-01,SH.600016,54,0.0049559999999999995,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-06-08,2021-06-01,SH.600919,60,0.004627,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-06-09,2021-06-01,SH.601328,32,0.006645,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-06-09,2021-06-01,SH.600016,54,0.0049559999999999995,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-06-09,2021-06-01,SH.600919,60,0.004627,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-06-10,2021-06-01,SH.601328,32,0.006645,missing_from_pit_panel
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-06-10,2021-06-01,SH.600016,54,0.0049559999999999995,missing_from_pit_panel
