strategy_id,walk_forward_preset,fold,valid_start,valid_end,daily_count,asof_available_day_count,asof_coverage_ratio,avg_core_weight_sum,avg_reachable_core_weight_sum,min_reachable_core_weight_sum,avg_reachable_core_weight_ratio,avg_top_n_weight_sum,avg_reachable_top_n_weight_sum,min_reachable_top_n_weight_sum,avg_reachable_top_n_weight_ratio,avg_reachable_core_member_count,min_reachable_core_member_count,main_status
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-04-01,2022-03-31,243,243,1.0,0.600504012345679,0.577381732510288,0.5565,0.961466198727128,0.3435388641975308,0.342817695473251,0.3195400000000001,0.9978469698030934,59.148148148148145,55.0,core_reachability_below_threshold
strong_market_effective_participation_v1,baseline_2y_1y_5fold,2,2022-04-01,2023-03-31,243,243,1.0,0.5986729135802468,0.5582001563786008,0.5454999999999999,0.9323961578258604,0.3270957283950617,0.3270330041152263,0.30758,0.9998077281162032,60.88477366255144,57.0,core_reachability_below_threshold
strong_market_effective_participation_v1,baseline_2y_1y_5fold,3,2023-04-03,2024-03-29,241,241,1.0,0.5976936058091288,0.5338651742738589,0.5200619999999999,0.8932127621877212,0.31508621576763485,0.3100024896265561,0.29889,0.9837807825517436,60.12448132780083,57.0,core_reachability_below_threshold
strong_market_effective_participation_v1,baseline_2y_1y_5fold,4,2024-04-01,2025-03-31,241,241,1.0,0.5986870580912863,0.5495960082987551,0.5426259999999999,0.9180022514203489,0.32540123651452285,0.32470368879668055,0.31674,0.9978645407326643,60.69294605809129,57.0,core_reachability_below_threshold
strong_market_effective_participation_v1,baseline_2y_1y_5fold,5,2025-04-01,2026-03-31,242,242,1.0,0.5983902190082645,0.5497727066115702,0.523989,0.9187670354326468,0.33083729752066127,0.3301297024793389,0.31415,0.9978969700029401,58.289256198347104,54.0,core_reachability_below_threshold
