strategy_id,walk_forward_preset,fold,valid_start,valid_end,market_context_label,date,benchmark_symbol,benchmark_weight_date,industry,strategy_industry_weight_raw,strategy_industry_weight_normalized,benchmark_industry_weight,raw_active_weight,normalized_active_weight
strong_market_liquid_breadth_participation_v1,baseline_2y_1y_5fold,5,2025-04-01,2026-03-31,relative_lag_in_strong_benchmark_context,2025-04-02,SH.000300,2025-04-01,UNKNOWN,0.0,,0.0023799999999999997,-0.0023799999999999997,
strong_market_liquid_breadth_participation_v1,baseline_2y_1y_5fold,5,2025-04-01,2026-03-31,relative_lag_in_strong_benchmark_context,2025-04-02,SH.000300,2025-04-01,专用机械,0.0,,0.00216,-0.00216,
strong_market_liquid_breadth_participation_v1,baseline_2y_1y_5fold,5,2025-04-01,2026-03-31,relative_lag_in_strong_benchmark_context,2025-04-02,SH.000300,2025-04-01,中成药,0.0,,0.008779,-0.008779,
strong_market_liquid_breadth_participation_v1,baseline_2y_1y_5fold,5,2025-04-01,2026-03-31,relative_lag_in_strong_benchmark_context,2025-04-02,SH.000300,2025-04-01,乳制品,0.0,,0.008754999999999999,-0.008754999999999999,
strong_market_liquid_breadth_participation_v1,baseline_2y_1y_5fold,5,2025-04-01,2026-03-31,relative_lag_in_strong_benchmark_context,2025-04-02,SH.000300,2025-04-01,互联网,0.0,,0.0043749999999999995,-0.0043749999999999995,
strong_market_liquid_breadth_participation_v1,baseline_2y_1y_5fold,5,2025-04-01,2026-03-31,relative_lag_in_strong_benchmark_context,2025-04-02,SH.000300,2025-04-01,仓储物流,0.0,,0.006239,-0.006239,
strong_market_liquid_breadth_participation_v1,baseline_2y_1y_5fold,5,2025-04-01,2026-03-31,relative_lag_in_strong_benchmark_context,2025-04-02,SH.000300,2025-04-01,供气供热,0.0,,0.0009,-0.0009,
strong_market_liquid_breadth_participation_v1,baseline_2y_1y_5fold,5,2025-04-01,2026-03-31,relative_lag_in_strong_benchmark_context,2025-04-02,SH.000300,2025-04-01,保险,0.0,,0.03892,-0.03892,
strong_market_liquid_breadth_participation_v1,baseline_2y_1y_5fold,5,2025-04-01,2026-03-31,relative_lag_in_strong_benchmark_context,2025-04-02,SH.000300,2025-04-01,元器件,0.0,,0.0399,-0.0399,
strong_market_liquid_breadth_participation_v1,baseline_2y_1y_5fold,5,2025-04-01,2026-03-31,relative_lag_in_strong_benchmark_context,2025-04-02,SH.000300,2025-04-01,全国地产,0.0,,0.006931,-0.006931,
