strategy_id,walk_forward_preset,fold,valid_start,valid_end,market_context_label,date,benchmark_symbol,benchmark_weight_date,asof_status,benchmark_constituent_count,benchmark_weight_sum,strategy_live_exposure,reported_live_exposure,strategy_live_holding_count,strategy_position_return,benchmark_daily_return,strategy_excess_daily_return,strategy_weight_in_benchmark,strategy_weight_outside_benchmark,benchmark_weight_held_by_strategy,benchmark_weight_missed_by_strategy,benchmark_top_n,benchmark_top_n_weight_total,benchmark_top_n_weight_held,benchmark_top_n_weight_missed,benchmark_top_n_coverage_ratio,constituent_overlap_count,outside_benchmark_count,industry_l1_gap_raw,industry_l1_gap_normalized,top_industry_underweight,top_industry_underweight_value,top_industry_overweight,top_industry_overweight_value
strong_market_liquid_breadth_participation_v1,baseline_2y_1y_5fold,5,2025-04-01,2026-03-31,relative_lag_in_strong_benchmark_context,2025-04-01,SH.000300,2025-03-31,available,300,0.9999799999999999,0.0,,0,0.0,9.518150083209775e-05,-9.518150083209775e-05,0.0,0.0,0.0,1.0,20,0.33343999999999996,0.0,0.33343999999999996,0.0,0,0,0.99998,,银行,-0.1348,服饰,-0.00047
strong_market_liquid_breadth_participation_v1,baseline_2y_1y_5fold,5,2025-04-01,2026-03-31,relative_lag_in_strong_benchmark_context,2025-04-02,SH.000300,2025-04-01,available,300,0.9999959999999999,0.0,,0,0.0,-0.0008462630669190396,0.0008462630669190396,0.0,0.0,0.0,1.0,20,0.33066500000000004,0.0,0.33066500000000004,0.0,0,0,0.999996,,银行,-0.13394899999999998,服饰,-0.00046
strong_market_liquid_breadth_participation_v1,baseline_2y_1y_5fold,5,2025-04-01,2026-03-31,relative_lag_in_strong_benchmark_context,2025-04-03,SH.000300,2025-04-01,available,300,0.9999959999999999,0.0,,0,0.0,-0.005892817147608698,0.005892817147608698,0.0,0.0,0.0,1.0,20,0.33066500000000004,0.0,0.33066500000000004,0.0,0,0,0.999996,,银行,-0.13394899999999998,服饰,-0.00046
strong_market_liquid_breadth_participation_v1,baseline_2y_1y_5fold,5,2025-04-01,2026-03-31,relative_lag_in_strong_benchmark_context,2025-04-07,SH.000300,2025-04-01,available,300,0.9999959999999999,0.0,,0,0.0,-0.07045448659847209,0.07045448659847209,0.0,0.0,0.0,1.0,20,0.33066500000000004,0.0,0.33066500000000004,0.0,0,0,0.999996,,银行,-0.13394899999999998,服饰,-0.00046
strong_market_liquid_breadth_participation_v1,baseline_2y_1y_5fold,5,2025-04-01,2026-03-31,relative_lag_in_strong_benchmark_context,2025-04-08,SH.000300,2025-04-01,available,300,0.9999959999999999,0.0,,0,0.0,0.01708344477132928,-0.01708344477132928,0.0,0.0,0.0,1.0,20,0.33066500000000004,0.0,0.33066500000000004,0.0,0,0,0.999996,,银行,-0.13394899999999998,服饰,-0.00046
strong_market_liquid_breadth_participation_v1,baseline_2y_1y_5fold,5,2025-04-01,2026-03-31,relative_lag_in_strong_benchmark_context,2025-04-09,SH.000300,2025-04-01,available,300,0.9999959999999999,0.0,,0,0.0,0.009869177924596517,-0.009869177924596517,0.0,0.0,0.0,1.0,20,0.33066500000000004,0.0,0.33066500000000004,0.0,0,0,0.999996,,银行,-0.13394899999999998,服饰,-0.00046
strong_market_liquid_breadth_participation_v1,baseline_2y_1y_5fold,5,2025-04-01,2026-03-31,relative_lag_in_strong_benchmark_context,2025-04-10,SH.000300,2025-04-01,available,300,0.9999959999999999,0.0,,0,0.0,0.013108964709137139,-0.013108964709137139,0.0,0.0,0.0,1.0,20,0.33066500000000004,0.0,0.33066500000000004,0.0,0,0,0.999996,,银行,-0.13394899999999998,服饰,-0.00046
strong_market_liquid_breadth_participation_v1,baseline_2y_1y_5fold,5,2025-04-01,2026-03-31,relative_lag_in_strong_benchmark_context,2025-04-11,SH.000300,2025-04-01,available,300,0.9999959999999999,0.0,,0,0.0,0.004123026837156596,-0.004123026837156596,0.0,0.0,0.0,1.0,20,0.33066500000000004,0.0,0.33066500000000004,0.0,0,0,0.999996,,银行,-0.13394899999999998,服饰,-0.00046
strong_market_liquid_breadth_participation_v1,baseline_2y_1y_5fold,5,2025-04-01,2026-03-31,relative_lag_in_strong_benchmark_context,2025-04-14,SH.000300,2025-04-01,available,300,0.9999959999999999,0.0,,0,0.0,0.002298347962415903,-0.002298347962415903,0.0,0.0,0.0,1.0,20,0.33066500000000004,0.0,0.33066500000000004,0.0,0,0,0.999996,,银行,-0.13394899999999998,服饰,-0.00046
strong_market_liquid_breadth_participation_v1,baseline_2y_1y_5fold,5,2025-04-01,2026-03-31,relative_lag_in_strong_benchmark_context,2025-04-15,SH.000300,2025-04-01,available,300,0.9999959999999999,0.0,,0,0.0,0.0005559782290631698,-0.0005559782290631698,0.0,0.0,0.0,1.0,20,0.33066500000000004,0.0,0.33066500000000004,0.0,0,0,0.999996,,银行,-0.13394899999999998,服饰,-0.00046
strong_market_liquid_breadth_participation_v1,baseline_2y_1y_5fold,5,2025-04-01,2026-03-31,relative_lag_in_strong_benchmark_context,2025-04-16,SH.000300,2025-04-01,available,300,0.9999959999999999,0.0,,0,0.0,0.0030814387846529456,-0.0030814387846529456,0.0,0.0,0.0,1.0,20,0.33066500000000004,0.0,0.33066500000000004,0.0,0,0,0.999996,,银行,-0.13394899999999998,服饰,-0.00046
strong_market_liquid_breadth_participation_v1,baseline_2y_1y_5fold,5,2025-04-01,2026-03-31,relative_lag_in_strong_benchmark_context,2025-04-17,SH.000300,2025-04-01,available,300,0.9999959999999999,0.0,,0,0.0,-0.00015903223583435544,0.00015903223583435544,0.0,0.0,0.0,1.0,20,0.33066500000000004,0.0,0.33066500000000004,0.0,0,0,0.999996,,银行,-0.13394899999999998,服饰,-0.00046
strong_market_liquid_breadth_participation_v1,baseline_2y_1y_5fold,5,2025-04-01,2026-03-31,relative_lag_in_strong_benchmark_context,2025-04-18,SH.000300,2025-04-01,available,300,0.9999959999999999,0.0,,0,0.0,7.952876555461508e-05,-7.952876555461508e-05,0.0,0.0,0.0,1.0,20,0.33066500000000004,0.0,0.33066500000000004,0.0,0,0,0.999996,,银行,-0.13394899999999998,服饰,-0.00046
strong_market_liquid_breadth_participation_v1,baseline_2y_1y_5fold,5,2025-04-01,2026-03-31,relative_lag_in_strong_benchmark_context,2025-04-21,SH.000300,2025-04-01,available,300,0.9999959999999999,0.0,,0,0.0,0.0032763245787961193,-0.0032763245787961193,0.0,0.0,0.0,1.0,20,0.33066500000000004,0.0,0.33066500000000004,0.0,0,0,0.999996,,银行,-0.13394899999999998,服饰,-0.00046
strong_market_liquid_breadth_participation_v1,baseline_2y_1y_5fold,5,2025-04-01,2026-03-31,relative_lag_in_strong_benchmark_context,2025-04-22,SH.000300,2025-04-01,available,300,0.9999959999999999,0.0,,0,0.0,-0.00024571452727706333,0.00024571452727706333,0.0,0.0,0.0,1.0,20,0.33066500000000004,0.0,0.33066500000000004,0.0,0,0,0.999996,,银行,-0.13394899999999998,服饰,-0.00046
strong_market_liquid_breadth_participation_v1,baseline_2y_1y_5fold,5,2025-04-01,2026-03-31,relative_lag_in_strong_benchmark_context,2025-04-23,SH.000300,2025-04-01,available,300,0.9999959999999999,0.0,,0,0.0,0.0007743231279484508,-0.0007743231279484508,0.0,0.0,0.0,1.0,20,0.33066500000000004,0.0,0.33066500000000004,0.0,0,0,0.999996,,银行,-0.13394899999999998,服饰,-0.00046
