strategy_id,overfit_risk_level,overfit_score,recommended_action,is_selected_candidate,fold_count,positive_fold_ratio,worst_fold_annualized_return,annualized_return_mean,sharpe_mean,max_drawdown_worst,turnover_annual_mean,parameter_unique_count,last_fold_lift_risk,last_fold_lift_preset,last_fold_annualized_return,prior_fold_annualized_return_mean,last_fold_lift,is_oos_pass,is_fold_stable,is_parameter_stable,is_cost_robust,is_market_regime_stable,main_risk_reasons
quality_low_turnover_monthly_v1,critical,80,reject,True,9,0.3333333333333333,-0.1285470298032448,-0.031621630577029304,-0.3106424846505018,-0.1700943549635221,1.8344835340627492,8,True,quality_3y_1y_4fold,0.1614192940864105,-0.0701813534219311,0.2316006475083416,False,False,False,not_available,not_available,positive OOS fold ratio below 50%; mean Sharpe below 0.5; mean annualized return is non-positive; selected parameters change frequently across folds; last fold materially lifts results
