strategy_id,overfit_risk_level,overfit_score,recommended_action,is_selected_candidate,fold_count,positive_fold_ratio,worst_fold_annualized_return,annualized_return_mean,sharpe_mean,max_drawdown_worst,turnover_annual_mean,parameter_unique_count,last_fold_lift_risk,last_fold_lift_preset,last_fold_annualized_return,prior_fold_annualized_return_mean,last_fold_lift,is_oos_pass,is_fold_stable,is_parameter_stable,is_cost_robust,is_market_regime_stable,main_risk_reasons
strong_market_effective_participation_v1,high,55,retest,True,5,0.2,-0.1774652723850944,-0.03469438849919286,-0.4562588205634036,-0.1710637384100193,3.578578716620754,1,False,,0.0,0.0,0.0,False,False,True,not_available,not_available,positive OOS fold ratio below 50%; mean Sharpe below 0.5; mean annualized return is non-positive
