strategy_id,walk_forward_preset,fold,market_context_label,date,industry,live_weight,target_weight,live_name_count,target_name_count
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2025-09-23,IT设备,0.0,0.05,0,1
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2025-09-23,元器件,0.0,0.15000000000000002,0,3
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2025-09-23,半导体,0.0,0.1,0,2
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2025-09-24,元器件,0.15000000000000002,0.15000000000000002,3,3
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2025-09-24,半导体,0.1,0.1,2,2
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2025-09-24,IT设备,0.05,0.05,1,1
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2025-09-25,元器件,0.15000000000000002,0.15000000000000002,3,3
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2025-09-25,半导体,0.1,0.1,2,2
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2025-09-25,IT设备,0.05,0.05,1,1
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2025-09-26,元器件,0.15000000000000002,0.15000000000000002,3,3
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2025-09-26,半导体,0.1,0.1,2,2
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2025-09-26,IT设备,0.05,0.05,1,1
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2025-09-29,元器件,0.15000000000000002,0.15000000000000002,3,3
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2025-09-29,半导体,0.1,0.1,2,2
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2025-09-29,IT设备,0.05,0.05,1,1
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2025-09-30,元器件,0.15000000000000002,0.15000000000000002,3,3
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2025-09-30,半导体,0.1,0.1,2,2
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2025-09-30,IT设备,0.05,0.05,1,1
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2025-10-09,元器件,0.15000000000000002,0.15000000000000002,3,3
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2025-10-09,半导体,0.1,0.1,2,2
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2025-10-09,IT设备,0.05,0.05,1,1
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2025-10-10,元器件,0.15000000000000002,0.15000000000000002,3,3
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2025-10-10,半导体,0.1,0.1,2,2
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2025-10-10,IT设备,0.05,0.05,1,1
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2025-10-13,元器件,0.15000000000000002,0.15000000000000002,3,3
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2025-10-13,半导体,0.1,0.1,2,2
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2025-10-13,IT设备,0.05,0.05,1,1
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2025-10-14,元器件,0.15000000000000002,0.15000000000000002,3,3
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2025-10-14,半导体,0.1,0.1,2,2
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2025-10-14,IT设备,0.05,0.05,1,1
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2025-10-15,元器件,0.15000000000000002,0.15000000000000002,3,3
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2025-10-15,半导体,0.1,0.1,2,2
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2025-10-15,IT设备,0.05,0.05,1,1
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2025-10-16,元器件,0.15000000000000002,0.15000000000000002,3,3
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2025-10-16,半导体,0.1,0.1,2,2
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2025-10-16,IT设备,0.05,0.05,1,1
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2025-10-17,元器件,0.15000000000000002,0.15000000000000002,3,3
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2025-10-17,半导体,0.1,0.1,2,2
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2025-10-17,IT设备,0.05,0.05,1,1
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2025-10-20,元器件,0.15000000000000002,0.15000000000000002,3,3
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2025-10-20,半导体,0.1,0.1,2,2
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2025-10-20,IT设备,0.05,0.05,1,1
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2025-10-21,元器件,0.15000000000000002,0.15000000000000002,3,3
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2025-10-21,半导体,0.1,0.1,2,2
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2025-10-21,IT设备,0.05,0.05,1,1
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2025-10-22,元器件,0.15000000000000002,0.15000000000000002,3,3
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2025-10-22,半导体,0.1,0.1,2,2
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2025-10-22,IT设备,0.05,0.05,1,1
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2025-10-23,元器件,0.15000000000000002,0.15000000000000002,3,3
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2025-10-23,半导体,0.1,0.1,2,2
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2025-10-23,IT设备,0.05,0.05,1,1
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2025-10-24,元器件,0.15000000000000002,0.15000000000000002,3,3
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2025-10-24,半导体,0.1,0.1,2,2
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2025-10-24,IT设备,0.05,0.05,1,1
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2025-10-27,元器件,0.15000000000000002,0.15000000000000002,3,3
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2025-10-27,半导体,0.1,0.1,2,2
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2025-10-27,IT设备,0.05,0.05,1,1
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2025-10-28,元器件,0.15000000000000002,0.15000000000000002,3,3
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2025-10-28,半导体,0.1,0.1,2,2
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2025-10-28,IT设备,0.05,0.05,1,1
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2025-10-29,元器件,0.15000000000000002,0.0,3,0
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2025-10-29,半导体,0.1,0.0,2,0
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2025-10-29,IT设备,0.05,0.0,1,0
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2025-12-24,保险,0.0,0.05,0,1
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2025-12-24,化工原料,0.0,0.05,0,1
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2025-12-24,证券,0.0,0.05,0,1
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2025-12-25,保险,0.05,0.05,1,1
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2025-12-25,化工原料,0.05,0.05,1,1
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2025-12-25,证券,0.05,0.05,1,1
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2025-12-26,保险,0.05,0.05,1,1
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2025-12-26,化工原料,0.05,0.05,1,1
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2025-12-26,证券,0.05,0.05,1,1
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2025-12-29,保险,0.05,0.05,1,1
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2025-12-29,化工原料,0.05,0.05,1,1
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2025-12-29,证券,0.05,0.05,1,1
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2025-12-30,保险,0.05,0.05,1,1
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2025-12-30,化工原料,0.05,0.05,1,1
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2025-12-30,证券,0.05,0.05,1,1
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2025-12-31,保险,0.05,0.05,1,1
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2025-12-31,化工原料,0.05,0.05,1,1
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2025-12-31,证券,0.05,0.05,1,1
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2026-01-05,保险,0.05,0.05,1,1
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2026-01-05,化工原料,0.05,0.05,1,1
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2026-01-05,证券,0.05,0.05,1,1
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2026-01-06,保险,0.05,0.05,1,1
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2026-01-06,化工原料,0.05,0.05,1,1
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2026-01-06,证券,0.05,0.05,1,1
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2026-01-07,保险,0.05,0.05,1,1
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2026-01-07,化工原料,0.05,0.05,1,1
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2026-01-07,证券,0.05,0.05,1,1
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2026-01-08,保险,0.05,0.05,1,1
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2026-01-08,化工原料,0.05,0.05,1,1
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2026-01-08,证券,0.05,0.05,1,1
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2026-01-09,保险,0.05,0.05,1,1
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2026-01-09,化工原料,0.05,0.05,1,1
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2026-01-09,证券,0.05,0.05,1,1
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2026-01-12,保险,0.05,0.05,1,1
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2026-01-12,化工原料,0.05,0.05,1,1
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2026-01-12,证券,0.05,0.05,1,1
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2026-01-13,保险,0.05,0.05,1,1
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2026-01-13,化工原料,0.05,0.05,1,1
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2026-01-13,证券,0.05,0.05,1,1
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2026-01-14,保险,0.05,0.05,1,1
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2026-01-14,化工原料,0.05,0.05,1,1
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2026-01-14,证券,0.05,0.05,1,1
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2026-01-15,保险,0.05,0.05,1,1
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2026-01-15,化工原料,0.05,0.05,1,1
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2026-01-15,证券,0.05,0.05,1,1
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2026-01-16,保险,0.05,0.05,1,1
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2026-01-16,化工原料,0.05,0.05,1,1
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2026-01-16,证券,0.05,0.05,1,1
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2026-01-19,保险,0.05,0.05,1,1
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2026-01-19,化工原料,0.05,0.05,1,1
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2026-01-19,证券,0.05,0.05,1,1
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2026-01-20,保险,0.05,0.05,1,1
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2026-01-20,化工原料,0.05,0.05,1,1
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2026-01-20,证券,0.05,0.05,1,1
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2026-01-21,保险,0.05,0.05,1,1
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2026-01-21,化工原料,0.05,0.05,1,1
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2026-01-21,证券,0.05,0.05,1,1
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2026-01-22,保险,0.05,0.05,1,1
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2026-01-22,化工原料,0.05,0.05,1,1
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2026-01-22,证券,0.05,0.05,1,1
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2026-01-23,保险,0.05,0.05,1,1
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2026-01-23,化工原料,0.05,0.05,1,1
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2026-01-23,证券,0.05,0.0,1,0
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2026-01-23,元器件,0.0,0.05,0,1
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2026-01-23,半导体,0.0,0.05,0,1
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2026-01-23,小金属,0.0,0.05,0,1
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2026-01-23,工程机械,0.0,0.1,0,2
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2026-01-23,汽车配件,0.0,0.05,0,1
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2026-01-23,软件服务,0.0,0.05,0,1
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2026-01-23,铜,0.0,0.05,0,1
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2026-01-26,工程机械,0.1,0.1,2,2
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2026-01-26,保险,0.05,0.05,1,1
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2026-01-26,元器件,0.05,0.05,1,1
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2026-01-26,化工原料,0.05,0.05,1,1
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2026-01-26,半导体,0.05,0.05,1,1
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2026-01-26,小金属,0.05,0.05,1,1
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2026-01-26,汽车配件,0.05,0.05,1,1
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2026-01-26,软件服务,0.05,0.05,1,1
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2026-01-26,铜,0.05,0.05,1,1
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2026-01-27,工程机械,0.1,0.1,2,2
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2026-01-27,保险,0.05,0.05,1,1
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2026-01-27,元器件,0.05,0.05,1,1
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2026-01-27,化工原料,0.05,0.05,1,1
strong_index_participation_v1,baseline_2y_1y_5fold,5,relative_lag_in_strong_benchmark_context,2026-01-27,半导体,0.05,0.05,1,1
