strategy_id,overfit_risk_level,overfit_score,recommended_action,is_selected_candidate,fold_count,positive_fold_ratio,worst_fold_annualized_return,annualized_return_mean,sharpe_mean,max_drawdown_worst,turnover_annual_mean,parameter_unique_count,is_oos_pass,is_fold_stable,is_parameter_stable,is_cost_robust,is_market_regime_stable,main_risk_reasons
quality_low_turnover_monthly_v1,critical,85,reject,True,3,0.3333333333333333,-0.1355715024436961,-0.04958180489260414,-0.4112011947236549,-0.2156654727207891,1.8535548679016276,3,False,False,False,not_available,not_available,OOS fold count below governance floor; positive OOS fold ratio below 50%; mean Sharpe below 0.5; mean annualized return is non-positive; selected parameters change frequently across folds
