period,target_symbols,fetched_symbols,empty_symbols,failed_symbols,pending_symbols,factor_rows,announce_date_coverage,roe_coverage,revenue_growth_coverage,profit_growth_coverage,cash_flow_quality_coverage,debt_to_asset_coverage
2016-03-31,2614,2612,2,0,0,2612,1.0,0.9957886676875957,0.9992343032159265,1.0,1.0,1.0
2016-06-30,2651,2649,2,0,0,2649,1.0,0.9950924877312193,0.9996224990562477,1.0,1.0,1.0
2016-09-30,2715,2713,2,0,0,2713,1.0,0.9952082565425728,0.9996314043494287,1.0,1.0,1.0
2016-12-31,2816,2814,2,0,0,2814,1.0,0.9971570717839374,1.0,1.0,1.0,1.0
2017-03-31,2947,2945,2,0,0,2945,1.0,0.9976230899830221,0.998981324278438,1.0,1.0,1.0
2017-06-30,3059,3057,2,0,0,3057,1.0,0.9967288191036965,1.0,1.0,1.0,1.0
2017-09-30,3161,3159,2,0,0,3159,1.0,0.9971509971509972,1.0,1.0,1.0,1.0
2017-12-31,3248,3246,2,0,0,3246,1.0,0.9978434996919285,1.0,1.0,1.0,1.0
2018-03-31,3284,3282,2,0,0,3282,1.0,0.9975624619134674,0.9984765386959171,1.0,1.0,1.0
