strategy_id,walk_forward_preset,admission_action,window_status,severity,primary_failure_dimension,return_failure,execution_failure,construction_failure,factor_failure,parameter_failure,regime_failure,data_failure,evidence,recommended_next_action,annualized_return_mean,sharpe_mean,max_drawdown_worst,positive_fold_ratio,turnover_annual_mean,parameter_unique_count,overfit_risk_level,overfit_score,last_fold_lift_risk,main_reasons
strong_market_core_participation_v1,baseline_2y_1y_5fold,reject,ok,high,return_failure,high,high,high,none,none,high,none,"收益失败：年化收益均值 -0.0330 未通过 gate 0.0000；Sharpe 均值 -0.4277 未通过 gate 0.5000；正收益折比例 0.00% 未通过 gate 75.00% | 执行失败：换手未通过 admission gate：mean=4.08, max=16.04 | 组合构造失败：行业集中度触发 admission 审计阈值：top1_mean=6.21%, top3_mean=12.86%, violation_days=68 | 市场阶段失败：策略级 overfit_risk_level=high",当前 spec 维持 reject；优先重审 alpha 假设和收益来源，不要先做参数微调。,-0.0329560422658609,-0.4276508135801806,-0.1530388562967346,0.0,4.078383838383838,1,high,55,False,overfit risk is high; annual turnover exceeds threshold in one or more windows; industry concentration exceeds audit threshold in one or more windows; strategy does not support paper trade review; positive fold ratio below 75% in one or more windows
