primary_fold_failure,fold_count,avg_excess_ann,avg_index_ann_return,avg_pct_days_above_trend,avg_pct_days_high_vol,avg_pct_days_risk_off_context,dominant_market_context,interpretation
absolute_failure_market_weak_but_outperform,3,0.12286967463953007,-0.11444918279031106,0.2063418882229394,0.24074927855471887,0.818531609833285,absolute_loss_but_benchmark_weak_context,Negative absolute fold still outperformed the benchmark; dominant context=absolute_loss_but_benchmark_weak_context.
strategy_specific_underperformance,2,-0.19716077575623894,0.12740462301931743,0.7639141318884812,0.2630653955625665,0.43300126881794176,mixed_or_unresolved_context,Mixed diagnostic context; dominant context=mixed_or_unresolved_context.
