strategy_id,walk_forward_preset,admission_action,window_status,severity,primary_failure_dimension,return_failure,execution_failure,construction_failure,factor_failure,parameter_failure,regime_failure,data_failure,evidence,recommended_next_action,annualized_return_mean,sharpe_mean,max_drawdown_worst,positive_fold_ratio,turnover_annual_mean,parameter_unique_count,overfit_risk_level,overfit_score,last_fold_lift_risk,main_reasons
strong_market_liquid_breadth_participation_v1,baseline_2y_1y_5fold,reject,ok,high,return_failure,high,none,high,none,none,none,none,"收益失败：Sharpe 均值 0.0743 未通过 gate 0.5000；正收益折比例 20.00% 未通过 gate 75.00% | 组合构造失败：行业集中度触发 admission 审计阈值：top1_mean=1.60%, top3_mean=3.68%, violation_days=40；归因层观察到平均实盘持仓数偏低：1.64",当前 spec 维持 reject；优先重审 alpha 假设和收益来源，不要先做参数微调。,0.006854144741672,0.0742830088377671,-0.0951290060908112,0.2,0.5498181818181818,1,medium,40,False,industry concentration exceeds audit threshold in one or more windows; strategy does not support paper trade review; positive fold ratio below 75% in one or more windows
