strategy_id,walk_forward_preset,fold,symbol,name,industry,valid_start,valid_end,train_end,missing_days,avg_rank,min_rank,avg_weight,total_missing_weight,in_pit_snapshot,in_pit_filtered,in_pit_scored,in_pit_selected_before_limit,in_pit_universe,pit_universe_rank,pit_universe_score,pit_liquidity_rank,pit_size_rank,pit_walk_forward_limit,snapshot_window_start,snapshot_bfq_rows,snapshot_qfq_rows,snapshot_basic_rows,valid_bfq_rows,valid_qfq_rows,valid_adj_factor_rows,valid_basic_rows,missing_dates_present_in_valid_bfq,missing_dates_present_in_valid_qfq,missing_dates_present_in_valid_adj,db_stock_metadata,db_daily_rows,db_daily_min_date,db_daily_max_date,db_daily_basic_rows,db_adj_factor_rows,classification
strong_market_effective_participation_v1,baseline_2y_1y_5fold,3,SH.601818,光大银行,银行,2023-04-03,2024-03-29,2023-03-31,20,72.05,72.0,0.003936300000000001,0.07872600000000002,True,True,True,True,False,295.0,0.8361365528726061,0.7452123230641132,0.9725228975853455,200,2022-12-31,59,59,59,241,241,241,241,20,20,20,True,4898,2016-05-03,2026-06-24,2533,2534,beyond_walk_forward_limit
strong_market_effective_participation_v1,baseline_2y_1y_5fold,3,SH.688041,海光信息,半导体,2023-04-03,2024-03-29,2023-03-31,42,67.04761904761905,61.0,0.004226738095238046,0.17752299999999793,True,True,True,True,False,284.0,0.8422980849292256,0.9558701082431307,0.671940049958368,200,2022-12-31,59,59,59,241,241,241,241,42,42,42,True,1822,2022-08-12,2026-06-24,916,926,beyond_walk_forward_limit
strong_market_effective_participation_v1,baseline_2y_1y_5fold,3,SZ.002410,广联达,软件服务,2023-04-03,2024-03-29,2023-03-31,18,73.0,73.0,0.003733,0.067194,True,True,True,True,False,210.0,0.882014987510408,0.847210657785179,0.9342214820982515,200,2022-12-31,59,59,59,241,241,241,241,18,18,18,True,4900,2016-05-03,2026-06-24,2534,2534,beyond_walk_forward_limit
strong_market_effective_participation_v1,baseline_2y_1y_5fold,4,SH.600000,浦发银行,银行,2024-04-01,2025-03-31,2024-03-29,241,40.16182572614108,30.0,0.005571742738589197,1.3427899999999964,True,True,True,True,False,313.0,0.8228039041703639,0.7147293700088732,0.9849157054125999,200,2023-12-30,58,58,58,241,241,241,241,241,241,241,True,4900,2016-05-03,2026-06-24,2516,2534,beyond_walk_forward_limit
strong_market_effective_participation_v1,baseline_2y_1y_5fold,4,SH.600104,上汽集团,汽车整车,2024-04-01,2025-03-31,2024-03-29,39,66.0,58.0,0.004376307692307637,0.17067599999999783,True,True,True,True,False,284.0,0.8331854480922805,0.7338065661047027,0.9822537710736469,200,2023-12-30,58,58,58,241,241,241,241,39,39,39,True,4900,2016-05-03,2026-06-24,2534,2534,beyond_walk_forward_limit
strong_market_effective_participation_v1,baseline_2y_1y_5fold,4,SH.600150,中国船舶,船舶,2024-04-01,2025-03-31,2024-03-29,10,59.0,59.0,0.004658999999999999,0.04658999999999999,True,True,True,True,True,28.0,0.9811889973380656,0.9822537710736469,0.9795918367346939,200,2023-12-30,58,58,58,231,231,241,231,0,0,10,True,4618,2016-05-03,2026-06-24,2393,2534,universe_member_but_panel_missing
strong_market_effective_participation_v1,baseline_2y_1y_5fold,4,SH.600837,,,2024-04-01,2025-03-31,2024-03-29,224,52.910714285714285,37.0,0.004904732142857126,1.0986599999999962,True,True,True,True,False,290.0,0.8297249334516416,0.7555456965394853,0.9409937888198758,200,2023-12-30,58,58,58,186,186,221,186,170,170,204,False,4220,2016-05-03,2025-02-05,2189,2224,beyond_walk_forward_limit
strong_market_effective_participation_v1,baseline_2y_1y_5fold,4,SH.601211,国泰海通,证券,2024-04-01,2025-03-31,2024-03-29,2,71.0,71.0,0.004033,0.008066,True,True,True,True,True,170.0,0.8903283052351375,0.8438331854480923,0.9600709849157054,200,2023-12-30,58,58,58,222,222,241,222,0,0,2,True,4862,2016-05-03,2026-06-24,2515,2534,universe_member_but_panel_missing
strong_market_effective_participation_v1,baseline_2y_1y_5fold,4,SH.601229,上海银行,银行,2024-04-01,2025-03-31,2024-03-29,140,63.17857142857143,55.0,0.004323785714285714,0.6053299999999999,True,True,True,True,False,385.0,0.7840283939662822,0.6716947648624667,0.9525288376220054,200,2023-12-30,58,58,58,241,241,241,241,140,140,140,True,4636,2016-11-16,2026-06-24,2323,2323,beyond_walk_forward_limit
strong_market_effective_participation_v1,baseline_2y_1y_5fold,5,SH.600000,浦发银行,银行,2025-04-01,2026-03-31,2025-03-31,242,33.47107438016529,25.0,0.006365309917355362,1.5404049999999976,True,True,True,True,False,297.0,0.8353117956423741,0.7310293012772352,0.9917355371900827,200,2024-12-31,58,58,58,242,242,242,242,242,242,242,True,4900,2016-05-03,2026-06-24,2516,2534,beyond_walk_forward_limit
strong_market_effective_participation_v1,baseline_2y_1y_5fold,5,SH.600089,特变电工,电气设备,2025-04-01,2026-03-31,2025-03-31,115,51.25217391304348,38.0,0.004881365217391294,0.5613569999999988,True,True,True,True,False,331.0,0.8210368144252442,0.7520661157024794,0.9244928625093914,200,2024-12-31,58,58,58,242,242,242,242,115,115,115,True,4888,2016-05-03,2026-06-24,2528,2534,beyond_walk_forward_limit
strong_market_effective_participation_v1,baseline_2y_1y_5fold,5,SH.601009,南京银行,银行,2025-04-01,2026-03-31,2025-03-31,20,70.0,70.0,0.004027000000000001,0.08054000000000001,True,True,True,False,False,0.0,0.7549211119459054,0.6183320811419984,0.9598046581517656,200,2024-12-31,58,58,58,242,242,242,242,20,20,20,True,4896,2016-05-03,2026-06-24,2532,2534,ranked_out_or_balanced_out_of_pit_universe
strong_market_effective_participation_v1,baseline_2y_1y_5fold,5,SH.601088,中国神华,煤炭开采,2025-04-01,2026-03-31,2025-03-31,10,36.0,36.0,0.005758,0.05758,True,True,True,True,True,58.0,0.9562734785875282,0.9293764087152517,0.9966190833959429,200,2024-12-31,58,58,58,232,232,242,232,0,0,10,True,4752,2016-05-03,2026-06-24,2460,2534,universe_member_but_panel_missing
strong_market_effective_participation_v1,baseline_2y_1y_5fold,5,SH.601169,北京银行,银行,2025-04-01,2026-03-31,2025-03-31,104,55.01923076923077,48.0,0.004584788461538463,0.47681800000000013,True,True,True,True,False,302.0,0.8338842975206611,0.7426746806912096,0.9706987227648385,200,2024-12-31,58,58,58,242,242,242,242,104,104,104,True,4884,2016-05-03,2026-06-24,2526,2534,beyond_walk_forward_limit
strong_market_effective_participation_v1,baseline_2y_1y_5fold,5,SH.601229,上海银行,银行,2025-04-01,2026-03-31,2025-03-31,148,51.648648648648646,42.0,0.0047385945945945945,0.7013119999999999,True,True,True,True,False,373.0,0.8047332832456799,0.6915852742299023,0.9744552967693464,200,2024-12-31,58,58,58,242,242,242,242,148,148,148,True,4636,2016-11-16,2026-06-24,2323,2323,beyond_walk_forward_limit
strong_market_effective_participation_v1,baseline_2y_1y_5fold,5,SH.601766,中国中车,运输设备,2025-04-01,2026-03-31,2025-03-31,105,64.22857142857143,59.0,0.004193580952380952,0.44032599999999994,True,True,True,True,False,225.0,0.8700976709241173,0.7967693463561232,0.9800901577761082,200,2024-12-31,58,58,58,242,242,242,242,105,105,105,True,4880,2016-05-03,2026-06-24,2524,2534,beyond_walk_forward_limit
strong_market_effective_participation_v1,baseline_2y_1y_5fold,5,SH.603019,中科曙光,IT设备,2025-04-01,2026-03-31,2025-03-31,10,52.8,50.0,0.0046199,0.046199,True,True,True,True,True,26.0,0.9792637114951164,0.994740796393689,0.9560480841472577,200,2024-12-31,58,58,58,232,232,242,232,0,0,10,True,4874,2016-05-03,2026-06-24,2521,2534,universe_member_but_panel_missing
strong_market_effective_participation_v1,baseline_2y_1y_5fold,5,SH.688012,DR中微公,半导体,2025-04-01,2026-03-31,2025-03-31,9,49.0,49.0,0.004705,0.042345,True,True,True,True,True,51.0,0.9598797896318556,0.9556724267468069,0.966190833959429,200,2024-12-31,58,58,58,233,233,242,233,0,0,9,True,3312,2019-07-22,2026-06-24,1661,1670,universe_member_but_panel_missing
strong_market_effective_participation_v1,baseline_2y_1y_5fold,5,SH.688041,海光信息,半导体,2025-04-01,2026-03-31,2025-03-31,10,30.0,29.0,0.006614499999999961,0.0661449999999996,True,True,True,True,True,17.0,0.9850488354620586,0.9951164537941397,0.9699474079639369,200,2024-12-31,58,58,58,232,232,242,232,0,0,10,True,1822,2022-08-12,2026-06-24,916,926,universe_member_but_panel_missing
strong_market_effective_participation_v1,baseline_2y_1y_5fold,5,SH.688981,中芯国际,半导体,2025-04-01,2026-03-31,2025-03-31,6,21.0,21.0,0.009513333333333316,0.057079999999999895,True,True,True,True,True,6.0,0.991885800150263,0.9984973703981969,0.9819684447783621,200,2024-12-31,58,58,58,236,236,242,236,0,0,6,True,2840,2020-07-16,2026-06-24,1425,1431,universe_member_but_panel_missing
strong_market_effective_participation_v1,baseline_2y_1y_5fold,5,SZ.000425,徐工机械,工程机械,2025-04-01,2026-03-31,2025-03-31,42,59.904761904761905,58.0,0.004327619047619048,0.18176000000000003,True,True,True,True,False,206.0,0.8770097670924117,0.83809166040571,0.9353869271224643,200,2024-12-31,58,58,58,242,242,242,242,42,42,42,True,4834,2016-05-03,2026-06-24,2501,2534,beyond_walk_forward_limit
strong_market_effective_participation_v1,baseline_2y_1y_5fold,5,SZ.002028,思源电气,电气设备,2025-04-01,2026-03-31,2025-03-31,36,48.638888888888886,45.0,0.005074499999999999,0.18268199999999996,True,True,True,True,False,480.0,0.7663410969196093,0.6746806912096168,0.903831705484598,200,2024-12-31,58,58,58,242,242,242,242,36,36,36,True,4900,2016-05-03,2026-06-24,2534,2534,beyond_walk_forward_limit
strong_market_effective_participation_v1,baseline_2y_1y_5fold,5,SZ.300498,温氏股份,农业综合,2025-04-01,2026-03-31,2025-03-31,143,60.10489510489511,55.0,0.004292846153846154,0.613877,True,True,True,True,False,203.0,0.8788880540946656,0.830954169797145,0.9507888805409467,200,2024-12-31,58,58,58,242,242,242,242,143,143,143,True,4900,2016-05-03,2026-06-24,2523,2534,beyond_walk_forward_limit
