factor,date,group,mean_forward_return,sample_count
low_vol20,2021-07-05,3,-0.02592664510970441,24
low_vol20,2021-07-05,4,-0.020182937894340544,24
low_vol20,2021-07-05,5,-0.011661229570536188,24
low_vol20,2021-07-06,1,0.08693631697339098,24
low_vol20,2021-07-06,2,0.07903652260469259,24
low_vol20,2021-07-06,3,-0.004256460902607608,24
low_vol20,2021-07-06,4,-0.04601068848785611,24
low_vol20,2021-07-06,5,-0.007952675441779087,24
low_vol20,2021-07-07,1,0.11253686343237507,24
low_vol20,2021-07-07,2,0.09665141293914888,24
low_vol20,2021-07-07,3,-0.030799413262661456,24
low_vol20,2021-07-07,4,-0.016910075580265777,24
low_vol20,2021-07-07,5,-0.04646724025527708,24
low_vol20,2021-07-08,1,0.15752328745955968,24
low_vol20,2021-07-08,2,0.04799188446435324,24
low_vol20,2021-07-08,3,-0.03766892578703248,24
low_vol20,2021-07-08,4,-0.01340507682717717,24
low_vol20,2021-07-08,5,-0.02970141495423136,24
low_vol20,2021-07-09,1,0.09935678820556774,24
low_vol20,2021-07-09,2,0.07153155914207861,24
low_vol20,2021-07-09,3,-0.008797121890539697,24
low_vol20,2021-07-09,4,-0.05428896931504407,24
low_vol20,2021-07-09,5,-0.03337623836268713,24
low_vol20,2021-07-12,1,0.026389281075992255,24
low_vol20,2021-07-12,2,0.0773989380912093,24
low_vol20,2021-07-12,3,-0.027168509175803338,24
low_vol20,2021-07-12,4,-0.04683849201897419,24
low_vol20,2021-07-12,5,-0.013703209212595843,24
low_vol20,2021-07-13,1,0.02716291952674947,24
low_vol20,2021-07-13,2,0.07056180669589623,24
low_vol20,2021-07-13,3,-0.012394177754901939,24
low_vol20,2021-07-13,4,-0.0416102936695885,24
low_vol20,2021-07-13,5,-0.014618459323665364,24
low_vol20,2021-07-14,1,0.057782060542495906,24
low_vol20,2021-07-14,2,0.07494670042283992,24
low_vol20,2021-07-14,3,-0.019975419338400326,24
low_vol20,2021-07-14,4,-0.03934761552817098,24
low_vol20,2021-07-14,5,0.0044133995305579155,24
low_vol20,2021-07-15,1,0.017501843676709258,24
low_vol20,2021-07-15,2,0.0635129298406799,24
low_vol20,2021-07-15,3,-0.03654356638714982,24
low_vol20,2021-07-15,4,-0.0631613366810524,24
low_vol20,2021-07-15,5,-0.007835441584912456,24
low_vol20,2021-07-16,1,0.044458782191362234,24
low_vol20,2021-07-16,2,0.03053718064780601,24
low_vol20,2021-07-16,3,-0.037762366614161276,24
low_vol20,2021-07-16,4,-0.03985235313427958,24
low_vol20,2021-07-16,5,-0.018105065717100677,24
low_vol20,2021-07-19,1,0.02602097947837226,24
low_vol20,2021-07-19,2,0.017139134726916975,24
low_vol20,2021-07-19,3,-0.05356628928941507,24
low_vol20,2021-07-19,4,-0.03535242678764964,24
low_vol20,2021-07-19,5,-0.004280638515006985,24
low_vol20,2021-07-20,1,-0.017742042178300384,24
low_vol20,2021-07-20,2,-0.0020995128910307748,24
low_vol20,2021-07-20,3,-0.0854443872841238,24
low_vol20,2021-07-20,4,-0.04670439662325321,24
low_vol20,2021-07-20,5,-0.01170716482178237,24
low_vol20,2021-07-21,1,-0.03286460293476106,24
low_vol20,2021-07-21,2,-0.05253298030185604,24
low_vol20,2021-07-21,3,-0.09342114255140292,24
low_vol20,2021-07-21,4,-0.018803136654197073,24
low_vol20,2021-07-21,5,0.009060589979316747,24
low_vol20,2021-07-22,1,-0.027401901737437503,24
low_vol20,2021-07-22,2,-0.07761370880105652,24
low_vol20,2021-07-22,3,-0.05254237844056608,24
low_vol20,2021-07-22,4,-0.049552857790614184,24
low_vol20,2021-07-22,5,-0.012909616415901265,24
low_vol20,2021-07-23,1,-0.0296062727086592,24
low_vol20,2021-07-23,2,-0.10091655194158172,24
low_vol20,2021-07-23,3,-0.05326346406020362,24
low_vol20,2021-07-23,4,-0.05367126508572281,24
low_vol20,2021-07-23,5,-0.010399610358258852,24
low_vol20,2021-07-26,1,0.0013465944667081277,24
low_vol20,2021-07-26,2,-0.011065785213503964,24
low_vol20,2021-07-26,3,-0.01883484907022659,24
low_vol20,2021-07-26,4,-0.004983574459443733,24
low_vol20,2021-07-26,5,0.003304974861260246,24
low_vol20,2021-07-27,1,0.08860429770662646,24
low_vol20,2021-07-27,2,0.02795583542858931,24
low_vol20,2021-07-27,3,0.017143944841425535,24
low_vol20,2021-07-27,4,0.055032238092754704,24
low_vol20,2021-07-27,5,0.03612418041715278,24
low_vol20,2021-07-28,1,0.07538548709510882,24
low_vol20,2021-07-28,2,0.07232304272505803,24
low_vol20,2021-07-28,3,0.04021952657254645,24
low_vol20,2021-07-28,4,0.027155997287192323,24
low_vol20,2021-07-28,5,0.04105480668061782,24
low_vol20,2021-07-29,1,-0.003499166353305281,24
low_vol20,2021-07-29,2,0.011470458207407672,24
low_vol20,2021-07-29,3,-0.012713702715658137,24
low_vol20,2021-07-29,4,-0.00968953602501329,24
low_vol20,2021-07-29,5,0.04414356804763725,24
low_vol20,2021-07-30,1,0.004935834680997254,24
low_vol20,2021-07-30,2,0.03537699585195833,24
low_vol20,2021-07-30,3,0.0012934186571945717,24
low_vol20,2021-07-30,4,-0.01006297672889935,24
low_vol20,2021-07-30,5,0.04846133548798523,24
low_vol20,2021-08-02,1,0.00868258543428054,24
low_vol20,2021-08-02,2,0.01849715377372049,24
low_vol20,2021-08-02,3,-0.022573090611226546,24
low_vol20,2021-08-02,4,-0.054027908729295936,24
low_vol20,2021-08-02,5,0.014105922050387127,24
low_vol20,2021-08-03,1,0.0779220821051445,24
low_vol20,2021-08-03,2,-0.007814751998107014,24
low_vol20,2021-08-03,3,-0.016741153214664933,24
low_vol20,2021-08-03,4,-0.07076824607475435,24
low_vol20,2021-08-03,5,0.03297889649626718,24
low_vol20,2021-08-04,1,-0.03357252134412216,24
low_vol20,2021-08-04,2,-0.012724973776699205,24
low_vol20,2021-08-04,3,-0.01658829482623733,24
low_vol20,2021-08-04,4,-0.06201295047930611,24
low_vol20,2021-08-04,5,0.0591668035611358,24
low_vol20,2021-08-05,1,-0.040537211337799216,24
low_vol20,2021-08-05,2,-0.0010553430204807979,24
low_vol20,2021-08-05,3,-0.026804436976502963,24
low_vol20,2021-08-05,4,-0.046635847961134035,24
low_vol20,2021-08-05,5,0.06509190929025038,24
low_vol20,2021-08-06,1,-0.07246124407710171,24
low_vol20,2021-08-06,2,-0.029731480003849235,24
low_vol20,2021-08-06,3,-0.04015825795779051,24
low_vol20,2021-08-06,4,-0.020257695526008035,24
low_vol20,2021-08-06,5,0.06065692373404127,24
low_vol20,2021-08-09,1,-0.04116557882917915,24
low_vol20,2021-08-09,2,0.007153572352391775,24
low_vol20,2021-08-09,3,-0.010179914506699856,24
low_vol20,2021-08-09,4,-0.03639057355345419,24
low_vol20,2021-08-09,5,0.048767962062391056,24
low_vol20,2021-08-10,1,-0.011491961296784573,24
low_vol20,2021-08-10,2,0.01233005469439484,24
low_vol20,2021-08-10,3,-0.017016358557897456,24
low_vol20,2021-08-10,4,-0.035406795050349306,24
low_vol20,2021-08-10,5,0.06327602530030103,24
low_vol20,2021-08-11,1,-0.025765265468099586,24
low_vol20,2021-08-11,2,0.006746183072416367,24
low_vol20,2021-08-11,3,-0.014485423290666063,24
low_vol20,2021-08-11,4,-0.022882221078385136,24
low_vol20,2021-08-11,5,0.06716337021946688,24
low_vol20,2021-08-12,1,-0.025297673810105073,24
low_vol20,2021-08-12,2,0.012006607944011677,24
low_vol20,2021-08-12,3,0.025550254575756784,24
low_vol20,2021-08-12,4,-0.04875839186949058,24
low_vol20,2021-08-12,5,0.08073057577195292,24
low_vol20,2021-08-13,1,0.006468762019636999,24
low_vol20,2021-08-13,2,0.04239077066407202,24
low_vol20,2021-08-13,3,0.022507868837358197,24
low_vol20,2021-08-13,4,-0.028382159534830878,24
low_vol20,2021-08-13,5,0.07867007466734209,24
low_vol20,2021-08-16,1,0.022260448691931233,24
low_vol20,2021-08-16,2,0.05042121067868175,24
low_vol20,2021-08-16,3,0.027957133344939284,24
low_vol20,2021-08-16,4,-0.03482098546684204,24
low_vol20,2021-08-16,5,0.07992802411468557,24
low_vol20,2021-08-17,1,0.04327209983864488,24
low_vol20,2021-08-17,2,0.05766056103701267,24
low_vol20,2021-08-17,3,0.053411706158959495,24
low_vol20,2021-08-17,4,-0.018389313415522277,24
low_vol20,2021-08-17,5,0.06060629475477577,24
low_vol20,2021-08-18,1,0.011381473385956367,24
low_vol20,2021-08-18,2,0.06621932632815407,24
low_vol20,2021-08-18,3,0.01664666966737229,24
low_vol20,2021-08-18,4,-0.02302194664482202,24
low_vol20,2021-08-18,5,0.019341626487666613,24
low_vol20,2021-08-19,1,-0.009869003115173585,24
low_vol20,2021-08-19,2,-0.018289440283525357,24
low_vol20,2021-08-19,3,0.04290736510478214,24
low_vol20,2021-08-19,4,-0.028823458723367317,24
low_vol20,2021-08-19,5,0.02363852688491348,24
low_vol20,2021-08-20,1,0.039095392722276225,24
low_vol20,2021-08-20,2,0.001819467755351208,24
low_vol20,2021-08-20,3,0.08162469934156398,24
low_vol20,2021-08-20,4,-0.028150801613759935,24
low_vol20,2021-08-20,5,0.041002857760245016,24
low_vol20,2021-08-23,1,-0.015175424501158385,24
low_vol20,2021-08-23,2,-0.047596654961562714,24
low_vol20,2021-08-23,3,0.06641743243508468,24
low_vol20,2021-08-23,4,-0.013471743659935012,24
low_vol20,2021-08-23,5,0.0227536322956093,24
low_vol20,2021-08-24,1,-0.020360498820402143,24
low_vol20,2021-08-24,2,-0.045791805311927426,24
low_vol20,2021-08-24,3,0.034414869639281996,24
low_vol20,2021-08-24,4,-0.014012362422884927,24
low_vol20,2021-08-24,5,0.011976786361063793,24
low_vol20,2021-08-25,1,-0.032252214874204925,24
low_vol20,2021-08-25,2,-0.03747949245472209,24
low_vol20,2021-08-25,3,-0.01295321636928462,24
low_vol20,2021-08-25,4,-0.00920278723000339,24
low_vol20,2021-08-25,5,0.0008382546631871962,24
low_vol20,2021-08-26,1,-0.008036519207128251,24
low_vol20,2021-08-26,2,-0.039693266028455694,24
low_vol20,2021-08-26,3,-0.009007566798638894,24
low_vol20,2021-08-26,4,0.003920410093374192,24
low_vol20,2021-08-26,5,0.03320093468292922,24
low_vol20,2021-08-27,1,-0.08010447239690706,24
low_vol20,2021-08-27,2,-0.02274247478343938,24
low_vol20,2021-08-27,3,-0.02029322273470492,24
low_vol20,2021-08-27,4,0.02040693750800905,24
low_vol20,2021-08-27,5,0.046749031915175855,24
low_vol20,2021-08-30,1,-0.10994963484229987,24
low_vol20,2021-08-30,2,-0.03799989533460815,24
low_vol20,2021-08-30,3,-0.018672225249014972,24
low_vol20,2021-08-30,4,0.005810537840468338,24
low_vol20,2021-08-30,5,0.036158472227442194,24
low_vol20,2021-08-31,1,-0.06950799068263779,24
low_vol20,2021-08-31,2,-0.02508889693016744,24
low_vol20,2021-08-31,3,0.021518510271606922,24
low_vol20,2021-08-31,4,-0.008116840148278437,24
low_vol20,2021-08-31,5,0.022127874343942876,24
low_vol20,2021-09-01,1,-0.08262788500438406,24
low_vol20,2021-09-01,2,-0.01073344422187783,24
low_vol20,2021-09-01,3,0.04284823359504297,24
low_vol20,2021-09-01,4,0.006610663949199504,24
low_vol20,2021-09-01,5,0.01081312517027174,24
low_vol20,2021-09-02,1,-0.05601638190717136,24
low_vol20,2021-09-02,2,-0.009324903078445782,24
low_vol20,2021-09-02,3,0.03715516401168776,24
low_vol20,2021-09-02,4,0.010053929856008026,24
low_vol20,2021-09-02,5,0.009571868658880997,24
low_vol20,2021-09-03,1,-0.03806129848922539,24
low_vol20,2021-09-03,2,-0.011206666601985498,24
low_vol20,2021-09-03,3,0.02863062298365225,24
low_vol20,2021-09-03,4,-0.014599917368465604,24
low_vol20,2021-09-03,5,0.014130112306787346,24
low_vol20,2021-09-06,1,-0.030821113524269292,24
low_vol20,2021-09-06,2,-0.02443707857284734,24
low_vol20,2021-09-06,3,0.004356422095517847,24
low_vol20,2021-09-06,4,-0.018421183891898386,24
low_vol20,2021-09-06,5,-0.011501337760974978,24
low_vol20,2021-09-07,1,-0.0692949796044977,24
low_vol20,2021-09-07,2,-0.05118943968482479,24
low_vol20,2021-09-07,3,0.0028428382737440785,24
low_vol20,2021-09-07,4,-0.016704749798018795,24
low_vol20,2021-09-07,5,-0.028078912050642658,24
low_vol20,2021-09-08,1,-0.0633923299298973,24
low_vol20,2021-09-08,2,-0.024424064452057897,24
low_vol20,2021-09-08,3,0.01785702318467572,24
low_vol20,2021-09-08,4,-0.009300570484095383,24
low_vol20,2021-09-08,5,-0.030898360914697564,24
low_vol20,2021-09-09,1,-0.06224001795128218,24
low_vol20,2021-09-09,2,-0.03244598150754133,24
low_vol20,2021-09-09,3,-0.03214645620323336,24
low_vol20,2021-09-09,4,0.0034115094449979435,24
low_vol20,2021-09-09,5,-0.034503440163663,24
low_vol20,2021-09-10,1,-0.06830660358073058,24
low_vol20,2021-09-10,2,-0.023337791667868955,24
low_vol20,2021-09-10,3,-0.0234850481654206,24
low_vol20,2021-09-10,4,-0.007181909946659672,24
low_vol20,2021-09-10,5,-0.03384116188452816,24
low_vol20,2021-09-13,1,-0.059954538321960314,24
low_vol20,2021-09-13,2,-0.03180943104576866,24
low_vol20,2021-09-13,3,-0.015246327397367707,24
low_vol20,2021-09-13,4,-0.007664668719621727,24
low_vol20,2021-09-13,5,-0.036856106070619746,24
low_vol20,2021-09-14,1,-0.06313324991751368,24
low_vol20,2021-09-14,2,-0.05002655919611363,24
low_vol20,2021-09-14,3,0.0043537636364652755,24
low_vol20,2021-09-14,4,0.02135791077489214,24
low_vol20,2021-09-14,5,-0.013383482071155348,24
low_vol20,2021-09-15,1,-0.057475895598866476,24
low_vol20,2021-09-15,2,-0.056552913372827356,24
low_vol20,2021-09-15,3,0.045247300411199225,24
low_vol20,2021-09-15,4,0.049584661835649246,24
low_vol20,2021-09-15,5,0.0008880489581884846,24
low_vol20,2021-09-16,1,-0.006677209175889862,24
low_vol20,2021-09-16,2,-0.01810648842844144,24
low_vol20,2021-09-16,3,0.07082685613633964,24
low_vol20,2021-09-16,4,0.04357769842059681,24
low_vol20,2021-09-16,5,0.011854820939698358,24
low_vol20,2021-09-17,1,-0.04567657959077324,24
low_vol20,2021-09-17,2,-0.013600686715123387,24
low_vol20,2021-09-17,3,0.053269645929871545,24
low_vol20,2021-09-17,4,0.04163178636981825,24
low_vol20,2021-09-17,5,0.011695091908454297,24
low_vol20,2021-09-22,1,-0.06476631076332888,24
low_vol20,2021-09-22,2,0.005086898084954425,24
low_vol20,2021-09-22,3,0.04214545858274735,24
low_vol20,2021-09-22,4,0.03310484079297798,24
low_vol20,2021-09-22,5,-0.0025347503681547264,24
low_vol20,2021-09-23,1,-0.07721317443057057,24
low_vol20,2021-09-23,2,-0.05505288950247215,24
low_vol20,2021-09-23,3,0.06364263484241622,24
low_vol20,2021-09-23,4,-0.00532017449974496,24
low_vol20,2021-09-23,5,-0.0022112750681906462,24
low_vol20,2021-09-24,1,-0.0701645081679043,24
low_vol20,2021-09-24,2,0.028221259014692787,24
low_vol20,2021-09-24,3,0.015454064450110183,24
low_vol20,2021-09-24,4,0.026720558733878755,24
low_vol20,2021-09-24,5,0.000744278985776429,24
low_vol20,2021-09-27,1,-0.07080830992208026,24
low_vol20,2021-09-27,2,0.014476779088625338,24
low_vol20,2021-09-27,3,0.016732911076394488,24
low_vol20,2021-09-27,4,-0.00017461032636532925,24
low_vol20,2021-09-27,5,0.011500527564491164,24
low_vol20,2021-09-28,1,-0.07485717220199252,24
low_vol20,2021-09-28,2,0.001222549248422013,24
low_vol20,2021-09-28,3,0.014279781419214044,24
low_vol20,2021-09-28,4,-0.0056862944218602635,24
low_vol20,2021-09-28,5,0.006687460036480057,24
low_vol20,2021-09-29,1,-0.0456955782097113,24
low_vol20,2021-09-29,2,0.004553502938197849,24
low_vol20,2021-09-29,3,0.000562011423081025,24
low_vol20,2021-09-29,4,0.031556392965868575,24
low_vol20,2021-09-29,5,0.0094173334013858,24
low_vol20,2021-09-30,1,-0.0630063459183173,24
low_vol20,2021-09-30,2,0.006664466055073676,24
low_vol20,2021-09-30,3,-0.007233952878902504,24
low_vol20,2021-09-30,4,0.029075430987683563,24
low_vol20,2021-09-30,5,0.02665357267754366,24
low_vol20,2021-10-08,1,-0.06535171052085127,24
low_vol20,2021-10-08,2,-0.014315374356874563,24
low_vol20,2021-10-08,3,0.0026485855408184913,24
low_vol20,2021-10-08,4,-0.005645297190167796,24
low_vol20,2021-10-08,5,-0.01734254843521922,24
low_vol20,2021-10-11,1,-0.03290220122006318,24
low_vol20,2021-10-11,2,-0.015397563411671636,24
low_vol20,2021-10-11,3,-0.01927992133147537,24
low_vol20,2021-10-11,4,0.0018672758728230006,24
low_vol20,2021-10-11,5,-0.017658499154977175,24
low_vol20,2021-10-12,1,-0.0026153159653917457,24
low_vol20,2021-10-12,2,0.0014279282955489924,24
low_vol20,2021-10-12,3,0.0013511204142217699,24
low_vol20,2021-10-12,4,-0.006873419291273039,24
low_vol20,2021-10-12,5,-0.0070109384250094525,24
low_vol20,2021-10-13,1,-0.019483206462156264,24
low_vol20,2021-10-13,2,-0.03661112076346706,24
low_vol20,2021-10-13,3,-0.019588220080095656,24
low_vol20,2021-10-13,4,-0.016627642202688305,24
low_vol20,2021-10-13,5,-0.02869747282081411,24
low_vol20,2021-10-14,1,-0.029823774511721173,24
low_vol20,2021-10-14,2,0.007790337181339942,24
low_vol20,2021-10-14,3,-0.03052510812848028,24
low_vol20,2021-10-14,4,0.02945208368594411,24
low_vol20,2021-10-14,5,-0.014327771905863937,24
low_vol20,2021-10-15,1,-0.0457709032597494,24
low_vol20,2021-10-15,2,-0.03101288202268797,24
low_vol20,2021-10-15,3,0.007315392018653731,24
low_vol20,2021-10-15,4,-0.00847272896115773,24
low_vol20,2021-10-15,5,-0.013377686704344282,24
low_vol20,2021-10-18,1,-0.07662234686980446,24
low_vol20,2021-10-18,2,-0.022348711018787937,24
low_vol20,2021-10-18,3,0.020753208658263345,24
low_vol20,2021-10-18,4,0.007166168975555239,24
low_vol20,2021-10-18,5,-0.006054832398694958,24
low_vol20,2021-10-19,1,-0.08839292091100788,24
low_vol20,2021-10-19,2,-0.010957210423268152,24
low_vol20,2021-10-19,3,-0.004198496593719426,24
low_vol20,2021-10-19,4,0.0010290869147795468,24
low_vol20,2021-10-19,5,-0.02590485010187465,24
low_vol20,2021-10-20,1,-0.07433301371728197,24
low_vol20,2021-10-20,2,-0.00785012637858012,24
low_vol20,2021-10-20,3,0.0026555509883351425,24
low_vol20,2021-10-20,4,0.004983127181495618,24
low_vol20,2021-10-20,5,-0.025986554976275347,24
low_vol20,2021-10-21,1,-0.0832625642001988,24
low_vol20,2021-10-21,2,-0.00840777762302862,24
low_vol20,2021-10-21,3,0.010270459216402161,24
low_vol20,2021-10-21,4,-0.016934516095788107,24
low_vol20,2021-10-21,5,-0.04109748067574467,24
low_vol20,2021-10-22,1,-0.059171483782794576,24
low_vol20,2021-10-22,2,0.004128380523241627,24
low_vol20,2021-10-22,3,-0.010144841783441036,24
low_vol20,2021-10-22,4,-0.01670100132163671,24
low_vol20,2021-10-22,5,-0.03435569610707525,24
low_vol20,2021-10-25,1,-0.04873548340415019,24
low_vol20,2021-10-25,2,-0.0035572274647193932,24
low_vol20,2021-10-25,3,-0.004526621395753998,24
low_vol20,2021-10-25,4,-0.006252852200061336,24
low_vol20,2021-10-25,5,-0.037344510181241616,24
low_vol20,2021-10-26,1,-0.04189253428306603,24
low_vol20,2021-10-26,2,-0.00046738963687970037,24
low_vol20,2021-10-26,3,0.00021386362589217536,24
low_vol20,2021-10-26,4,-0.01805266522718554,24
low_vol20,2021-10-26,5,-0.03323929289847191,24
low_vol20,2021-10-27,1,-0.008716409625236723,24
low_vol20,2021-10-27,2,0.010655100476528123,24
low_vol20,2021-10-27,3,0.010184241020115684,24
low_vol20,2021-10-27,4,-0.017964088131615846,24
low_vol20,2021-10-27,5,-0.014609225175056945,24
low_vol20,2021-10-28,1,0.004699383724342342,24
low_vol20,2021-10-28,2,0.023823724352502906,24
low_vol20,2021-10-28,3,0.00597665529789491,24
low_vol20,2021-10-28,4,0.0029053638493682136,24
low_vol20,2021-10-28,5,-0.011918263913519458,24
low_vol20,2021-10-29,1,-0.00456694992866009,24
low_vol20,2021-10-29,2,-0.005087162739920732,24
low_vol20,2021-10-29,3,-0.0035741194636155723,24
low_vol20,2021-10-29,4,-0.015158989182612709,24
low_vol20,2021-10-29,5,-0.03109961553193585,24
low_vol20,2021-11-01,1,0.023673253919975486,24
low_vol20,2021-11-01,2,-0.000887271670997683,24
low_vol20,2021-11-01,3,-0.0008338828742278601,24
low_vol20,2021-11-01,4,-0.009096499333744198,24
low_vol20,2021-11-01,5,-0.04001807744954093,24
low_vol20,2021-11-02,1,0.02558358123484603,24
low_vol20,2021-11-02,2,-0.017037531955049343,24
low_vol20,2021-11-02,3,0.015365546124036608,24
low_vol20,2021-11-02,4,0.009234006911963874,24
low_vol20,2021-11-02,5,-0.018733734466131902,24
low_vol20,2021-11-03,1,0.03262196270049006,24
low_vol20,2021-11-03,2,0.002980916263457802,24
low_vol20,2021-11-03,3,0.009996855759705109,24
low_vol20,2021-11-03,4,0.004433110024350369,24
low_vol20,2021-11-03,5,-0.012309928881336404,24
low_vol20,2021-11-04,1,0.0008550243407387942,24
low_vol20,2021-11-04,2,0.002181770240808595,24
low_vol20,2021-11-04,3,0.0006163227978694813,24
low_vol20,2021-11-04,4,0.009181712006884507,24
