strategy_id,walk_forward_preset,fold,valid_start,valid_end,market_context_label,benchmark_symbol,symbol,name,industry,missed_days,avg_benchmark_weight,max_benchmark_weight,avg_benchmark_rank,first_missing_date,last_missing_date,top_n_parameter
strong_market_effective_participation_v1,baseline_2y_1y_5fold,5,2025-04-01,2026-03-31,mixed_or_unresolved_context,SH.000300,SH.603259,XD药明康,化学制药,115,0.01006071304347826,0.011623000000000001,17.443478260869565,2025-07-02,2026-03-31,20
strong_market_effective_participation_v1,baseline_2y_1y_5fold,5,2025-04-01,2026-03-31,mixed_or_unresolved_context,SH.000300,SZ.000651,格力电器,家用电器,104,0.009866298076923076,0.01031,16.048076923076923,2025-04-01,2025-08-29,20
strong_market_effective_participation_v1,baseline_2y_1y_5fold,5,2025-04-01,2026-03-31,mixed_or_unresolved_context,SH.000300,SH.601211,国泰海通,证券,126,0.009783,0.01061,16.817460317460316,2025-04-01,2025-09-30,20
strong_market_effective_participation_v1,baseline_2y_1y_5fold,5,2025-04-01,2026-03-31,mixed_or_unresolved_context,SH.000300,SH.601288,农业银行,银行,125,0.00946072,0.01065,19.12,2025-05-06,2025-12-31,20
strong_market_effective_participation_v1,baseline_2y_1y_5fold,5,2025-04-01,2026-03-31,mixed_or_unresolved_context,SH.000300,SH.688041,海光信息,半导体,36,0.009340444444444445,0.00957,17.333333333333332,2026-02-02,2026-03-31,20
strong_market_effective_participation_v1,baseline_2y_1y_5fold,5,2025-04-01,2026-03-31,mixed_or_unresolved_context,SH.000300,SH.688981,中芯国际,半导体,108,0.009320370370370371,0.01129,18.75925925925926,2025-04-01,2026-03-31,20
strong_market_effective_participation_v1,baseline_2y_1y_5fold,5,2025-04-01,2026-03-31,mixed_or_unresolved_context,SH.000300,SH.600887,伊利股份,乳制品,61,0.009250983606557376,0.009618,16.737704918032787,2025-04-01,2025-07-01,20
strong_market_effective_participation_v1,baseline_2y_1y_5fold,5,2025-04-01,2026-03-31,mixed_or_unresolved_context,SH.000300,SH.601328,交通银行,银行,104,0.009236019230769232,0.010342,17.951923076923077,2025-04-01,2025-08-29,20
strong_market_effective_participation_v1,baseline_2y_1y_5fold,5,2025-04-01,2026-03-31,mixed_or_unresolved_context,SH.000300,SH.601816,京沪高铁,铁路,20,0.0085619,0.008562,20.0,2025-06-03,2025-06-30,20
strong_market_effective_participation_v1,baseline_2y_1y_5fold,5,2025-04-01,2026-03-31,mixed_or_unresolved_context,SH.000300,SH.600919,江苏银行,银行,22,0.008531,0.008531,19.0,2025-07-02,2025-07-31,20
