date,trade_cash_flow,exposure,daily_pnl,buy_amount,sell_amount,buy_cost,sell_cost,trade_cost,net_daily_pnl,account_total_assets,stock_assets,cash_assets,profit,profit_rate,unfilled_orders,stale_valuation_positions,fold,selected_params
2023-08-29,1643.1195,0.3911982776679036,3208.0,0.0,1646.0,0.0,2.8805,2.8805,3205.11950000003,1146012.2030000002,448318.0,697694.2030000002,146012.2030000002,0.14601220300000017,4,0,2,"mom20@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2023-08-30,-6032.53125,0.39167339808916063,-9014.0,6025.0,0.0,7.53125,0.0,7.53125,-9021.53125,1136990.6717500002,445329.0,691661.6717500002,136990.6717500002,0.13699067175000024,3,0,2,"mom20@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2023-08-31,-7460.313749999999,0.3937246432060213,-8449.0,7451.0,0.0,9.31375,0.0,9.31375,-8458.313749999972,1128532.3580000002,444331.0,684201.3580000002,128532.35800000024,0.12853235800000018,2,0,2,"mom20@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2023-09-01,0.0,0.394352008913846,1169.0,0.0,0.0,0.0,0.0,0.0,1169.0,1129701.3580000002,445500.0,684201.3580000002,129701.35800000024,0.12970135800000016,5,0,2,"mom20@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2023-09-04,0.0,0.39698781540063577,4938.0,0.0,0.0,0.0,0.0,0.0,4938.0,1134639.3580000002,450438.0,684201.3580000002,134639.35800000024,0.13463935800000026,5,0,2,"mom20@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2023-09-05,-113290.90499999996,0.49426173731972634,-4627.0,447719.0,335575.0,559.6487500000001,587.2562499999999,1146.905,-5773.905000000028,1128865.4530000002,557955.0,570910.4530000003,128865.45300000021,0.12886545300000019,0,0,2,"mom20@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2023-09-06,-7442.29125,0.4984895263099367,-5314.0,7433.0,0.0,9.29125,0.0,9.29125,-5323.2912499997765,1123542.1617500004,560074.0,563468.1617500003,123542.16175000044,0.12354216175000055,4,0,2,"mom20@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2023-09-07,-3442.2922500000004,0.49985850690702266,-3782.0,10424.0,7007.0,13.030000000000001,12.26225,25.292250000000003,-3807.292250000173,1119734.8695000003,559709.0,560025.8695000003,119734.86950000026,0.11973486950000023,3,0,2,"mom20@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2023-09-08,-5742.168750000001,0.5004620160394471,-10135.0,5735.0,0.0,7.168750000000001,0.0,7.168750000000001,-10142.168749999953,1109592.7007500003,555309.0,554283.7007500003,109592.70075000031,0.10959270075000038,3,0,2,"mom20@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2023-09-11,-3464.4727500000013,0.5030080910093017,-1273.0,6504.000000000001,3053.0,8.13,5.3427500000000006,13.472750000000001,-1286.4727499999572,1108306.2280000004,557487.0,550819.2280000004,108306.22800000035,0.10830622800000045,2,0,2,"mom20@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
