strategy_id,admission_action,window_pass_count,window_count,turnover_fail_count,missing_window_count,industry_concentration_window_count,industry_diagnostic_missing_window_count,factor_diagnostic_missing_window_count,price_adjustment_fail_window_count,overfit_risk_level,overfit_score,parameter_unique_total,parameter_unstable_window_count,supports_paper_trade,main_reasons
sleeve_composite_v1,reject,0,2,2,0,2,0,0,0,critical,85,2,0,True,overfit risk is critical; annual turnover exceeds threshold in one or more windows; industry concentration exceeds audit threshold in one or more windows; positive fold ratio below 75% in one or more windows
