strategy_id,walk_forward_preset,status,failure_reason,fold_count,walk_forward_start_date,walk_forward_end_date,walk_forward_expected_folds,walk_forward_actual_folds,walk_forward_fold_generation_warning,positive_fold_ratio,annualized_return_mean,sharpe_mean,max_drawdown_worst,turnover_annual_mean,turnover_annual_max,trades_total,parameter_unique_count,account_execution_status,industry_diagnostic_status,financial_diagnostic_status,top_industry_avg_share_mean,top_industry_p95_share_max,top_industry_max_share_max,top3_industries_avg_share_mean,industry_violation_days_total,account_annualized_return_mean,account_sharpe_mean,account_max_drawdown_worst,account_executed_order_count_total,account_unfilled_order_count_total,account_partial_fill_order_count_total,account_unfilled_or_partial_order_ratio_mean,account_partial_fill_order_ratio_mean,financial_pit_announce_coverage_mean,selected_financial_pit_announce_coverage_mean,financial_field_coverage_mean,selected_financial_field_coverage_mean,financial_missing_blocked_ratio_mean,selected_quality_score_lift_mean,selected_cash_flow_quality_component_mean,is_return_pass,is_sharpe_pass,is_drawdown_pass,is_positive_fold_pass,is_turnover_pass,is_window_pass,price_adjustment_for_backtest,price_adjustment_status
sleeve_composite_v1,baseline_2y_1y_5fold,ok,,5,2019-04-01,2026-03-31,5,5,,0.0,-0.42741787102648204,-3.3132748590367953,-0.5313770142745058,33.233285196997,44.962655601659755,325,1,not_enabled,enabled:audited,available,0.20326632031366096,0.4,0.6000000000000001,0.42632507887246673,431,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.12425697061293328,0.5957118381651704,False,False,False,False,False,False,qfq_asof,qfq_asof
sleeve_composite_v1,quality_3y_1y_4fold,ok,,4,2019-04-01,2026-03-31,4,4,,0.0,-0.3996510747710086,-3.1695289834922042,-0.4938457847721678,35.06012501476477,44.962655601659755,272,1,not_enabled,enabled:audited,available,0.20764694997885305,0.4,0.6000000000000001,0.43378444776413705,372,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.12509593217764264,0.5910663981471553,False,False,False,False,False,False,qfq_asof,qfq_asof
