strategy_id,walk_forward_preset,fold,valid_start,valid_end,daily_count,asof_available_day_count,asof_coverage_ratio,avg_core_weight_sum,avg_reachable_core_weight_sum,min_reachable_core_weight_sum,avg_reachable_core_weight_ratio,min_reachable_core_weight_ratio,avg_top_n_weight_sum,avg_reachable_top_n_weight_sum,min_reachable_top_n_weight_sum,avg_reachable_top_n_weight_ratio,min_reachable_top_n_weight_ratio,avg_reachable_core_member_count,min_reachable_core_member_count,main_status
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-04-01,2022-03-31,243,243,1.0,0.600504012345679,0.5946344979423868,0.572539,0.9901949562183542,0.9575559818503236,0.3435388641975308,0.342817695473251,0.3195400000000001,0.9978469698030934,0.9639760195396342,62.43621399176955,59.0,pass
strong_market_effective_participation_v1,baseline_2y_1y_5fold,2,2022-04-01,2023-03-31,243,243,1.0,0.5986729135802468,0.5939019835390947,0.5796920000000001,0.9920308315547789,0.9665850746666844,0.3270957283950617,0.3270330041152263,0.30758,0.9998077281162032,0.9532779322373686,67.81893004115226,63.0,pass
strong_market_effective_participation_v1,baseline_2y_1y_5fold,3,2023-04-03,2024-03-29,241,241,1.0,0.5976936058091288,0.5926752946058091,0.5909500000000001,0.9916043574723427,0.9907909688421384,0.31508621576763485,0.31508621576763485,0.30732,1.0,1.0,71.39834024896265,69.0,pass
strong_market_effective_participation_v1,baseline_2y_1y_5fold,4,2024-04-01,2025-03-31,241,241,1.0,0.5986870580912863,0.5939015145228214,0.5897669999999999,0.9920064826629288,0.984160010403277,0.32540123651452285,0.32540123651452285,0.31817,1.0,1.0,69.26970954356847,66.0,pass
strong_market_effective_participation_v1,baseline_2y_1y_5fold,5,2025-04-01,2026-03-31,242,242,1.0,0.5983902190082645,0.5972772066115702,0.58688,0.9981412264607238,0.9804208548269467,0.33083729752066127,0.33083729752066127,0.31415,1.0,1.0,67.7603305785124,65.0,pass
