db_path,index_code,vendor_index_code,start_date,end_date,status,source,fetched_rows,inserted_weight_rows,inserted_constituent_rows,distinct_trade_dates,min_trade_date,max_trade_date,warnings
/home/zj/workspace/stok-mapping/data/manual_history/a_share_history.sqlite,SH.000300,000300.SH,2024-01-01,2024-01-31,ok,tushare.index_weight,600,600,600,2,2024-01-02,2024-01-31,
