date,trade_cash_flow,exposure,daily_pnl,buy_amount,sell_amount,buy_cost,sell_cost,trade_cost,net_daily_pnl,account_total_assets,stock_assets,cash_assets,profit,profit_rate,fold,selected_params
2023-07-18,0.0,0.1900642935148336,-4371.0,0.0,0.0,0.0,0.0,0.0,-4371.0,1170682.8036200001,222505.0,948177.8036200001,170682.80362000014,0.1706828036200001,2,"mom20@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2023-07-19,-6757.26269,0.19272758246013785,-4490.0,6739.0,0.0,18.26269,0.0,18.26269,-4508.262690000003,1166174.5409300001,224754.0,941420.5409300001,166174.54093000013,0.16617454093000017,2,"mom20@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2023-07-20,-13385.175790000001,0.19176689798988772,-17911.0,13349.0,0.0,36.17579,0.0,36.17579,-17947.175789999776,1148227.3651400004,220192.0,928035.3651400002,148227.36514000036,0.14822736514000034,2,"mom20@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2023-07-21,0.0,0.18989372179331054,-2655.0,0.0,0.0,0.0,0.0,0.0,-2655.0,1145572.3651400004,217537.0,928035.3651400002,145572.36514000036,0.14557236514000027,2,"mom20@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2023-07-24,0.0,0.19219956253362228,3270.0,0.0,0.0,0.0,0.0,0.0,3270.0,1148842.3651400004,220807.0,928035.3651400002,148842.36514000036,0.14884236514000038,2,"mom20@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2023-07-25,0.0,0.19538066130508597,4542.0,0.0,0.0,0.0,0.0,0.0,4542.0,1153384.3651400004,225349.0,928035.3651400002,153384.36514000036,0.15338436514000042,2,"mom20@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2023-07-26,-1393.7669,0.19162919301701162,-7073.0,1390.0,0.0,3.7668999999999997,0.0,3.7668999999999997,-7076.766900000162,1146307.5982400002,219666.0,926641.5982400002,146307.5982400002,0.14630759824000017,2,"mom20@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2023-07-27,0.0,0.18985031030516994,-2517.0,0.0,0.0,0.0,0.0,0.0,-2517.0,1143790.5982400002,217149.0,926641.5982400002,143790.5982400002,0.1437905982400003,2,"mom20@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2023-07-28,2956.47914,0.18887420751018386,2278.0,0.0,2966.0,0.0,9.520859999999999,9.520859999999999,2268.479139999952,1146059.0773800001,216461.0,929598.0773800001,146059.07738000015,0.14605907738000012,2,"mom20@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2023-07-31,0.0,0.18812613193397737,-1056.0,0.0,0.0,0.0,0.0,0.0,-1056.0,1145003.0773800001,215405.0,929598.0773800001,145003.07738000015,0.14500307738000018,2,"mom20@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
