strategy_id,overfit_risk_level,overfit_score,recommended_action,is_selected_candidate,fold_count,positive_fold_ratio,worst_fold_annualized_return,annualized_return_mean,sharpe_mean,max_drawdown_worst,turnover_annual_mean,parameter_unique_count,last_fold_lift_risk,last_fold_lift_preset,last_fold_annualized_return,prior_fold_annualized_return_mean,last_fold_lift,is_oos_pass,is_fold_stable,is_parameter_stable,is_cost_robust,is_market_regime_stable,main_risk_reasons
sleeve_composite_v1,critical,85,reject,True,9,0.0,-0.5384850560483759,-0.41507707269071603,-3.2493878032391996,-0.5313770142745058,34.04521400489379,1,False,baseline_2y_1y_5fold,-0.2033424330453149,-0.4834367305217738,0.2800942974764589,False,False,True,not_available,not_available,positive OOS fold ratio below 50%; worst fold annualized return below -20%; mean Sharpe below 0.5; mean annualized return is non-positive; high annual turnover increases cost sensitivity
