symbol,name,industry,latest_price,pct_change,amount,volume,turnover_rate,total_mv,circ_mv,pe_ttm,pb,roe,revenue_growth,profit_growth,cash_flow_quality,debt_to_asset,financial_report_date,financial_announce_date,source,as_of_date,expected_trade_date,staleness_days,latest_coverage,trading_days,liquidity_rank,size_rank,universe_score,universe_rank
SZ.002202,金风科技,电气设备,31.43,,5881861815.8996725,4421947.287213114,2.3518,99808125728.99998,,32.0586,2.5099,2.23,63.4791029197,59.65,-1.7048513698360452,71.1003969949,2026-03-31,2026-04-25,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9891607308764323,0.935583772065655,0.9677299473521214,71
SH.688072,拓荆科技,半导体,750.0,,3388079212.672131,256286.35081967214,3.2266,176123400336.0,,107.1142,24.6177,8.25,56.9673418563,488.29176657,-0.9110497042941819,60.9918126523,2026-03-31,2026-04-28,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.965624032208114,0.9702694332610715,0.9674821926292969,72
SZ.300033,同花顺,软件服务,255.06,,3559704063.557377,478413.03409836063,3.0709,166483968000.0,,49.8361,39.1925,2.67,40.8063039587,112.58,3.2774426999363033,60.8030779803,2026-03-31,2026-04-23,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.967482192629297,0.9668628058222359,0.9672344379064726,73
SH.600309,万华化学,化工原料,91.75,,2948816651.9180326,778638.6486885246,1.1189,225926137248.00003,,17.1639,2.1019,3.38,25.5046732178,20.62,1.8443937564253894,64.3164936373,2026-03-31,2026-04-21,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9603592443480954,0.9770826881387427,0.9670486218643544,74
SZ.000792,盐湖股份,农药化肥,40.4,,3708650051.1290164,2162544.026885246,1.6177,155307654078.0,,14.9944,3.4748,6.54,94.8919768094,154.78,1.0192880434379346,15.8485540927,2026-03-31,2026-04-30,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.96934035305048,0.9631464849798699,0.9668628058222359,75
SZ.300475,香农芯创,元器件,204.56,,6541705624.321311,978894.8844262295,8.2423,86846445223.99998,,46.8104,17.6024,31.53,200.596381199,7835.06,1.9910376579915283,75.4006408196,2026-03-31,2026-04-24,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9916382781046764,0.9275317435738619,0.9659956642923506,76
SH.601991,大唐发电,火力发电,9.18,,3174275065.0163937,23056539.653278686,6.1532,163044119540.0,,20.2758,4.4275,7.35,0.2162944035,29.26,2.9613886163430503,68.979119428,2026-03-31,2026-04-29,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9646949519975224,0.9665531124187055,0.9654382161659956,77
SH.601868,中国能建,建筑工程,3.8,,3920303969.7704916,23131820.904426232,1.5443,123872513080.0,,21.7966,0.9842,1.246,1.6413615409,-9.75,-16.309196187815143,77.1803737439,2026-03-31,2026-04-30,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9721275936822545,0.9513781356457107,0.963827810467637,78
SH.600105,永鼎股份,通信设备,54.29,,6169008675.213115,4578972.143770492,10.1008,79371697801.0,,772.9096,23.9201,4.89,41.9165829318,-45.19,1.629341159865384,62.5585964026,2026-03-31,2026-04-21,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9907091978940848,0.9207184886961908,0.9627129142149272,79
SZ.300757,罗博特科,专用机械,687.65,,3966754522.0475407,206586.63836065572,3.9688,114918825226.0,,-1559.268,70.691,-2.35,69.3255953076,-48.33,0.205929951006318,55.4207242635,2026-03-31,2026-04-29,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9733663672963766,0.9464230411892227,0.962589036853515,80
SZ.000977,浪潮信息,IT设备,77.34,,4706120960.019836,2660840.9281967212,3.558,93042680861.00002,,36.4148,4.1828,2.75,-24.3031219922,30.74,-12.84833348406937,73.2107000476,2026-03-31,2026-04-30,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9823474759987613,0.9321771446268194,0.9622793434499846,81
SH.600118,中国卫星,航空,116.11,,4615450141.672132,1264050.737704918,3.0768,94930227758.00002,,5592.0368,15.0089,-0.67,37.8932190157,-77.067997419,3.485583548257352,39.5227675347,2026-03-31,2026-04-22,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9807990089811087,0.933725611644472,0.961969650046454,82
SZ.002466,天齐锂业,小金属,81.71,,4297677560.451147,1445043.238360656,2.9201,101867961367.0,,45.5912,2.1977,4.31,98.4382922726,1699.12,0.13811825965824834,28.3944610399,2026-03-31,2026-04-28,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9780117683493341,0.937441932486838,0.9617838340043356,83
SZ.002837,英维克,专用机械,121.08,,4833614037.200984,1546266.3086885246,4.2047,88210485680.0,,182.7962,26.512,0.25,26.0290835683,-81.97,-44.62713308612177,55.1084709258,2026-03-31,2026-04-21,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9835862496128832,0.9287705171879839,0.9616599566429235,84
SH.600406,国电南瑞,电气设备,31.52,,2756592540.442623,2291733.595573771,1.0238,191155796512.99997,,22.9753,3.5734,1.36,7.5224656273,6.04,-2.099404198010195,40.1949851814,2026-03-31,2026-04-30,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9535459894704242,0.9733663672963766,0.9614741406008052,85
SH.600875,东方电气,电气设备,44.22,,3699469070.655738,1911075.9362295081,2.769,116996329829.0,,27.445,2.4955,3.44,5.57,37.41,-1.7017751510971733,69.4678562686,2026-03-31,2026-04-30,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9690306596469496,0.9482812016104057,0.960730876432332,86
SZ.000333,美的集团,家用电器,82.83,,2250894400.462623,983687.8586885247,0.3551,627466403878.0,,14.1968,2.6929,5.56,2.4546350219,2.03,1.1463253624032275,60.0181626889,2026-03-31,2026-04-30,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9383710126974295,0.9931867451223289,0.9602973056673892,87
SH.601288,农业银行,银行,7.06,,2178674170.0983605,8591478.514754098,0.0633,2204893113400.0,,7.4921,0.7928,2.6475,10.4894093446,4.52,15.75895457870586,93.5268541929,2026-03-31,2026-04-30,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9340353050480025,0.999380613192939,0.9601734283059771,88
SZ.300124,汇川技术,电器仪表,80.88,,2626665721.5673766,1027801.963442623,1.5304,200768832448.0,,42.3507,5.7314,2.83,12.9797628104,-23.39,0.09280291884159526,45.5515903817,2026-03-31,2026-04-28,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9498296686280582,0.9749148343140291,0.9598637349024466,89
SH.603799,华友钴业,小金属,68.57,,4184287930.360656,1500993.9444262295,3.1612,97302120596.0,,13.2284,1.9633,5.05,44.6237854319,99.45,0.47039820364984575,63.5703861859,2026-03-31,2026-04-17,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9761536079281511,0.934964385258594,0.9596779188603284,90
SH.601398,工商银行,银行,7.47,,2117127131.7868853,9198988.470163934,0.0771,2576817238753.0,,6.9391,0.6637,2.2075,8.2698074013,3.31,16.290081779597656,92.1901430997,2026-03-31,2026-04-30,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.931867451223289,0.9996903065964695,0.9589965933725612,91
SH.601872,招商轮船,水运,20.39,,3113510900.032787,3520050.5342622953,1.0037,120795095990.0,,15.2711,2.6807,6.28,52.9177300121,219.31,1.1992175686270394,46.2596141909,2026-03-31,2026-04-25,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9640755651904614,0.9498296686280582,0.9583772065655002,92
SH.600549,厦门钨业,小金属,74.0,,3936418011.7540984,2256338.314590164,8.1601,101176844691.0,,33.4447,5.5287,6.24,86.9907416614,189.14,-2.3218474553309907,55.6170376984,2026-03-31,2026-04-24,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.972437287085785,0.9371322390833076,0.958315267884794,93
SH.603256,宏和科技,玻璃,202.15,,2554953664.5901637,589814.4247540983,1.6481,176403402639.0,,566.7198,63.6472,8.15,79.7191717974,354.22,0.32026297600036596,38.438428732,2026-03-31,2026-04-17,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9482812016104057,0.970579126664602,0.9572003716320843,94
SZ.000938,紫光股份,IT设备,33.17,,4680807746.00918,5747447.150491803,4.3886,79281414107.0,,37.3109,5.106,5.21,34.6087720553,126.06,-3.925247780662618,82.3715495391,2026-03-31,2026-04-29,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9817280891917002,0.9200991018891298,0.957076494270672,95
SH.600703,三安光电,半导体,18.74,,4295358422.213115,8660297.321311476,5.5045,85112659483.0,,-223.429,2.4388,0.19,-32.5856653627,-68.15,5.317101884976587,39.3151268702,2026-03-31,2026-04-25,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9777020749458036,0.9256735831526789,0.9568906782285538,96
SH.600498,烽火通信,通信设备,60.82,,5524286667.672132,2678518.4721311475,7.7692,71643334676.0,,170.9742,4.0771,0.22,11.4025618755,-30.44,-20.523648608515508,58.6773969537,2026-03-31,2026-04-30,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9866831836481883,0.9114276865902756,0.9565809848250232,97
SZ.300620,光库科技,通信设备,337.06,,4574717416.016886,563335.4222950819,7.3155,79553380797.0,,377.81,36.9183,2.05,60.7961025465,312.52,-0.7580203054821256,42.0004887495,2026-03-31,2026-04-23,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9801796221740476,0.9210281820997213,0.956519046144317,98
SH.688313,仕佳光子,通信设备,184.9,,4744875349.885246,800794.0673770491,6.4792,74781137968.0,,189.2187,45.0903,7.24,32.1832621359,24.66,-0.8321002875539176,38.464501118,2026-03-31,2026-04-18,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9826571694022918,0.9163827810467637,0.9561474140600805,99
SZ.002353,杰瑞股份,化工机械,157.34,,2574303733.5029507,524439.3680327869,3.5633,161093476764.0,,57.4708,6.8574,2.52,22.4807284292,26.32,-2.1481914048842,37.7186947864,2026-03-31,2026-04-17,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9492102818209972,0.965624032208114,0.9557757819758439,100
SH.603083,剑桥科技,通信设备,209.0,,5011407410.393442,950148.3967213115,11.6527,72000626655.0,,205.4926,9.6465,1.58,43.9813087364,276.44,-1.854080564118106,32.0066110267,2026-03-31,2026-04-28,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9842056364199443,0.9120470733973366,0.9553422112109011,101
SH.601179,中国西电,电气设备,20.17,,4077313118.0983605,4514125.896885245,3.5401,80015023515.0,,60.5536,3.4263,1.4961,4.9933412678,17.54,-1.631592481245176,45.0513314069,2026-03-31,2026-04-28,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9749148343140291,0.9216475689067822,0.9536079281511303,102
SH.601012,隆基绿能,电气设备,19.04,,2985346317.5409837,4353488.78557377,1.4,101091401294.0,,-16.341,2.0029,-3.61,-18.0254612015,-34.1975664562,1.2753892363605763,66.0777511155,2026-03-31,2026-04-29,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9628367915763394,0.9368225456797771,0.9524310932177145,103
SZ.000858,五 粮 液,白酒,105.0,,2082383896.7839346,1199894.2149180328,0.5261,314798409206.0,,24.9826,2.4594,6.5,33.6669636086,82.57,-0.3144543156921955,34.3133085128,2026-03-31,2026-04-30,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9296995973985754,0.9860637968411273,0.9522452771755961,104
SH.688048,长光华芯,半导体,448.1,,4610982533.213115,469794.9224590164,7.9968,68731549776.0,,2036.9132,22.8064,0.15,37.8098743993,159.7341670312,-29.247396701992685,9.5347461416,2026-03-31,2026-04-18,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9804893155775782,0.9077113657479096,0.9513781356457108,105
SZ.002028,思源电气,电气设备,233.51,,2444020392.1581964,327197.50721311476,1.8364,150856587890.0,,46.3661,9.3598,3.48,41.5955923075,23.17,-0.8773554247511853,45.8497857443,2026-03-31,2026-04-25,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9442551873645091,0.9615980179622174,0.9511923196035924,106
SZ.300548,长芯博创,通信设备,279.26,,4451656964.691475,710359.5308196722,7.7388,67770564440.0,,180.6173,32.0383,6.42,24.5307771672,45.0,1.7413322494902956,28.3329283282,2026-03-31,2026-04-29,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9798699287705172,0.9074016723443791,0.9508826262000618,107
SZ.300390,天华新能,电气设备,114.7,,4698893084.131967,1615409.1137704917,4.748,65405009539.0,,47.8164,5.2997,8.19,89.6248181188,1471.98,-0.1891292390794146,34.6752601339,2026-03-31,2026-04-24,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9820377825952307,0.9039950449055435,0.9508206875193559,108
SH.600673,东阳光,综合类,42.83,,2923107721.766667,2911317.0828333334,2.4616,100308470116.00002,,859.5147,10.1027,1.24,26.9474823677,-57.1,1.376785780604666,66.9983694069,2026-03-31,2026-04-28,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,60,0.9594301641375038,0.9358934654691855,0.9500154846701765,109
SH.605117,德业股份,电气设备,122.4,,2389214639.704918,479861.61163934425,1.3332,142943968461.0,,39.1293,14.3983,10.87,73.7675519223,68.37,1.5410904812286252,47.1348512748,2026-03-31,2026-04-30,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9433261071539176,0.9594301641375038,0.9497677299473521,110
SZ.300223,北京君正,半导体,161.59,,3968846682.702131,1185509.0201639344,9.2779,72578950146.0,,116.8178,5.7406,2.54,47.1155548956,331.61,0.6793191939663424,7.7410288827,2026-03-31,2026-04-29,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9739857541034376,0.9129761536079282,0.9495819139052337,111
SZ.002714,牧原股份,农业综合,50.17,,2125426450.3742623,1386600.0562295082,1.5134,202805325486.0,,20.7347,2.4193,-1.57,-17.1030416491,-127.05,0.7572769227353775,50.7311648406,2026-03-31,2026-04-22,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9321771446268194,0.9755342211210901,0.9495199752245277,112
SZ.002428,云南锗业,小金属,101.51,,6208000624.927049,2959490.208032787,10.5214,57872963200.0,,3037.3579,39.3909,0.62,20.3115587046,-10.71,2.4988403895341578,55.8521759509,2026-03-31,2026-04-30,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9910188912976153,0.8866522143078353,0.9492722205017033,113
SZ.300058,蓝色光标,广告包装,19.53,,7035956208.654262,11864252.937540984,8.0221,57120419722.0,,223.7674,7.1715,1.59,31.9073365009,32.04,-7.498588563480516,70.5142316473,2026-03-31,2026-04-23,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9919479715082069,0.8851037472901827,0.9492102818209973,114
SZ.000100,TCL科技,元器件,4.92,,2790577297.854262,24341135.79081967,11.136,102340243239.0,,20.2227,1.6326,2.47,8.3708388875,53.71,7.320979060078601,65.0271850424,2026-03-31,2026-04-30,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9547847630845463,0.9389903995044906,0.9484670176525241,115
SH.603501,豪威集团,半导体,115.05,,2480139935.639344,855183.4119672131,3.3499,124695024385.0,,33.8625,3.8095,1.56,-0.8972203852,-41.92,1.4655135034767124,33.1321952894,2026-03-31,2026-04-30,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9461133477856921,0.9519975224527718,0.948467017652524,116
SH.688795,摩尔线程,半导体,742.98,,1916470086.4754097,79825.43180327868,7.5412,308333810070.0,,-260.324,26.7662,0.26,155.3483184294,126.0998875154,-50.637490554453144,25.6347664739,2026-03-31,2026-04-27,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9231960359244348,0.9854444100340662,0.9480953855682874,117
SZ.300395,菲利华,玻璃,151.46,,4308957752.419672,1139795.0252459017,5.6157,64180762171.0,,133.2055,12.6465,3.06,53.0379920172,36.77,0.14412552366990491,21.3959948714,2026-03-31,2026-04-24,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9786311551563952,0.901207804273769,0.9476618148033447,118
SH.688183,生益电子,元器件,139.19,,2681720387.836066,1059270.4813114754,3.0089,106972203105.0,,62.277,17.4494,7.47,52.6209292216,122.16,1.38366758742621,47.5180303942,2026-03-31,2026-04-29,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9523072158563023,0.9402291731186125,0.9474759987612265,119
SZ.002436,兴森科技,元器件,42.22,,3852063575.0439343,5744358.765081967,12.1458,69465658520.0,,481.3365,13.1405,0.35,15.1027233553,100.0,-13.18278731924019,63.8514708433,2026-03-31,2026-04-25,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9711985134716631,0.9095695261690926,0.946546918550635,120
SZ.002080,中材科技,玻璃,76.51,,2586750519.837213,1225061.7172131147,2.7563,107064284659.0,,54.537,5.4291,2.51,24.4977984136,40.15,-3.9695352258968257,56.3245099484,2026-03-31,2026-04-25,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9495199752245277,0.940538866522143,0.9459275317435738,121
SH.601088,中国神华,煤炭开采,49.55,,1763388891.081967,1323068.545737705,0.2302,1063216069581.9999,,20.6181,2.1227,2.4,1.1669181576,-10.7,1.627730383425518,29.0312902555,2026-03-31,2026-04-25,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9120470733973366,0.9962836791576339,0.9457417157014556,122
SH.600010,包钢股份,普钢,3.06,,2523616262.508197,18871947.745245904,1.6898,109446999734.0,,284.337,2.1274,-0.89,-13.7318819661,-1129.0351444972,3.9145100081706596,59.8304261913,2026-03-31,2026-04-29,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9473521213998142,0.9427067203468567,0.9454939609786311,123
SZ.000021,深科技,元器件,43.98,,4258139855.5608196,4952771.356065574,10.5639,62467135974.0,,52.1025,4.6756,1.83,10.6738667504,35.35,0.4711876003113365,41.682891602,2026-03-31,2026-04-29,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9773923815422731,0.8971817900278725,0.9453081449365128,124
SZ.301526,国际复材,玻璃,24.78,,2854454945.8714757,4641618.914590164,11.4582,85561222909.0,,174.6201,10.0238,3.22,18.514028295,412.94,-0.31086437000241995,60.6568740034,2026-03-31,2026-04-28,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9569526169092598,0.9262929699597399,0.9446887581294519,125
SZ.301217,铜冠铜箔,元器件,119.08,,2681845396.6027865,1286283.8980327868,3.4707,90984455954.0,,553.9543,16.5394,1.95,32.0377583946,2138.17,-3.000208320095113,29.4992864391,2026-03-31,2026-04-28,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9526169092598328,0.931248064416228,0.9440693713223909,126
SH.600930,华电新能,新型电力,7.42,,1871764832.327869,8079244.162459017,4.8896,256542857141.0,,40.0685,2.3228,1.74,9.9643875593,-29.44,2.8819439226808097,70.9741908238,2026-03-31,2026-04-21,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9200991018891298,0.9798699287705172,0.9440074326416847,127
SZ.002600,领益智造,元器件,17.05,,2432643471.157049,7367385.144262295,2.0964,109549898213.0,,51.8166,4.5177,1.62,9.9935651286,-30.7,2.0235177602669134,55.7379848,2026-03-31,2026-04-30,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9439454939609786,0.9430164137503871,0.943573861876742,128
SH.601689,拓普集团,汽车配件,72.12,,2266920577.0819674,1079641.4260655737,3.998,117477685208.0,,42.4812,4.9492,2.27,14.9211723844,-2.42,0.991690649309302,40.7748805378,2026-03-31,2026-04-30,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9396097863115516,0.9485908950139362,0.9432022297925055,129
SH.600362,江西铜业,铜,53.59,,2061039186.4590163,1222838.5886885244,2.7771,159458689100.0,,19.944,1.8958,3.41,25.3876597686,44.31,1.9550478044643205,62.4705324831,2026-03-31,2026-04-29,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9284608237844534,0.9650046454010529,0.9430783524310932,130
SZ.000636,风华高科,元器件,63.5,,2970660338.207541,4628995.126721311,14.5089,73470338899.0,,239.0823,5.8856,0.71,18.8994993237,37.14,-2.4591200952077426,23.22539006,2026-03-31,2026-04-29,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9619077113657479,0.9142149272220502,0.9428305977082689,131
SZ.300450,先导智能,专用机械,58.8,,2899073520.689344,1819972.8954098362,3.002,78487500826.0,,48.9348,4.3923,3.03,19.112980999,10.99,3.0774488327438507,61.6354784612,2026-03-31,2026-04-29,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9588107773304428,0.9188603282750077,0.9428305977082687,132
SZ.002185,华天科技,半导体,21.49,,3787199006.1968856,15334867.197704917,12.9812,64009138844.0,,78.4595,3.4932,0.48,34.4870092585,568.39,5.592158071304736,52.2089290902,2026-03-31,2026-04-29,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.970579126664602,0.9005884174667079,0.9425828429854444,133
SZ.002851,麦格米特,电气设备,157.98,,2648254069.6683607,740252.454262295,9.7465,89634628203.0,,585.143,9.9919,1.43,20.3520607461,6.93,0.21429922972002807,42.9508851516,2026-03-31,2026-04-29,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9510684422421802,0.9296995973985754,0.9425209043047383,134
SH.600879,航天电子,航空,26.78,,3532425728.8688526,3807764.035409836,2.9894,65029189873.0,,284.5462,3.1143,0.15,8.372685463,5.25,-41.19052022816458,49.1586406429,2026-03-31,2026-04-29,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9668628058222359,0.903685351502013,0.9415918240941468,135
SH.600028,中国石化,石油加工,7.0,,1717577414.9344263,8375884.428688524,0.2462,582860978550.0,,16.3951,0.6996,2.04,-3.8975679807,28.2,-0.32682582617899564,55.8930685714,2026-03-31,2026-04-29,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9077113657479096,0.9922576649117374,0.9415298854134406,136
SZ.000426,兴业银锡,铅锌,51.7,,2960709195.840328,1544867.8062295082,3.9288,70830109629.0,,26.5525,6.5429,13.17,85.321322385,257.32,0.909710086379109,41.4046416786,2026-03-31,2026-04-30,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9612883245586868,0.9111179931867451,0.9412201920099101,137
SZ.002241,歌尔股份,元器件,28.4,,2563580829.4183607,4771524.956557377,6.8244,88546571373.0,,22.2789,2.4136,1.37,14.4356890627,7.28,-1.1625385848652214,58.7134378706,2026-03-31,2026-04-24,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9489005884174667,0.9290802105915144,0.9409724372870858,138
SH.601211,国泰海通,证券,18.46,,1780341464.9672132,3655581.7029508194,0.737,285588598430.0,,13.0075,0.8748,1.95,58.9069246145,-47.82,8.502565967845024,84.4491129513,2026-03-31,2026-04-25,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9129761536079282,0.9829668628058222,0.9409724372870858,139
SZ.002415,海康威视,IT设备,35.54,,1773615898.4427867,1760878.541147541,0.4561,280720015577.0,,18.7925,3.5448,3.28,11.7828451381,36.42,-0.7983846634348831,30.2571962184,2026-03-31,2026-04-18,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9126664602043977,0.9826571694022918,0.9406627438835553,140
SZ.000066,中国长城,IT设备,25.36,,4151670776.4996724,5263174.46852459,3.8844,57903093630.0,,2870.2033,5.2967,-0.761,12.6695156735,47.5806947806,7.649249936083005,63.3209683944,2026-03-31,2026-04-29,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9752245277175596,0.8869619077113657,0.939919479715082,141
SZ.301511,德福科技,电气设备,128.53,,2778067050.33,1272041.0636065572,9.7646,77094683820.0,,319.1685,18.8285,3.54,73.4747350747,708.9,-2.2723550427997026,76.3695412547,2026-03-31,2026-04-25,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9544750696810158,0.9176215546608857,0.9397336636729637,142
SH.601669,中国电建,建筑工程,7.19,,2456530750.2459016,7532038.4977049185,1.2053,89231505350.0,,9.5715,0.6063,1.31,1.7352832767,-25.56,-22.6124705427763,79.7727310862,2026-03-31,2026-04-30,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9448745741715702,0.929389903995045,0.9386807061009601,143
SH.601127,赛力斯,汽车整车,103.24,,1998792553.6557376,687399.1842622951,1.6043,133035401018.0,,22.3084,3.3327,1.83,34.4628593186,0.89,-27.76842428310532,65.9226148333,2026-03-31,2026-04-30,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9266026633632704,0.9554041498916073,0.938123257974605,144
SZ.000617,中油资本,多元金融,11.53,,2321992592.189344,4085395.3663934427,0.6913,94309909929.00002,,20.4834,0.8861,1.49,-17.24,22.89,-8.669434301285992,82.6161230474,2026-03-31,2026-04-27,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9411582533292041,0.9327965314338804,0.9378135645710746,145
SH.601698,中国卫通,电信运营,39.81,,2049066379.918033,1271176.9736065574,0.8379,127111757047.0,,319.6705,7.9572,0.1682,0.7069116034,-61.9,-1.3990395056842835,9.4533395961,2026-03-31,2026-04-30,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9278414369773924,0.9526169092598328,0.9377516258903686,146
SZ.002230,科大讯飞,软件服务,53.7,,2157497553.8944263,1619980.616557377,2.7678,110111339911.0,,127.6035,4.8224,-0.91,13.2330907021,12.17,6.297330733502642,56.409331849,2026-03-31,2026-04-29,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9327965314338804,0.9439454939609786,0.9372561164447197,147
SH.600547,山东黄金,黄金,47.42,,1970282237.0655737,1331615.9580327868,1.0486,132351076663.0,,25.6552,4.1353,4.2,25.3726440826,40.87,4.216362333554171,62.5682205383,2026-03-31,2026-04-30,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9253638897491483,0.9550944564880768,0.9372561164447197,148
SH.688629,华丰科技,元器件,153.92,,2929498119.5901637,657886.8340983607,10.4903,64253180785.0,,148.7779,33.3404,5.61,56.1486203819,230.43,4.069948859898188,51.8627294499,2026-03-31,2026-04-28,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9600495509445649,0.90182719108083,0.9367606069990709,149
SH.688702,盛科通信,半导体,328.0,,2084891116.7704918,236240.23245901638,3.3372,112725400000.0,,-760.865,50.5078,-0.76,11.399610079,-12.0538390921,7.186108363918107,9.182746373,2026-03-31,2026-04-23,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9303189842056364,0.9451842675751007,0.9362650975534221,150
