symbol,name,industry,latest_price,pct_change,amount,volume,turnover_rate,total_mv,circ_mv,pe_ttm,pb,roe,revenue_growth,profit_growth,cash_flow_quality,debt_to_asset,financial_report_date,financial_announce_date,source,as_of_date,expected_trade_date,staleness_days,latest_coverage,trading_days,liquidity_rank,size_rank,universe_score,universe_rank
SZ.300672,国科微,半导体,351.0,,2770771579.724918,363301.34393442626,5.3406,68943054657.0,,-306.218,17.8777,1.44,107.4563128854,6.67,4.407841867066679,44.2587234869,2026-03-31,2026-04-29,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9541653762774853,0.9086404459585011,0.9359554041498916,151
SZ.300751,迈为股份,专用机械,298.23,,2928375339.758033,294420.3981967213,7.7874,63288385564.0,,93.4073,8.1702,1.48,-40.0158404415,-27.19,16.52001441648347,65.4343355511,2026-03-31,2026-04-28,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9597398575410344,0.899349643852586,0.935583772065655,152
SZ.300661,圣邦股份,半导体,121.5,,2640590069.1409836,656691.5198360656,3.3474,70291410002.0,,115.046,13.1459,2.31,39.0811972314,106.96,0.3855749034366358,23.4546240287,2026-03-31,2026-04-27,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9507587488386497,0.9108082997832146,0.9347785692164756,153
SH.601688,华泰证券,证券,20.37,,1748565669.262295,2814118.487377049,1.4075,172503366950.0,,9.834,0.9685,2.61,41.4811446142,31.79,7.479532272735819,82.7425888377,2026-03-31,2026-04-30,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9114276865902756,0.968720966243419,0.934344998451533,154
SH.688802,沐曦股份,半导体,842.97,,1646358417.6885245,55084.72918032787,12.6419,289792430000.0,,-277.057,22.1241,-0.75,75.3713191255,57.4893575814,5.559507332837264,3.3908008195,2026-03-31,2026-04-30,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.901207804273769,0.9835862496128832,0.9341591824094148,155
SH.603228,景旺电子,元器件,87.5,,2493604500.147541,995798.1409836066,3.4803,74159736091.0,,65.1191,5.8108,1.76,16.4099062801,-28.37,1.0314151404247016,46.7673102345,2026-03-31,2026-04-23,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9467327345927532,0.9151440074326417,0.9340972437287086,156
SZ.002812,恩捷股份,电气设备,87.55,,2838628955.6283603,829388.1618032786,3.4054,63219830210.0,,167.7495,2.4714,1.02,43.2109167268,901.7,0.7939038148580745,43.6497497646,2026-03-31,2026-04-23,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9566429235057293,0.8987302570455249,0.9334778569216475,157
SH.688126,沪硅产业,半导体,30.61,,2165481604.2622952,4397056.998852459,9.06,95349924888.0,,-51.391,5.6644,-2.87,35.2167744683,-131.6662775084,0.3428048578902198,42.1855391619,2026-03-31,2026-04-30,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.933106224837411,0.9340353050480025,0.9334778569216475,158
SH.688111,金山办公,软件服务,285.96,,1989453330.2786884,235538.74983606557,2.1757,110125018277.0,,30.3473,7.2787,15.7,23.954024903,444.97,0.02720953412585444,25.1633540053,2026-03-31,2026-04-24,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9262929699597399,0.9442551873645091,0.9334778569216475,159
SZ.000630,铜陵有色,铜,7.47,,2198184229.3059015,15533293.257540984,4.3173,89709364401.99998,,34.1802,2.3932,3.59,83.5920375709,19.12,4.954627880289425,54.3423217365,2026-03-31,2026-04-29,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.935583772065655,0.9300092908021059,0.9333539795602354,160
SH.601231,环旭电子,元器件,45.76,,2015521051.3114755,1419365.806557377,4.477,109325448369.0,,56.4775,4.7279,1.88,-2.1923511181,24.57,1.4445168601646767,42.8767562961,2026-03-31,2026-04-29,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9269123567668008,0.942397026943326,0.9331062248374109,161
SH.603629,利通电子,元器件,240.73,,3903368053.852459,810873.5614754099,10.2348,52574174400.00001,,98.3779,23.4209,12.93,41.6127791455,821.08,2.2374906604673805,75.0952963159,2026-03-31,2026-04-28,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9718179002787241,0.874264478166615,0.9327965314338804,162
SZ.000807,云铝股份,铝,36.67,,2105540336.8916392,1725168.4008196723,2.852,99183581783.0,,11.4264,2.782,10.64,13.6840893824,269.45,0.9437228098833248,17.7381495698,2026-03-31,2026-04-24,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9309383710126974,0.9352740786621245,0.9326726540724681,163
SH.600026,中远海能,水运,26.07,,2108541394.4754097,2005119.0137704918,1.5936,96835528508.0,,17.5971,2.0055,4.5762,26.9218174806,206.74,1.7326920136832555,45.5505159155,2026-03-31,2026-04-28,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.931248064416228,0.9346546918550634,0.9326107153917622,164
SH.600031,三一重工,工程机械,22.25,,1725668640.737705,3041126.141639344,1.1091,166797380487.0,,19.8154,1.8415,2.77,14.0257616271,0.46,1.427282874525898,47.4353224533,2026-03-31,2026-04-30,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9092598327655621,0.9671724992257665,0.9324248993496439,165
SH.603459,红板科技,元器件,112.96,,2249547876.076923,739014.8738461538,29.9566,80644096380.0,,145.2025,19.7898,5.2,22.8799882358,14.36,0.2783906503314043,56.3288827315,2026-03-31,2026-04-28,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,39,0.938061319293899,0.9219572623103128,0.9316196965004645,166
SH.600726,华电能源,火力发电,10.39,,2208620938.52459,6249280.500819672,7.5796,82157223222.0,,253.0251,16.4977,13.21,-2.9295219637,26.15,0.746288763063101,78.4779373298,2026-03-31,2026-04-23,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.936203158872716,0.9228863425209043,0.9308764323319914,167
SH.600893,航发动力,航空,62.09,,1895327366.6229508,1082291.2790163935,1.5565,113954153675.0,,181.0589,2.834,0.0064,14.7994968111,-65.93,1315.760944646802,59.2779059158,2026-03-31,2026-04-28,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9207184886961908,0.9461133477856921,0.9308764323319914,168
SZ.000960,锡业股份,小金属,43.75,,2475150006.6781964,1678607.7036065573,5.7296,68844872872.0,,29.4924,3.39,4.24,59.8583424538,73.71,-0.39874132451359773,47.352625348,2026-03-31,2026-04-28,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9458036543821616,0.9083307525549705,0.9308144936512852,169
SZ.300782,卓胜微,半导体,140.88,,2806347150.024754,782954.112295082,4.2318,60287385482.0,,-197.371,4.5739,-1.47,9.4943085086,-209.53,1.2727776309763188,35.8025280659,2026-03-31,2026-04-28,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9554041498916073,0.8925363889749148,0.9302570455249303,170
SZ.300054,鼎龙股份,化工原料,79.55,,2389676319.362131,1310123.8901639343,5.2659,69578897518.0,,83.8131,12.7394,4.71,23.8179386419,77.99,1.1397295016128934,40.1704609531,2026-03-31,2026-04-28,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9436358005574481,0.9098792195726231,0.9301331681635181,171
SH.601166,兴业银行,银行,19.01,,1540233079.0327868,4230670.663442623,0.3641,387068659889.0,,4.9941,0.4649,2.89,-1.0649569887,0.15,2.7602383350117488,91.8059326378,2026-03-31,2026-04-30,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.8903685351502013,0.9897801176834934,0.9301331681635181,172
SH.601208,东材科技,化工原料,59.6,,2804361455.9836063,2351554.48852459,10.9519,60206903403.0,,158.2748,9.8897,3.06,27.2442176715,103.35,-0.08355507243026351,44.903630051,2026-03-31,2026-04-23,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9550944564880768,0.8922266955713843,0.9299473521213999,173
SH.688110,东芯股份,半导体,166.6,,2834709965.9016395,575512.5870491804,4.4676,58398239386.0,,21370.1553,16.249,3.91,236.9495879086,333.4237401231,0.29581441118718044,6.3270439037,2026-03-31,2026-04-30,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9563332301021988,0.8882006813254878,0.9290802105915144,174
SH.603296,华勤技术,元器件,124.6,,1787016017.147541,585200.0655737704,4.7423,127038916763.0,,29.7314,4.071,4.03,16.4239334987,25.96,0.5428102316969332,73.6337008757,2026-03-31,2026-04-30,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9135955404149891,0.9523072158563023,0.9290802105915144,175
SH.601888,中国中免,旅游服务,76.62,,1830584215.409836,2363233.3932786887,2.0672,115504715440.0,,28.9006,1.993,4.16,0.9552812449,21.18,1.6567722344020457,25.543970436,2026-03-31,2026-04-30,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9170021678538247,0.9470424279962837,0.9290182719108082,176
SZ.301358,湖南裕能,电气设备,109.54,,2562608770.9724593,799453.0104918033,5.4718,62702344911.0,,24.6964,3.3463,9.98,121.312206895,1337.77,-0.7705276747736426,61.2282870099,2026-03-31,2026-04-28,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9485908950139362,0.8981108702384639,0.9283988851037472,177
SZ.300418,昆仑万维,互联网,56.14,,3002032814.442623,1657208.0537704919,3.7836,52018205263.0,,-34.313,4.1719,-6.98,45.6912824441,-15.34,-0.10070505899671627,26.7957603873,2026-03-31,2026-04-29,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9631464849798699,0.8730257045524931,0.9270981728089192,178
SZ.300285,国瓷材料,陶瓷,64.0,,2451689353.780984,2172371.4718032787,16.3188,63811091136.0,,103.4503,8.9736,1.97,9.1473603048,4.79,1.18687083721646,22.4079158372,2026-03-31,2026-04-28,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9445648807680397,0.8996593372561165,0.9266026633632704,179
SZ.002602,世纪华通,互联网,18.22,,1815196660.9659016,2858906.8481967216,1.3066,109675752951.0,,17.4572,3.4429,6.46,35.1855421478,50.18,0.9573209954092725,28.0363343102,2026-03-31,2026-04-30,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9151440074326417,0.9433261071539176,0.926416847321152,180
SH.601727,上海电气,电气设备,9.43,,1729204771.2295082,5247558.889180328,0.7895,123699368223.0,,95.5682,2.2535,0.69,9.32,30.15,-2.104075050533991,75.4984066486,2026-03-31,2026-04-30,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9098792195726231,0.9510684422421802,0.9263549086404459,181
SH.601988,中国银行,银行,5.97,,1429718540.7049181,8033197.241803279,0.0907,1901053229703.0,,7.7503,0.6955,2.115,8.4381764274,4.17,3.464674824742632,91.7974545613,2026-03-31,2026-04-30,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.8764323319913286,0.9984515329823475,0.9252400123877362,182
SH.600489,中金黄金,黄金,32.03,,1786057288.672131,1918958.9339344262,1.1292,109306898318.0,,17.4177,3.3328,7.54,52.0092189843,129.23,-0.9109284603149314,43.0129883325,2026-03-31,2026-04-29,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9132858470114587,0.9420873335397956,0.9248064416227934,183
SH.600188,兖矿能源,煤炭开采,27.27,,1512165648.9344263,1616334.005409836,1.9425,273704954585.00003,,28.4344,3.5785,3.84,1.8306135938,42.14,1.563160924902319,62.1011399424,2026-03-31,2026-04-29,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.8857231340972437,0.9820377825952307,0.9242489934964384,184
SZ.002222,福晶科技,元器件,116.32,,3205051786.744918,1038678.6145901639,6.3037,45708300000.0,,155.5232,25.0024,3.63,35.6254565007,30.7,1.0681194252347606,26.659553389,2026-03-31,2026-04-29,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9650046454010529,0.8612573552183338,0.9235057293279653,185
SZ.002484,江海股份,元器件,96.35,,1928234162.6513114,2157547.0790163935,4.4657,81947981715.0,,119.7052,13.2032,2.55,19.5221744507,6.57,1.2260225781908252,26.0105671178,2026-03-31,2026-04-24,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9235057293279653,0.9225766491173738,0.9231340972437287,186
SH.601601,中国太保,保险,40.77,,1433546458.0491803,1258294.300819672,0.4514,298422991934.0,,5.5347,0.9337,3.2,-1.2484394507,4.3,6.101284732596355,89.0876390679,2026-03-31,2026-04-29,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.8779807990089811,0.9848250232270053,0.9207184886961908,187
SZ.000651,格力电器,家用电器,40.47,,1486201989.692295,1510892.5990163935,0.7071,217782655210.00003,,7.4632,1.4326,4.07,3.4615231707,3.01,1.2821995217230109,59.1540625705,2026-03-31,2026-04-29,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.8829358934654692,0.9764633013316817,0.9203468566119541,188
SZ.300017,网宿科技,软件服务,20.39,,4304515828.268033,4948672.559836065,4.722,38633200348.0,,53.0359,3.593,1.15,-9.6611477614,-37.06,1.1906979512016058,11.945830141,2026-03-31,2026-04-25,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9783214617528647,0.8327655620935274,0.9200991018891298,189
SH.600988,赤峰黄金,黄金,47.04,,2217190181.423729,1357342.0620338982,2.5224,61250252267.00001,,17.0747,4.4771,7.13,47.6534321956,104.43,0.5027214826657757,29.3577062422,2026-03-31,2026-04-25,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,59,0.9368225456797771,0.8950139362031588,0.9200991018891298,190
SH.688766,普冉股份,半导体,440.88,,2175030507.557377,173935.24360655737,6.4381,63268783740.0,,143.7382,23.6362,9.88,256.078019374,1259.87,0.9704499994204081,27.4706419113,2026-03-31,2026-04-29,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.933725611644472,0.8990399504490554,0.9198513471663053,191
SH.688146,中船特气,半导体,219.19,,1642251404.0,434124.321147541,13.8105,116041764770.0,,322.2188,19.7761,1.74,36.00309787,16.86,-1.2659117803457982,19.1992284386,2026-03-31,2026-04-21,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9005884174667079,0.9473521213998142,0.9192938990399504,192
SZ.002015,协鑫能科,新型电力,24.37,,4049466239.168689,5144506.277868852,10.2531,39154589690.0,,89.3066,3.2392,2.41,-21.3722360422,13.5,1.7964328611292608,64.2346785136,2026-03-31,2026-04-28,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9746051409104987,0.8361721895323629,0.9192319603592445,193
SZ.002049,紫光国微,半导体,86.3,,2049280331.7680328,1340503.9904918033,3.138,65650779667.99999,,39.7366,4.7149,2.4,46.1070992082,180.27,-1.0470691664985416,25.4700465166,2026-03-31,2026-04-28,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9281511303809229,0.9046144317126045,0.9187364509135956,194
SH.600418,江淮汽车,汽车整车,51.4,,1856822879.2459016,1741654.2385245902,2.4705,77205603179.0,,-47.462,6.1352,-5.74,16.8965921305,-171.7415460361,6.439765532713172,73.7769275302,2026-03-31,2026-04-29,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9191700216785382,0.9179312480644163,0.9186745122328894,195
SZ.002407,多氟多,化工原料,42.7,,3968754501.719836,2988762.8755737706,6.2349,38998570960.0,,74.484,4.567,4.38,53.2602408147,480.14,-1.8320410135560623,59.8277246362,2026-03-31,2026-04-24,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9736760606999071,0.8352431093217715,0.9183028801486529,196
SH.601985,中国核电,新型电力,9.33,,1478292491.8360655,4903583.409344262,0.8468,190254019185.0,,23.1125,1.5858,1.73,-6.6485477301,-34.19,3.938622188341772,69.440745498,2026-03-31,2026-04-30,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.8820068132548776,0.9727469804893156,0.9183028801486528,197
SZ.002273,水晶光电,元器件,43.73,,2524218597.260328,2493245.216885246,5.0269,51703705977.0,,43.1497,5.2129,2.49,16.0764049034,11.69,1.7004326373626308,24.6139871584,2026-03-31,2026-04-23,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9476618148033447,0.872406317745432,0.9175596159801795,198
SH.688017,绿的谐波,机械基件,349.0,,2178933875.1311474,276973.65836065577,7.8872,60040615938.0,,439.0454,16.8236,0.92,42.9556261555,61.17,0.16528418542860102,9.4431448475,2026-03-31,2026-04-23,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.934344998451533,0.8919170021678539,0.9173737999380613,199
SH.603659,璞泰来,化工原料,37.62,,2137730825.590164,1257073.9996721311,2.8491,60883855560.0,,23.6403,2.9689,3.39,35.3248569443,44.37,1.3458365325880188,54.6845259484,2026-03-31,2026-04-23,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9324868380303499,0.8940848559925674,0.9171260452152369,200
SH.601919,中远海控,水运,16.2,,1432549957.0983605,2181911.2136065573,0.4874,221578876266.0,,8.8453,0.9401,2.51,-10.6340561751,-49.75,1.8929652940359298,40.8953841113,2026-03-31,2026-04-30,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.8773614122019201,0.9767729947352122,0.9171260452152369,201
SH.688818,电科蓝天,航空,92.15,,1597748956.4262295,548052.1465573771,8.2033,119274563526.00002,,318.6909,21.8428,0.39,87.1899542076,146.132605743,-5.847516664719264,42.5548419606,2026-03-31,2026-04-29,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.8953236296066894,0.9492102818209972,0.9168782904924127,202
SZ.300666,江丰电子,半导体,213.55,,2304906644.3988523,429134.59983606555,6.0471,55857963392.0,,101.1851,10.9932,4.13,30.491722602,33.42,0.8844968757863332,57.6861803965,2026-03-31,2026-04-29,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.940538866522143,0.8813874264478166,0.9168782904924124,203
SZ.002648,卫星化学,化工原料,30.29,,1812090558.9862297,1307110.8044262293,1.0844,79196860172.0,,13.5166,2.2339,6.14,2.8220058813,34.97,1.0443802253728922,52.4787509967,2026-03-31,2026-04-14,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9142149272220502,0.9194797150820687,0.9163208423660576,204
SZ.002261,拓维信息,软件服务,42.96,,4345960590.19541,1987678.8747540982,4.1265,36576876091.0,,611.1537,14.0463,2.39,-4.7247300434,-5.96,-4.101848299266899,35.6151330806,2026-03-31,2026-04-28,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9789408485599257,0.8209972127593682,0.9157633942397028,205
SZ.300570,太辰光,通信设备,178.8,,3731879292.218361,680667.0209836066,10.727,38990869258.0,,136.6313,22.0415,3.78,-8.0395652687,-17.12,-1.4096785277772101,20.6873034236,2026-03-31,2026-04-24,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9696500464540105,0.834933415918241,0.9157633942397028,206
SZ.001267,汇绿生态,通信设备,69.72,,2763730259.8159013,1192340.688852459,5.2296,44856458054.0,,539.6755,28.173,0.89,25.1839588385,-25.03,-20.252918289230607,58.0961657986,2026-03-31,2026-04-28,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9538556828739548,0.8584701145865593,0.9157014555589966,207
SH.600330,天通股份,专用机械,35.07,,4219200843.8688526,5112674.794754099,12.2975,36719342564.0,,-240.662,4.7342,-0.54,12.6971819811,-187.25,1.0648723847621862,31.2069590828,2026-03-31,2026-04-28,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9770826881387427,0.8225456797770208,0.915267884794054,208
SZ.301205,联特科技,通信设备,340.02,,2864200073.497213,476776.5039344262,10.0082,43068520800.0,,492.608,26.4541,0.19,-9.5648764936,-83.71,-35.50260564896489,46.8485057445,2026-03-31,2026-04-29,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9572623103127903,0.8522762465159492,0.9152678847940539,209
SH.600482,中国动力,船舶,42.26,,1674137957.819672,1061738.6940983606,3.0827,90298887910.0,,60.4691,2.2077,1.45,4.4538420493,48.64,2.475246683125098,54.0192471212,2026-03-31,2026-04-30,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9033756580984825,0.9306286776091669,0.9142768659027563,210
SH.688120,华海清科,半导体,298.0,,1666421366.1147542,284763.70147540985,2.4081,90209549864.0,,82.1871,11.6839,3.26,31.6623552991,5.95,0.031908046957118706,42.9794567892,2026-03-31,2026-04-23,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9027562712914214,0.9303189842056364,0.9137813564571075,211
SZ.002131,利欧股份,互联网,8.64,,3446898134.0560656,9535846.626557378,3.738,38666856394.0,,1150.0,3.0437,0.24,7.1778801747,-71.06,-19.200335152774215,38.5089399682,2026-03-31,2026-04-29,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.966243419015175,0.8333849489005885,0.9131000309693403,212
SH.600601,方正科技,元器件,14.31,,2206310346.8688526,9706008.837540984,5.6431,53934635234.0,,86.2466,11.0544,4.88,64.3077274966,195.16,1.9649708956842127,54.114952704,2026-03-31,2026-04-28,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9358934654691855,0.8776711056054506,0.9126045215236915,213
SH.688396,华润微,半导体,72.59,,1625449286.409836,1196422.916885246,2.7568,96414813261.0,,106.2622,4.1652,1.4254,21.3401310188,296.56,1.9010437332620433,17.8698521009,2026-03-31,2026-04-25,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.8981108702384639,0.934344998451533,0.9126045215236915,214
SH.600580,卧龙电驱,电气设备,44.42,,1935366696.5409837,1789946.3239344263,3.239,60672644127.0,,53.5014,5.5764,2.49,-1.3140199361,2.94,0.9306654370599043,53.9067075699,2026-03-31,2026-04-30,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9241251161350263,0.8937751625890369,0.9119851347166306,215
SZ.300760,迈瑞医疗,医疗保健,179.81,,1356182902.4254098,252634.24590163934,0.7359,172882018370.0,,22.0601,4.5235,5.96,1.3941290693,-11.37,0.5928061011684846,24.7743900602,2026-03-31,2026-04-29,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.8708578507277795,0.96934035305048,0.9102508516568598,216
SH.601225,陕西煤业,煤炭开采,27.41,,1287852067.8032787,1562474.202295082,0.767,265739950000.0,,16.4342,2.6028,4.21,-3.0105552317,-12.38,2.298646265807627,40.1002448431,2026-03-31,2026-04-25,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.8634252090430474,0.9804893155775782,0.9102508516568597,217
SZ.002001,新 和 成,化学制药,38.5,,1592478980.2167213,948092.6231147541,1.1909,94292577142.0,,14.0494,2.8857,5.37,15.7195077139,-2.8,0.9214286520669623,25.6350695259,2026-03-31,2026-04-29,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.8950139362031588,0.9324868380303499,0.9100030969340352,218
SH.601126,四方股份,电气设备,85.76,,1844682864.672131,904395.6091803279,2.6191,62133008190.0,,72.4042,13.5955,5.38,18.0520403825,12.08,0.05215261844599331,59.8234586514,2026-03-31,2026-04-30,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9182409414679468,0.8968720966243419,0.9096934035305049,219
SH.600096,云天化,农药化肥,41.93,,2079387536.9016395,1131591.301147541,2.0193,55090779891.0,,10.4113,2.3084,5.63,-8.0610688398,10.39,1.6856107912395817,46.6671905775,2026-03-31,2026-04-28,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.929389903995045,0.8798389594301641,0.9095695261690926,220
SH.600887,伊利股份,乳制品,28.06,,1355538755.1639345,1670330.8181967211,0.7543,168001579316.0,,13.9008,2.8194,9.44,5.4718973008,10.68,0.6922872688761359,59.498365809,2026-03-31,2026-04-30,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.870548157324249,0.967482192629297,0.9093217714462681,221
SH.688195,DR腾景科,元器件,397.11,,2534904861.47541,199365.45557377048,6.3099,42862192100.0,,595.1746,43.0053,1.45,51.1714357439,10.74,-0.3594450403729712,34.1427269618,2026-03-31,2026-04-25,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9479715082068751,0.8510374729018272,0.909197894084856,222
SH.688234,天岳先进,半导体,169.0,,1737660295.7704918,529341.0616393443,3.659,67410439470.0,,-312.979,9.4768,-0.85,-10.406888154,-810.36,-0.16842384503340685,25.9004997527,2026-03-31,2026-04-29,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9104986063796842,0.9067822855373181,0.9090120780427378,223
SZ.300438,鹏辉能源,电气设备,92.14,,2867344480.5288525,834397.0268852459,6.7181,38873207693.0,,67.6674,6.86,5.69,182.1434038693,819.09,-0.137982019650234,75.2635780007,2026-03-31,2026-04-29,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9575720037163209,0.8343140291111799,0.9082688138742645,224
SH.603893,瑞芯微,半导体,201.91,,1682602380.9344263,436369.9819672131,2.4003,72962574126.0,,62.9168,15.4586,7.23,36.2152026238,57.15,1.1619497713887663,17.8548641369,2026-03-31,2026-04-22,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9049241251161351,0.9132858470114587,0.9082688138742645,225
SZ.002179,中航光电,元器件,41.35,,1616461343.0436065,1292056.3290163933,3.1482,83045508942.0,,43.2541,3.5322,1.63,0.693855394,-37.75,-5.175720055721235,35.1097635918,2026-03-31,2026-04-25,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.8965624032208114,0.9241251161350263,0.9075874883864974,226
SH.688205,德科立,通信设备,296.33,,2971061949.9016395,275994.0278688524,5.3888,37253610318.0,,485.982,15.7946,0.84,27.9697627449,35.08,-3.2705518251683765,17.3861363052,2026-03-31,2026-04-28,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9622174047692784,0.8247135336017343,0.9072158563022608,227
SZ.300037,新宙邦,化工原料,79.91,,1844934928.6091805,961644.0239344263,9.6029,59029172402.0,,43.793,5.5519,4.37,67.8548595525,109.02,0.28813596881714354,46.7276123013,2026-03-31,2026-04-28,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9185506348714773,0.8897491483431403,0.9070300402601426,228
SZ.001389,广合科技,元器件,196.48,,1579514175.6463933,324677.7986885246,6.4634,86295051554.0,,73.8846,11.9633,9.28,71.3517482485,63.31,0.8152352968354138,37.1883673889,2026-03-31,2026-04-30,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.8934654691855064,0.9269123567668008,0.9068442242180241,229
SH.603920,世运电路,元器件,68.8,,2231723104.0,1200725.3444262296,4.8693,45173932353.0,,83.5402,6.9378,0.56,8.629895023,-79.63,6.787037985452165,30.2943660699,2026-03-31,2026-04-29,local_history_sqlite,2026-06-04,2026-06-04,0,0.9566047561187294,61,0.9377516258903685,0.8593991947971508,0.9064106534530814,230
