period,target_symbols,fetched_symbols,empty_symbols,failed_symbols,pending_symbols,factor_rows,announce_date_coverage,roe_coverage,revenue_growth_coverage,profit_growth_coverage,cash_flow_quality_coverage,debt_to_asset_coverage
2016-03-31,2614,2605,1,8,0,2605,1.0,0.9961612284069098,0.9992322456813819,1.0,1.0,1.0
2016-06-30,2651,2649,1,1,0,2649,1.0,0.9950924877312193,0.9996224990562477,1.0,1.0,1.0
2016-09-30,2715,2713,1,1,0,2713,1.0,0.9952082565425728,0.9996314043494287,1.0,1.0,1.0
2016-12-31,2816,2814,1,1,0,2814,1.0,0.9971570717839374,1.0,1.0,1.0,1.0
2017-03-31,2947,2940,1,6,0,2940,1.0,0.9976190476190476,0.9989795918367347,1.0,1.0,1.0
2017-06-30,3059,3057,1,1,0,3057,1.0,0.9967288191036965,1.0,1.0,1.0,1.0
2017-09-30,3161,3159,1,1,0,3159,1.0,0.9971509971509972,1.0,1.0,1.0,1.0
