date,trade_cash_flow,exposure,daily_pnl,buy_amount,sell_amount,trade_cost,account_total_assets,stock_assets,cash_assets,profit,profit_rate,fold,selected_params
2018-09-04,0.0,0.3085532501591655,4613.186744220977,0.0,0.0,0.0,1034118.3568221153,319080.5800467193,715037.776775396,34118.35682211525,0.03411835682211528,1,"mom20@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2018-09-05,0.0,0.3085532501591655,-7787.273868485387,0.0,0.0,0.0,1026331.0829536298,316677.79138471856,709653.2915689112,26331.082953629782,0.026331082953629847,1,"mom20@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2018-09-06,0.0,0.3085532501591655,2996.7515009595218,0.0,0.0,0.0,1029327.8344545894,317602.44880025904,711725.3856543304,29327.834454589407,0.029327834454589308,1,"mom20@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2018-09-07,0.0,0.3085532501591655,-6797.849255548226,0.0,0.0,0.0,1022529.9851990411,315504.9503183675,707025.0348806735,22529.985199041083,0.022529985199041036,1,"mom20@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2018-09-10,0.0,0.3085532501591655,-3687.5749706002894,0.0,0.0,0.0,1018842.4102284409,314367.1370759833,704475.2731524576,18842.410228440887,0.018842410228440798,1,"mom20@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2018-09-11,0.0,0.3085532501591655,12847.916439950966,0.0,0.0,0.0,1031690.3266683918,318331.4034513035,713358.9232170883,31690.32666839182,0.03169032666839189,1,"mom20@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2018-09-12,0.0,0.3085532501591655,-881.3811982547361,0.0,0.0,0.0,1030808.945470137,318059.4504179528,712749.4950521842,30808.945470137056,0.030808945470137017,1,"mom20@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2018-09-13,0.0,0.3085532501591655,10295.29963236708,0.0,0.0,0.0,1041104.2451025042,321236.0985808821,719868.1465216221,41104.24510250415,0.0411042451025041,1,"mom20@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2018-09-14,0.0,0.3085532501591655,-4078.2528066349996,0.0,0.0,0.0,1037025.9922958692,319977.74042242416,717048.251873445,37025.99229586916,0.037025992295869115,1,"mom20@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2018-09-17,0.0,0.3085532501591655,-7220.280274212428,0.0,0.0,0.0,1029805.7120216567,317749.8994767558,712055.8125449009,29805.712021656684,0.029805712021656605,1,"mom20@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2018-09-18,0.0,0.3085532501591655,3817.2088110452178,0.0,0.0,0.0,1033622.920832702,318927.71166194003,714695.209170762,33622.92083270196,0.03362292083270191,1,"mom20@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2018-09-19,107973.06729063191,0.20011726274134772,6826.110313827983,91052.38306823351,199488.37048605128,113.81547883529187,1040449.03114653,208211.8121349308,832237.2190115992,40449.031146529946,0.04044903114652998,1,"mom20@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
