snapshot_at,h_code,name,h_price,akshare_ah_premium_or_ratio,match_name,a_symbol,a_code,a_name,a_trade_date,a_close,a_h_price_ratio_without_fx,note,source_columns
,09696,天齐锂业,49.08,,天齐锂业,SZ.002466,002466.SZ,天齐锂业,2026-05-29,62.88,1.2811735941320295,H股报价来自 AKShare 腾讯 AH 接口；A股价格来自本地库最新前复权收盘价；未换算 HKD/CNY 汇率,"代码, 名称, 最新价, 涨跌幅, 涨跌额, 买入, 卖出, 成交量, 成交额, 今开, 昨收, 最高, 最低"
,01336,新华保险,48.46,,新华保险,SH.601336,601336.SH,新华保险,2026-05-29,59.7,1.2319438712340074,H股报价来自 AKShare 腾讯 AH 接口；A股价格来自本地库最新前复权收盘价；未换算 HKD/CNY 汇率,"代码, 名称, 最新价, 涨跌幅, 涨跌额, 买入, 卖出, 成交量, 成交额, 今开, 昨收, 最高, 最低"
,03968,招商银行,47.1,,招商银行,SH.600036,600036.SH,招商银行,2026-05-29,38.01,0.8070063694267515,H股报价来自 AKShare 腾讯 AH 接口；A股价格来自本地库最新前复权收盘价；未换算 HKD/CNY 汇率,"代码, 名称, 最新价, 涨跌幅, 涨跌额, 买入, 卖出, 成交量, 成交额, 今开, 昨收, 最高, 最低"
,01088,中国神华,45.08,,中国神华,SH.601088,601088.SH,中国神华,2026-05-29,46.92,1.0408163265306123,H股报价来自 AKShare 腾讯 AH 接口；A股价格来自本地库最新前复权收盘价；未换算 HKD/CNY 汇率,"代码, 名称, 最新价, 涨跌幅, 涨跌额, 买入, 卖出, 成交量, 成交额, 今开, 昨收, 最高, 最低"
,02338,潍柴动力,41.64,,潍柴动力,SZ.000338,000338.SZ,潍柴动力,2026-05-29,35.34,0.8487031700288186,H股报价来自 AKShare 腾讯 AH 接口；A股价格来自本地库最新前复权收盘价；未换算 HKD/CNY 汇率,"代码, 名称, 最新价, 涨跌幅, 涨跌额, 买入, 卖出, 成交量, 成交额, 今开, 昨收, 最高, 最低"
,03898,时代电气,40.5,,时代电气,SH.688187,688187.SH,时代电气,2026-05-29,61.0,1.5061728395061729,H股报价来自 AKShare 腾讯 AH 接口；A股价格来自本地库最新前复权收盘价；未换算 HKD/CNY 汇率,"代码, 名称, 最新价, 涨跌幅, 涨跌额, 买入, 卖出, 成交量, 成交额, 今开, 昨收, 最高, 最低"
,02714,牧原股份,35.3,,牧原,SZ.002714,002714.SZ,牧原股份,2026-05-29,38.07,1.0784702549575071,H股报价来自 AKShare 腾讯 AH 接口；A股价格来自本地库最新前复权收盘价；未换算 HKD/CNY 汇率,"代码, 名称, 最新价, 涨跌幅, 涨跌额, 买入, 卖出, 成交量, 成交额, 今开, 昨收, 最高, 最低"
,00358,江西铜业股份,35.2,,江西铜业,SH.600362,600362.SH,江西铜业,2026-05-29,43.5,1.2357954545454544,H股报价来自 AKShare 腾讯 AH 接口；A股价格来自本地库最新前复权收盘价；未换算 HKD/CNY 汇率,"代码, 名称, 最新价, 涨跌幅, 涨跌额, 买入, 卖出, 成交量, 成交额, 今开, 昨收, 最高, 最低"
,02579,中伟新材,33.16,,中伟新材,SZ.300919,300919.SZ,中伟新材,2026-05-29,52.36,1.5790108564535585,H股报价来自 AKShare 腾讯 AH 接口；A股价格来自本地库最新前复权收盘价；未换算 HKD/CNY 汇率,"代码, 名称, 最新价, 涨跌幅, 涨跌额, 买入, 卖出, 成交量, 成交额, 今开, 昨收, 最高, 最低"
,02899,紫金矿业,32.78,,紫金矿业,SH.601899,601899.SH,紫金矿业,2026-05-29,30.44,0.9286150091519219,H股报价来自 AKShare 腾讯 AH 接口；A股价格来自本地库最新前复权收盘价；未换算 HKD/CNY 汇率,"代码, 名称, 最新价, 涨跌幅, 涨跌额, 买入, 卖出, 成交量, 成交额, 今开, 昨收, 最高, 最低"
,03288,海天味业,32.62,,海天味业,SH.603288,603288.SH,海天味业,2026-05-29,35.92,1.10116492949111,H股报价来自 AKShare 腾讯 AH 接口；A股价格来自本地库最新前复权收盘价；未换算 HKD/CNY 汇率,"代码, 名称, 最新价, 涨跌幅, 涨跌额, 买入, 卖出, 成交量, 成交额, 今开, 昨收, 最高, 最低"
,01072,东方电气,32.12,,东方电气,SH.600875,600875.SH,东方电气,2026-05-29,35.23,1.0968244084682441,H股报价来自 AKShare 腾讯 AH 接口；A股价格来自本地库最新前复权收盘价；未换算 HKD/CNY 汇率,"代码, 名称, 最新价, 涨跌幅, 涨跌额, 买入, 卖出, 成交量, 成交额, 今开, 昨收, 最高, 最低"
,01385,上海复旦,31.54,,上海复旦,,,,,,,H股报价来自 AKShare 腾讯 AH 接口；A股价格来自本地库最新前复权收盘价；未换算 HKD/CNY 汇率,"代码, 名称, 最新价, 涨跌幅, 涨跌额, 买入, 卖出, 成交量, 成交额, 今开, 昨收, 最高, 最低"
,02601,中国太保,31.42,,中国太保,SH.601601,601601.SH,中国太保,2026-05-29,32.18,1.0241884150222786,H股报价来自 AKShare 腾讯 AH 接口；A股价格来自本地库最新前复权收盘价；未换算 HKD/CNY 汇率,"代码, 名称, 最新价, 涨跌幅, 涨跌额, 买入, 卖出, 成交量, 成交额, 今开, 昨收, 最高, 最低"
,02050,三花智控,31.42,,三花智控,SZ.002050,002050.SZ,三花智控,2026-05-29,46.34,1.4748567791215785,H股报价来自 AKShare 腾讯 AH 接口；A股价格来自本地库最新前复权收盘价；未换算 HKD/CNY 汇率,"代码, 名称, 最新价, 涨跌幅, 涨跌额, 买入, 卖出, 成交量, 成交额, 今开, 昨收, 最高, 最低"
,06936,顺丰控股,31.28,,顺丰控股,SZ.002352,002352.SZ,顺丰控股,2026-05-29,34.95,1.1173273657289002,H股报价来自 AKShare 腾讯 AH 接口；A股价格来自本地库最新前复权收盘价；未换算 HKD/CNY 汇率,"代码, 名称, 最新价, 涨跌幅, 涨跌额, 买入, 卖出, 成交量, 成交额, 今开, 昨收, 最高, 最低"
,02865,钧达股份,31.28,,钧达,SZ.002865,002865.SZ,钧达股份,2026-05-29,77.05,2.4632352941176467,H股报价来自 AKShare 腾讯 AH 接口；A股价格来自本地库最新前复权收盘价；未换算 HKD/CNY 汇率,"代码, 名称, 最新价, 涨跌幅, 涨跌额, 买入, 卖出, 成交量, 成交额, 今开, 昨收, 最高, 最低"
,03347,泰格医药,30.94,,泰格医药,SZ.300347,300347.SZ,泰格医药,2026-05-29,39.45,1.275048480930834,H股报价来自 AKShare 腾讯 AH 接口；A股价格来自本地库最新前复权收盘价；未换算 HKD/CNY 汇率,"代码, 名称, 最新价, 涨跌幅, 涨跌额, 买入, 卖出, 成交量, 成交额, 今开, 昨收, 最高, 最低"
,06693,赤峰黄金,30.66,,赤峰黄金,SH.600988,600988.SH,赤峰黄金,2026-05-29,33.37,1.088388780169602,H股报价来自 AKShare 腾讯 AH 接口；A股价格来自本地库最新前复权收盘价；未换算 HKD/CNY 汇率,"代码, 名称, 最新价, 涨跌幅, 涨跌额, 买入, 卖出, 成交量, 成交额, 今开, 昨收, 最高, 最低"
