strategy_id,walk_forward_preset,status,failure_reason,fold_count,positive_fold_ratio,annualized_return_mean,sharpe_mean,max_drawdown_worst,turnover_annual_mean,turnover_annual_max,trades_total,parameter_unique_count,top_industry_avg_share_mean,top_industry_p95_share_max,top_industry_max_share_max,top3_industries_avg_share_mean,industry_violation_days_total,account_annualized_return_mean,account_sharpe_mean,account_max_drawdown_worst,account_executed_order_count_total,account_unfilled_order_count_total,account_partial_fill_order_count_total,account_unfilled_or_partial_order_ratio_mean,account_partial_fill_order_ratio_mean,is_return_pass,is_sharpe_pass,is_drawdown_pass,is_positive_fold_pass,is_turnover_pass,is_window_pass
low_vol_low_turnover_quality_v1,quality_3y_1y,ok,,3,0.3333333333333333,-0.016505765076276064,-0.2509831849009737,-0.16436500990000025,2.157459565215435,2.8687313701926103,21,2,0.111457571976244,0.1892938831423788,0.1892938831423788,0.27183422463065227,0,-0.023428239589596427,-0.3861271570568832,-0.16446540864626125,1152,0,4,0.003559577677224736,0.003559577677224736,False,False,True,False,True,False
