status,universe_mode,universe_lookahead_guard,fold_count,symbol_count,annualized_return_mean,sharpe_mean,max_drawdown_mean,win_rate_mean,turnover_annual_mean,positive_fold_count,negative_fold_count,positive_fold_ratio,min_fold_annualized_return,min_fold_sharpe,selected_candidate,selected_candidate_eligible,selected_candidate_governance_reason,candidate_comparison,candidate_summary_rows,universe_fold_count,universe_symbol_count_mean,universe_symbol_count_min,universe_source,oos_fold_count,oos_annualized_return_mean,oos_sharpe_mean,oos_positive_fold_count,oos_positive_fold_ratio,oos_min_fold_annualized_return,oos_return_decay_ratio,price_adjustment_mode
ok,point_in_time,True,4,1,-0.042062603976235624,-0.4586343873753388,-0.16135064852890876,0.4611553784860558,2.4273829508786697,1,3,0.25,-0.1710692767751958,-1.6980321625468728,legacy_momentum_low_turnover_v1,True,eligible,"legacy_momentum_low_turnover_v1: score=-0.5603, selection_score=-0.5603, eligible=True, ann=-0.0421, sharpe=-0.4586, mdd=-0.1614","[{'candidate': 'legacy_momentum_low_turnover_v1', 'score': -0.560341013627911, 'selection_score': -0.560341013627911, 'eligible_for_selection': True, 'governance_reason': 'eligible', 'fold_count': 4, 'symbol_count': 1, 'panel_scope': 'portfolio', 'annualized_return_mean': -0.042062603976235624, 'sharpe_mean': -0.4586343873753388, 'max_drawdown_mean': -0.16135064852890876, 'win_rate_mean': 0.4611553784860558, 'turnover_annual_mean': 2.4273829508786697}]",4,120.0,120,local_history_sqlite_as_of,1,0.09029162823296133,0.6455980412042269,1,1.0,0.09029162823296133,-2.0477014893345626,qfq_current
ok,point_in_time,True,4,1,-0.07512389588338875,-0.7304120080968161,-0.167112184137096,0.44920318725099606,2.205557552836356,0,4,0.0,-0.18087116380721457,-1.8877032767212565,legacy_momentum_low_turnover_v1,True,eligible,"legacy_momentum_low_turnover_v1: score=-0.8515, selection_score=-0.8515, eligible=True, ann=-0.0751, sharpe=-0.7304, mdd=-0.1671","[{'candidate': 'legacy_momentum_low_turnover_v1', 'score': -0.8515300481070583, 'selection_score': -0.8515300481070583, 'eligible_for_selection': True, 'governance_reason': 'eligible', 'fold_count': 4, 'symbol_count': 1, 'panel_scope': 'portfolio', 'annualized_return_mean': -0.07512389588338875, 'sharpe_mean': -0.7304120080968161, 'max_drawdown_mean': -0.167112184137096, 'win_rate_mean': 0.44920318725099606, 'turnover_annual_mean': 2.205557552836356}]",4,120.0,120,local_history_sqlite_as_of,1,-0.0073414571857095545,0.012938288989621937,0,0.0,-0.0073414571857095545,-0.9248710163779329,qfq_asof
