market_context_label,fold_count,daily_count,avg_strategy_ann,avg_benchmark_ann,avg_excess_ann,avg_live_holding_count,avg_target_holding_count,avg_live_exposure,avg_target_exposure,avg_live_top_industry_share,p95_live_top_industry_share,max_live_top_industry_share,avg_live_top3_industries_share,dominant_live_top_industry,avg_unknown_live_weight,interpretation
mixed_or_unresolved_context,1,72,-0.17746527238509446,0.15106259544210743,-0.3285278678272019,13.0,13.0,0.3457570138888889,0.3457570138888889,0.09332976330256366,0.20643026112083998,0.24000000000000002,0.19033773614577404,半导体,0.0,Control context: average excess -32.85%; average live exposure 34.58%; top industry share 9.33%.
risk_context_pressure,1,10,0.003993329889130148,-0.1796066750298938,0.18360000491902395,12.6,12.6,0.36397212,0.36397212,0.09017505611361155,0.17220266039785492,0.19260178254155452,0.19744521213634955,电气设备,0.0,Control context: average excess 18.36%; average live exposure 36.40%; top industry share 9.02%.
