period,target_symbols,fetched_symbols,empty_symbols,failed_symbols,pending_symbols,factor_rows,announce_date_coverage,roe_coverage,revenue_growth_coverage,profit_growth_coverage,cash_flow_quality_coverage,debt_to_asset_coverage
2017-07-01,3058,0,2094,964,0,0,0.0,0.0,0.0,0.0,0.0,0.0
