symbol,fold,train_start,train_end,valid_start,valid_end,annualized_return,sharpe,max_drawdown,win_rate,turnover_annual,trades,passed_min_samples,selected_params,candidate,candidate_summary
SH.600487,2,2022-08-12,2024-09-06,2024-09-09,2025-09-22,0.010596295291857682,0.18919687881206712,-0.28449856447008026,0.5,55.0,55,True,legacy_mom5_median,legacy_momentum,"legacy_momentum: score=0.3501, ann=0.3360, sharpe=0.3358, mdd=-0.3074; xmarket_single_v2: score=-0.0063, ann=0.0204, sharpe=0.0083, mdd=-0.0497; xmarket_portfolio_v2: score=-0.8181, ann=-0.0636, sharpe=-0.7310, mdd=-0.1106; xmarket_next_open_v1: score=-1.9034, ann=-0.1517, sharpe=-1.7316, mdd=-0.1918; xmarket_magnitude_soft_risk_v1: score=-0.4044, ann=-0.0037, sharpe=-0.3430, mdd=-0.1190; residual_momentum_reversal_v1: score=-0.6410, ann=-0.0670, sharpe=-0.5249, mdd=-0.1652"
SZ.002281,1,2021-07-29,2023-08-24,2023-08-25,2024-09-06,-0.07576250338426194,0.029346623918696607,-0.340346190189579,0.41284403669724773,46.0,46,True,legacy_mom5_median,legacy_momentum,"legacy_momentum: score=0.3501, ann=0.3360, sharpe=0.3358, mdd=-0.3074; xmarket_single_v2: score=-0.0063, ann=0.0204, sharpe=0.0083, mdd=-0.0497; xmarket_portfolio_v2: score=-0.8181, ann=-0.0636, sharpe=-0.7310, mdd=-0.1106; xmarket_next_open_v1: score=-1.9034, ann=-0.1517, sharpe=-1.7316, mdd=-0.1918; xmarket_magnitude_soft_risk_v1: score=-0.4044, ann=-0.0037, sharpe=-0.3430, mdd=-0.1190; residual_momentum_reversal_v1: score=-0.6410, ann=-0.0670, sharpe=-0.5249, mdd=-0.1652"
SZ.002281,2,2022-08-12,2024-09-06,2024-09-09,2025-09-22,0.9164188592297413,1.5418932285792684,-0.2825650945160283,0.5197368421052632,53.0,53,True,legacy_mom5_median,legacy_momentum,"legacy_momentum: score=0.3501, ann=0.3360, sharpe=0.3358, mdd=-0.3074; xmarket_single_v2: score=-0.0063, ann=0.0204, sharpe=0.0083, mdd=-0.0497; xmarket_portfolio_v2: score=-0.8181, ann=-0.0636, sharpe=-0.7310, mdd=-0.1106; xmarket_next_open_v1: score=-1.9034, ann=-0.1517, sharpe=-1.7316, mdd=-0.1918; xmarket_magnitude_soft_risk_v1: score=-0.4044, ann=-0.0037, sharpe=-0.3430, mdd=-0.1190; residual_momentum_reversal_v1: score=-0.6410, ann=-0.0670, sharpe=-0.5249, mdd=-0.1652"
SH.688041,1,2022-11-14,2024-12-10,2024-12-11,2026-01-08,0.20731046189331104,0.6258779422869597,-0.2763596551539067,0.4485981308411215,47.0,47,True,legacy_mom5_median,legacy_momentum,"legacy_momentum: score=0.3501, ann=0.3360, sharpe=0.3358, mdd=-0.3074; xmarket_single_v2: score=-0.0063, ann=0.0204, sharpe=0.0083, mdd=-0.0497; xmarket_portfolio_v2: score=-0.8181, ann=-0.0636, sharpe=-0.7310, mdd=-0.1106; xmarket_next_open_v1: score=-1.9034, ann=-0.1517, sharpe=-1.7316, mdd=-0.1918; xmarket_magnitude_soft_risk_v1: score=-0.4044, ann=-0.0037, sharpe=-0.3430, mdd=-0.1190; residual_momentum_reversal_v1: score=-0.6410, ann=-0.0670, sharpe=-0.5249, mdd=-0.1652"
SH.688981,1,2021-07-29,2023-08-24,2023-08-25,2024-09-06,-0.1512767443179236,-0.4964799668231183,-0.3487968539690286,0.45652173913043476,56.0,56,True,legacy_mom5_median,legacy_momentum,"legacy_momentum: score=0.3501, ann=0.3360, sharpe=0.3358, mdd=-0.3074; xmarket_single_v2: score=-0.0063, ann=0.0204, sharpe=0.0083, mdd=-0.0497; xmarket_portfolio_v2: score=-0.8181, ann=-0.0636, sharpe=-0.7310, mdd=-0.1106; xmarket_next_open_v1: score=-1.9034, ann=-0.1517, sharpe=-1.7316, mdd=-0.1918; xmarket_magnitude_soft_risk_v1: score=-0.4044, ann=-0.0037, sharpe=-0.3430, mdd=-0.1190; residual_momentum_reversal_v1: score=-0.6410, ann=-0.0670, sharpe=-0.5249, mdd=-0.1652"
SH.688981,2,2022-08-12,2024-09-06,2024-09-09,2025-09-30,1.4558210059028394,1.871033926614325,-0.29365687787887695,0.47540983606557374,41.0,41,True,legacy_mom5_median,legacy_momentum,"legacy_momentum: score=0.3501, ann=0.3360, sharpe=0.3358, mdd=-0.3074; xmarket_single_v2: score=-0.0063, ann=0.0204, sharpe=0.0083, mdd=-0.0497; xmarket_portfolio_v2: score=-0.8181, ann=-0.0636, sharpe=-0.7310, mdd=-0.1106; xmarket_next_open_v1: score=-1.9034, ann=-0.1517, sharpe=-1.7316, mdd=-0.1918; xmarket_magnitude_soft_risk_v1: score=-0.4044, ann=-0.0037, sharpe=-0.3430, mdd=-0.1190; residual_momentum_reversal_v1: score=-0.6410, ann=-0.0670, sharpe=-0.5249, mdd=-0.1652"
SZ.001309,1,2022-09-26,2024-10-29,2024-10-30,2025-11-11,1.6815058834209466,2.2365245591741925,-0.28008558574140696,0.539568345323741,51.0,51,True,legacy_mom5_median,legacy_momentum,"legacy_momentum: score=0.3501, ann=0.3360, sharpe=0.3358, mdd=-0.3074; xmarket_single_v2: score=-0.0063, ann=0.0204, sharpe=0.0083, mdd=-0.0497; xmarket_portfolio_v2: score=-0.8181, ann=-0.0636, sharpe=-0.7310, mdd=-0.1106; xmarket_next_open_v1: score=-1.9034, ann=-0.1517, sharpe=-1.7316, mdd=-0.1918; xmarket_magnitude_soft_risk_v1: score=-0.4044, ann=-0.0037, sharpe=-0.3430, mdd=-0.1190; residual_momentum_reversal_v1: score=-0.6410, ann=-0.0670, sharpe=-0.5249, mdd=-0.1652"
SH.600522,1,2021-07-29,2023-08-24,2023-08-25,2024-09-06,-0.027158269690489067,0.017220973256211424,-0.17974296887034857,0.46846846846846846,41.0,41,True,legacy_mom5_median,legacy_momentum,"legacy_momentum: score=0.3501, ann=0.3360, sharpe=0.3358, mdd=-0.3074; xmarket_single_v2: score=-0.0063, ann=0.0204, sharpe=0.0083, mdd=-0.0497; xmarket_portfolio_v2: score=-0.8181, ann=-0.0636, sharpe=-0.7310, mdd=-0.1106; xmarket_next_open_v1: score=-1.9034, ann=-0.1517, sharpe=-1.7316, mdd=-0.1918; xmarket_magnitude_soft_risk_v1: score=-0.4044, ann=-0.0037, sharpe=-0.3430, mdd=-0.1190; residual_momentum_reversal_v1: score=-0.6410, ann=-0.0670, sharpe=-0.5249, mdd=-0.1652"
SH.600522,2,2022-08-12,2024-09-06,2024-09-09,2025-09-22,0.25470069515681937,0.9221518301695738,-0.13983956873617154,0.48148148148148145,47.0,47,True,legacy_mom5_median,legacy_momentum,"legacy_momentum: score=0.3501, ann=0.3360, sharpe=0.3358, mdd=-0.3074; xmarket_single_v2: score=-0.0063, ann=0.0204, sharpe=0.0083, mdd=-0.0497; xmarket_portfolio_v2: score=-0.8181, ann=-0.0636, sharpe=-0.7310, mdd=-0.1106; xmarket_next_open_v1: score=-1.9034, ann=-0.1517, sharpe=-1.7316, mdd=-0.1918; xmarket_magnitude_soft_risk_v1: score=-0.4044, ann=-0.0037, sharpe=-0.3430, mdd=-0.1190; residual_momentum_reversal_v1: score=-0.6410, ann=-0.0670, sharpe=-0.5249, mdd=-0.1652"
SZ.002463,1,2021-07-29,2023-08-24,2023-08-25,2024-09-06,0.5599325943924585,1.3431917443753059,-0.15206067646441257,0.5227272727272727,47.0,47,True,legacy_mom5_median,legacy_momentum,"legacy_momentum: score=0.3501, ann=0.3360, sharpe=0.3358, mdd=-0.3074; xmarket_single_v2: score=-0.0063, ann=0.0204, sharpe=0.0083, mdd=-0.0497; xmarket_portfolio_v2: score=-0.8181, ann=-0.0636, sharpe=-0.7310, mdd=-0.1106; xmarket_next_open_v1: score=-1.9034, ann=-0.1517, sharpe=-1.7316, mdd=-0.1918; xmarket_magnitude_soft_risk_v1: score=-0.4044, ann=-0.0037, sharpe=-0.3430, mdd=-0.1190; residual_momentum_reversal_v1: score=-0.6410, ann=-0.0670, sharpe=-0.5249, mdd=-0.1652"
SZ.002463,2,2022-08-12,2024-09-06,2024-09-09,2025-09-22,0.4583339066469232,1.037823354286699,-0.4214420773135614,0.4900662251655629,53.0,53,True,legacy_mom5_median,legacy_momentum,"legacy_momentum: score=0.3501, ann=0.3360, sharpe=0.3358, mdd=-0.3074; xmarket_single_v2: score=-0.0063, ann=0.0204, sharpe=0.0083, mdd=-0.0497; xmarket_portfolio_v2: score=-0.8181, ann=-0.0636, sharpe=-0.7310, mdd=-0.1106; xmarket_next_open_v1: score=-1.9034, ann=-0.1517, sharpe=-1.7316, mdd=-0.1918; xmarket_magnitude_soft_risk_v1: score=-0.4044, ann=-0.0037, sharpe=-0.3430, mdd=-0.1190; residual_momentum_reversal_v1: score=-0.6410, ann=-0.0670, sharpe=-0.5249, mdd=-0.1652"
SZ.301308,1,2022-11-07,2024-12-03,2024-12-04,2025-12-16,0.8607920427637459,1.4036419016291073,-0.3006189654584651,0.487012987012987,62.0,62,True,legacy_mom5_median,legacy_momentum,"legacy_momentum: score=0.3501, ann=0.3360, sharpe=0.3358, mdd=-0.3074; xmarket_single_v2: score=-0.0063, ann=0.0204, sharpe=0.0083, mdd=-0.0497; xmarket_portfolio_v2: score=-0.8181, ann=-0.0636, sharpe=-0.7310, mdd=-0.1106; xmarket_next_open_v1: score=-1.9034, ann=-0.1517, sharpe=-1.7316, mdd=-0.1918; xmarket_magnitude_soft_risk_v1: score=-0.4044, ann=-0.0037, sharpe=-0.3430, mdd=-0.1190; residual_momentum_reversal_v1: score=-0.6410, ann=-0.0670, sharpe=-0.5249, mdd=-0.1652"
SZ.300136,1,2021-07-29,2023-08-24,2023-08-25,2024-09-06,-0.1985729736333739,-0.4221723678572295,-0.413630793503045,0.41935483870967744,57.0,57,True,legacy_mom5_median,legacy_momentum,"legacy_momentum: score=0.3501, ann=0.3360, sharpe=0.3358, mdd=-0.3074; xmarket_single_v2: score=-0.0063, ann=0.0204, sharpe=0.0083, mdd=-0.0497; xmarket_portfolio_v2: score=-0.8181, ann=-0.0636, sharpe=-0.7310, mdd=-0.1106; xmarket_next_open_v1: score=-1.9034, ann=-0.1517, sharpe=-1.7316, mdd=-0.1918; xmarket_magnitude_soft_risk_v1: score=-0.4044, ann=-0.0037, sharpe=-0.3430, mdd=-0.1190; residual_momentum_reversal_v1: score=-0.6410, ann=-0.0670, sharpe=-0.5249, mdd=-0.1652"
SZ.300136,2,2022-08-12,2024-09-06,2024-09-09,2025-09-22,0.035625660642945034,0.2904430547404508,-0.38039235439200836,0.436241610738255,58.0,58,True,legacy_mom5_median,legacy_momentum,"legacy_momentum: score=0.3501, ann=0.3360, sharpe=0.3358, mdd=-0.3074; xmarket_single_v2: score=-0.0063, ann=0.0204, sharpe=0.0083, mdd=-0.0497; xmarket_portfolio_v2: score=-0.8181, ann=-0.0636, sharpe=-0.7310, mdd=-0.1106; xmarket_next_open_v1: score=-1.9034, ann=-0.1517, sharpe=-1.7316, mdd=-0.1918; xmarket_magnitude_soft_risk_v1: score=-0.4044, ann=-0.0037, sharpe=-0.3430, mdd=-0.1190; residual_momentum_reversal_v1: score=-0.6410, ann=-0.0670, sharpe=-0.5249, mdd=-0.1652"
SZ.300058,1,2021-07-29,2023-08-24,2023-08-25,2024-09-06,-0.3328337862272255,-1.037540859933614,-0.43456596078585186,0.4166666666666667,55.0,55,True,legacy_mom5_median,legacy_momentum,"legacy_momentum: score=0.3501, ann=0.3360, sharpe=0.3358, mdd=-0.3074; xmarket_single_v2: score=-0.0063, ann=0.0204, sharpe=0.0083, mdd=-0.0497; xmarket_portfolio_v2: score=-0.8181, ann=-0.0636, sharpe=-0.7310, mdd=-0.1106; xmarket_next_open_v1: score=-1.9034, ann=-0.1517, sharpe=-1.7316, mdd=-0.1918; xmarket_magnitude_soft_risk_v1: score=-0.4044, ann=-0.0037, sharpe=-0.3430, mdd=-0.1190; residual_momentum_reversal_v1: score=-0.6410, ann=-0.0670, sharpe=-0.5249, mdd=-0.1652"
SZ.300058,2,2022-08-12,2024-09-06,2024-09-09,2025-09-22,0.39610913039711493,0.8909137047215313,-0.27274037577387655,0.5,56.0,56,True,legacy_mom5_median,legacy_momentum,"legacy_momentum: score=0.3501, ann=0.3360, sharpe=0.3358, mdd=-0.3074; xmarket_single_v2: score=-0.0063, ann=0.0204, sharpe=0.0083, mdd=-0.0497; xmarket_portfolio_v2: score=-0.8181, ann=-0.0636, sharpe=-0.7310, mdd=-0.1106; xmarket_next_open_v1: score=-1.9034, ann=-0.1517, sharpe=-1.7316, mdd=-0.1918; xmarket_magnitude_soft_risk_v1: score=-0.4044, ann=-0.0037, sharpe=-0.3430, mdd=-0.1190; residual_momentum_reversal_v1: score=-0.6410, ann=-0.0670, sharpe=-0.5249, mdd=-0.1652"
SH.600584,1,2021-07-29,2023-08-24,2023-08-25,2024-09-13,0.07536549205164622,0.38544586138726744,-0.23804635545783548,0.45384615384615384,52.0,52,True,legacy_mom5_median,legacy_momentum,"legacy_momentum: score=0.3501, ann=0.3360, sharpe=0.3358, mdd=-0.3074; xmarket_single_v2: score=-0.0063, ann=0.0204, sharpe=0.0083, mdd=-0.0497; xmarket_portfolio_v2: score=-0.8181, ann=-0.0636, sharpe=-0.7310, mdd=-0.1106; xmarket_next_open_v1: score=-1.9034, ann=-0.1517, sharpe=-1.7316, mdd=-0.1918; xmarket_magnitude_soft_risk_v1: score=-0.4044, ann=-0.0037, sharpe=-0.3430, mdd=-0.1190; residual_momentum_reversal_v1: score=-0.6410, ann=-0.0670, sharpe=-0.5249, mdd=-0.1652"
SH.600584,2,2022-08-12,2024-09-13,2024-09-18,2025-09-29,0.21631422768295505,0.784454930280947,-0.3249985607251873,0.4676258992805755,47.0,47,True,legacy_mom5_median,legacy_momentum,"legacy_momentum: score=0.3501, ann=0.3360, sharpe=0.3358, mdd=-0.3074; xmarket_single_v2: score=-0.0063, ann=0.0204, sharpe=0.0083, mdd=-0.0497; xmarket_portfolio_v2: score=-0.8181, ann=-0.0636, sharpe=-0.7310, mdd=-0.1106; xmarket_next_open_v1: score=-1.9034, ann=-0.1517, sharpe=-1.7316, mdd=-0.1918; xmarket_magnitude_soft_risk_v1: score=-0.4044, ann=-0.0037, sharpe=-0.3430, mdd=-0.1190; residual_momentum_reversal_v1: score=-0.6410, ann=-0.0670, sharpe=-0.5249, mdd=-0.1652"
SZ.300475,1,2021-07-29,2023-09-01,2023-09-04,2024-09-18,-0.2324800786048088,-0.3541450356739631,-0.4458223715206334,0.4444444444444444,48.0,48,True,legacy_mom5_median,legacy_momentum,"legacy_momentum: score=0.3501, ann=0.3360, sharpe=0.3358, mdd=-0.3074; xmarket_single_v2: score=-0.0063, ann=0.0204, sharpe=0.0083, mdd=-0.0497; xmarket_portfolio_v2: score=-0.8181, ann=-0.0636, sharpe=-0.7310, mdd=-0.1106; xmarket_next_open_v1: score=-1.9034, ann=-0.1517, sharpe=-1.7316, mdd=-0.1918; xmarket_magnitude_soft_risk_v1: score=-0.4044, ann=-0.0037, sharpe=-0.3430, mdd=-0.1190; residual_momentum_reversal_v1: score=-0.6410, ann=-0.0670, sharpe=-0.5249, mdd=-0.1652"
SZ.300475,2,2022-08-12,2024-09-18,2024-09-19,2025-09-30,1.667611966218986,1.8542579160016004,-0.29116139164601007,0.48427672955974843,54.0,54,True,legacy_mom5_median,legacy_momentum,"legacy_momentum: score=0.3501, ann=0.3360, sharpe=0.3358, mdd=-0.3074; xmarket_single_v2: score=-0.0063, ann=0.0204, sharpe=0.0083, mdd=-0.0497; xmarket_portfolio_v2: score=-0.8181, ann=-0.0636, sharpe=-0.7310, mdd=-0.1106; xmarket_next_open_v1: score=-1.9034, ann=-0.1517, sharpe=-1.7316, mdd=-0.1918; xmarket_magnitude_soft_risk_v1: score=-0.4044, ann=-0.0037, sharpe=-0.3430, mdd=-0.1190; residual_momentum_reversal_v1: score=-0.6410, ann=-0.0670, sharpe=-0.5249, mdd=-0.1652"
SZ.002202,1,2021-07-29,2023-08-24,2023-08-25,2024-09-06,-0.033579769792049796,-0.10887927936028795,-0.17196551309163122,0.46938775510204084,44.0,44,True,legacy_mom5_median,legacy_momentum,"legacy_momentum: score=0.3501, ann=0.3360, sharpe=0.3358, mdd=-0.3074; xmarket_single_v2: score=-0.0063, ann=0.0204, sharpe=0.0083, mdd=-0.0497; xmarket_portfolio_v2: score=-0.8181, ann=-0.0636, sharpe=-0.7310, mdd=-0.1106; xmarket_next_open_v1: score=-1.9034, ann=-0.1517, sharpe=-1.7316, mdd=-0.1918; xmarket_magnitude_soft_risk_v1: score=-0.4044, ann=-0.0037, sharpe=-0.3430, mdd=-0.1190; residual_momentum_reversal_v1: score=-0.6410, ann=-0.0670, sharpe=-0.5249, mdd=-0.1652"
SZ.002202,2,2022-08-12,2024-09-06,2024-09-09,2025-09-22,0.2854606330128664,1.0105478644404766,-0.2360225271909402,0.46206896551724136,55.0,55,True,legacy_mom5_median,legacy_momentum,"legacy_momentum: score=0.3501, ann=0.3360, sharpe=0.3358, mdd=-0.3074; xmarket_single_v2: score=-0.0063, ann=0.0204, sharpe=0.0083, mdd=-0.0497; xmarket_portfolio_v2: score=-0.8181, ann=-0.0636, sharpe=-0.7310, mdd=-0.1106; xmarket_next_open_v1: score=-1.9034, ann=-0.1517, sharpe=-1.7316, mdd=-0.1918; xmarket_magnitude_soft_risk_v1: score=-0.4044, ann=-0.0037, sharpe=-0.3430, mdd=-0.1190; residual_momentum_reversal_v1: score=-0.6410, ann=-0.0670, sharpe=-0.5249, mdd=-0.1652"
SH.600111,1,2021-07-29,2023-08-24,2023-08-25,2024-09-06,-0.2578824635932503,-1.3637584539674945,-0.2803172463405532,0.3643410852713178,57.0,57,True,legacy_mom5_median,legacy_momentum,"legacy_momentum: score=0.3501, ann=0.3360, sharpe=0.3358, mdd=-0.3074; xmarket_single_v2: score=-0.0063, ann=0.0204, sharpe=0.0083, mdd=-0.0497; xmarket_portfolio_v2: score=-0.8181, ann=-0.0636, sharpe=-0.7310, mdd=-0.1106; xmarket_next_open_v1: score=-1.9034, ann=-0.1517, sharpe=-1.7316, mdd=-0.1918; xmarket_magnitude_soft_risk_v1: score=-0.4044, ann=-0.0037, sharpe=-0.3430, mdd=-0.1190; residual_momentum_reversal_v1: score=-0.6410, ann=-0.0670, sharpe=-0.5249, mdd=-0.1652"
SH.600111,2,2022-08-12,2024-09-06,2024-09-09,2025-09-22,1.274435578899014,2.0924526336605243,-0.23864746947039606,0.506578947368421,46.0,46,True,legacy_mom5_median,legacy_momentum,"legacy_momentum: score=0.3501, ann=0.3360, sharpe=0.3358, mdd=-0.3074; xmarket_single_v2: score=-0.0063, ann=0.0204, sharpe=0.0083, mdd=-0.0497; xmarket_portfolio_v2: score=-0.8181, ann=-0.0636, sharpe=-0.7310, mdd=-0.1106; xmarket_next_open_v1: score=-1.9034, ann=-0.1517, sharpe=-1.7316, mdd=-0.1918; xmarket_magnitude_soft_risk_v1: score=-0.4044, ann=-0.0037, sharpe=-0.3430, mdd=-0.1190; residual_momentum_reversal_v1: score=-0.6410, ann=-0.0670, sharpe=-0.5249, mdd=-0.1652"
SH.688521,1,2021-07-29,2023-08-24,2023-08-25,2024-09-06,-0.3528559881137069,-1.0991265678530064,-0.4803032841439233,0.3979591836734694,51.0,51,True,legacy_mom5_median,legacy_momentum,"legacy_momentum: score=0.3501, ann=0.3360, sharpe=0.3358, mdd=-0.3074; xmarket_single_v2: score=-0.0063, ann=0.0204, sharpe=0.0083, mdd=-0.0497; xmarket_portfolio_v2: score=-0.8181, ann=-0.0636, sharpe=-0.7310, mdd=-0.1106; xmarket_next_open_v1: score=-1.9034, ann=-0.1517, sharpe=-1.7316, mdd=-0.1918; xmarket_magnitude_soft_risk_v1: score=-0.4044, ann=-0.0037, sharpe=-0.3430, mdd=-0.1190; residual_momentum_reversal_v1: score=-0.6410, ann=-0.0670, sharpe=-0.5249, mdd=-0.1652"
SH.688521,2,2022-08-12,2024-09-06,2024-09-09,2025-10-14,1.9666343096910022,1.7788002498663533,-0.3089275784374126,0.47058823529411764,51.0,51,True,legacy_mom5_median,legacy_momentum,"legacy_momentum: score=0.3501, ann=0.3360, sharpe=0.3358, mdd=-0.3074; xmarket_single_v2: score=-0.0063, ann=0.0204, sharpe=0.0083, mdd=-0.0497; xmarket_portfolio_v2: score=-0.8181, ann=-0.0636, sharpe=-0.7310, mdd=-0.1106; xmarket_next_open_v1: score=-1.9034, ann=-0.1517, sharpe=-1.7316, mdd=-0.1918; xmarket_magnitude_soft_risk_v1: score=-0.4044, ann=-0.0037, sharpe=-0.3430, mdd=-0.1190; residual_momentum_reversal_v1: score=-0.6410, ann=-0.0670, sharpe=-0.5249, mdd=-0.1652"
SZ.002428,1,2021-07-29,2023-08-24,2023-08-25,2024-09-06,0.19937487364918072,0.6748854225126019,-0.2109112320509372,0.496,40.0,40,True,legacy_mom5_median,legacy_momentum,"legacy_momentum: score=0.3501, ann=0.3360, sharpe=0.3358, mdd=-0.3074; xmarket_single_v2: score=-0.0063, ann=0.0204, sharpe=0.0083, mdd=-0.0497; xmarket_portfolio_v2: score=-0.8181, ann=-0.0636, sharpe=-0.7310, mdd=-0.1106; xmarket_next_open_v1: score=-1.9034, ann=-0.1517, sharpe=-1.7316, mdd=-0.1918; xmarket_magnitude_soft_risk_v1: score=-0.4044, ann=-0.0037, sharpe=-0.3430, mdd=-0.1190; residual_momentum_reversal_v1: score=-0.6410, ann=-0.0670, sharpe=-0.5249, mdd=-0.1652"
SZ.002428,2,2022-08-12,2024-09-06,2024-09-09,2025-09-22,1.4409370596143876,2.0828038446987676,-0.2144364506421551,0.48148148148148145,42.0,42,True,legacy_mom5_median,legacy_momentum,"legacy_momentum: score=0.3501, ann=0.3360, sharpe=0.3358, mdd=-0.3074; xmarket_single_v2: score=-0.0063, ann=0.0204, sharpe=0.0083, mdd=-0.0497; xmarket_portfolio_v2: score=-0.8181, ann=-0.0636, sharpe=-0.7310, mdd=-0.1106; xmarket_next_open_v1: score=-1.9034, ann=-0.1517, sharpe=-1.7316, mdd=-0.1918; xmarket_magnitude_soft_risk_v1: score=-0.4044, ann=-0.0037, sharpe=-0.3430, mdd=-0.1190; residual_momentum_reversal_v1: score=-0.6410, ann=-0.0670, sharpe=-0.5249, mdd=-0.1652"
SZ.002594,1,2021-07-29,2023-08-24,2023-08-25,2024-09-06,-0.027682854619553998,-0.034581419289197605,-0.2435010826763121,0.45255474452554745,53.0,53,True,legacy_mom5_median,legacy_momentum,"legacy_momentum: score=0.3501, ann=0.3360, sharpe=0.3358, mdd=-0.3074; xmarket_single_v2: score=-0.0063, ann=0.0204, sharpe=0.0083, mdd=-0.0497; xmarket_portfolio_v2: score=-0.8181, ann=-0.0636, sharpe=-0.7310, mdd=-0.1106; xmarket_next_open_v1: score=-1.9034, ann=-0.1517, sharpe=-1.7316, mdd=-0.1918; xmarket_magnitude_soft_risk_v1: score=-0.4044, ann=-0.0037, sharpe=-0.3430, mdd=-0.1190; residual_momentum_reversal_v1: score=-0.6410, ann=-0.0670, sharpe=-0.5249, mdd=-0.1652"
SZ.002594,2,2022-08-12,2024-09-06,2024-09-09,2025-09-22,0.07478847200593686,0.3984176002255976,-0.21849298788032112,0.4888888888888889,51.0,51,True,legacy_mom5_median,legacy_momentum,"legacy_momentum: score=0.3501, ann=0.3360, sharpe=0.3358, mdd=-0.3074; xmarket_single_v2: score=-0.0063, ann=0.0204, sharpe=0.0083, mdd=-0.0497; xmarket_portfolio_v2: score=-0.8181, ann=-0.0636, sharpe=-0.7310, mdd=-0.1106; xmarket_next_open_v1: score=-1.9034, ann=-0.1517, sharpe=-1.7316, mdd=-0.1918; xmarket_magnitude_soft_risk_v1: score=-0.4044, ann=-0.0037, sharpe=-0.3430, mdd=-0.1190; residual_momentum_reversal_v1: score=-0.6410, ann=-0.0670, sharpe=-0.5249, mdd=-0.1652"
SZ.002156,1,2021-07-29,2023-08-24,2023-08-25,2024-09-06,-0.40204434787026033,-1.4269420456445747,-0.44132034553165633,0.4262295081967213,60.0,60,True,legacy_mom5_median,legacy_momentum,"legacy_momentum: score=0.3501, ann=0.3360, sharpe=0.3358, mdd=-0.3074; xmarket_single_v2: score=-0.0063, ann=0.0204, sharpe=0.0083, mdd=-0.0497; xmarket_portfolio_v2: score=-0.8181, ann=-0.0636, sharpe=-0.7310, mdd=-0.1106; xmarket_next_open_v1: score=-1.9034, ann=-0.1517, sharpe=-1.7316, mdd=-0.1918; xmarket_magnitude_soft_risk_v1: score=-0.4044, ann=-0.0037, sharpe=-0.3430, mdd=-0.1190; residual_momentum_reversal_v1: score=-0.6410, ann=-0.0670, sharpe=-0.5249, mdd=-0.1652"
SZ.002156,2,2022-08-12,2024-09-06,2024-09-09,2025-09-22,0.5275880596278624,1.220158055557922,-0.38890981989873896,0.48951048951048953,45.0,45,True,legacy_mom5_median,legacy_momentum,"legacy_momentum: score=0.3501, ann=0.3360, sharpe=0.3358, mdd=-0.3074; xmarket_single_v2: score=-0.0063, ann=0.0204, sharpe=0.0083, mdd=-0.0497; xmarket_portfolio_v2: score=-0.8181, ann=-0.0636, sharpe=-0.7310, mdd=-0.1106; xmarket_next_open_v1: score=-1.9034, ann=-0.1517, sharpe=-1.7316, mdd=-0.1918; xmarket_magnitude_soft_risk_v1: score=-0.4044, ann=-0.0037, sharpe=-0.3430, mdd=-0.1190; residual_momentum_reversal_v1: score=-0.6410, ann=-0.0670, sharpe=-0.5249, mdd=-0.1652"
SH.600089,1,2021-07-29,2023-08-24,2023-08-25,2024-09-06,-0.17320468119606502,-1.1160976572895847,-0.18753657229912923,0.4186046511627907,53.0,53,True,legacy_mom5_median,legacy_momentum,"legacy_momentum: score=0.3501, ann=0.3360, sharpe=0.3358, mdd=-0.3074; xmarket_single_v2: score=-0.0063, ann=0.0204, sharpe=0.0083, mdd=-0.0497; xmarket_portfolio_v2: score=-0.8181, ann=-0.0636, sharpe=-0.7310, mdd=-0.1106; xmarket_next_open_v1: score=-1.9034, ann=-0.1517, sharpe=-1.7316, mdd=-0.1918; xmarket_magnitude_soft_risk_v1: score=-0.4044, ann=-0.0037, sharpe=-0.3430, mdd=-0.1190; residual_momentum_reversal_v1: score=-0.6410, ann=-0.0670, sharpe=-0.5249, mdd=-0.1652"
SH.600089,2,2022-08-12,2024-09-06,2024-09-09,2025-09-22,0.16267262943917316,0.7146774431718533,-0.20553374454442286,0.45652173913043476,55.0,55,True,legacy_mom5_median,legacy_momentum,"legacy_momentum: score=0.3501, ann=0.3360, sharpe=0.3358, mdd=-0.3074; xmarket_single_v2: score=-0.0063, ann=0.0204, sharpe=0.0083, mdd=-0.0497; xmarket_portfolio_v2: score=-0.8181, ann=-0.0636, sharpe=-0.7310, mdd=-0.1106; xmarket_next_open_v1: score=-1.9034, ann=-0.1517, sharpe=-1.7316, mdd=-0.1918; xmarket_magnitude_soft_risk_v1: score=-0.4044, ann=-0.0037, sharpe=-0.3430, mdd=-0.1190; residual_momentum_reversal_v1: score=-0.6410, ann=-0.0670, sharpe=-0.5249, mdd=-0.1652"
