strategy_id,admission_action,window_pass_count,window_count,turnover_fail_count,missing_window_count,industry_concentration_window_count,industry_diagnostic_missing_window_count,factor_diagnostic_missing_window_count,price_adjustment_fail_window_count,overfit_risk_level,overfit_score,parameter_unique_total,parameter_unstable_window_count,supports_paper_trade,main_reasons
strong_market_benchmark_aware_core_v1,reject,0,1,1,0,1,0,0,0,high,55,1,0,False,overfit risk is high; annual turnover exceeds threshold in one or more windows; industry concentration exceeds audit threshold in one or more windows; strategy does not support paper trade review; positive fold ratio below 75% in one or more windows
