symbol,fold,train_start,train_end,valid_start,valid_end,annualized_return,sharpe,max_drawdown,win_rate,turnover_annual,trades,passed_min_samples,selected_params,candidate,strategy_id,strategy_display_name,strategy_category,panel_scope,supports_brief,supports_paper_trade,constraint_mode,industry_constraint_enabled,constraint_status,avg_industries,top_industry_avg_share,top_industry_p95_share,top_industry_max_share,top3_industries_avg_share,industry_constraint_violation_days,unknown_industry_weight_avg,account_execution_status,account_execution_enabled,financial_diagnostic_status,target_days,live_days,avg_target_holdings,avg_live_holdings,trade_days,first_target_date,first_target_symbols,universe_mode,universe_as_of_date,universe_symbol_count,universe_snapshot_count,universe_source,candidate_summary,selected_candidate,is_selected_candidate,candidate_eligible_for_selection,candidate_governance_reason,quality_explain_rows,quality_selected_rows,financial_pit_announce_coverage,selected_financial_pit_announce_coverage,financial_field_coverage_mean,selected_financial_field_coverage_mean,financial_missing_blocked_ratio,quality_score_mean,selected_quality_score_mean,selected_quality_score_lift,roe_coverage,cash_flow_coverage,profit_growth_coverage,revenue_growth_coverage,low_debt_coverage,selected_quality_roe_component_mean,selected_quality_cash_flow_component_mean,selected_quality_profit_growth_component_mean,selected_quality_revenue_growth_component_mean,selected_quality_low_debt_component_mean,selected_candidate_eligible,selected_candidate_governance_reason,walk_forward_preset,walk_forward_train_years,walk_forward_validate_years,walk_forward_start_date,walk_forward_end_date,walk_forward_expected_folds,walk_forward_actual_folds,walk_forward_fold_generation_warning,status,failure_reason
PORTFOLIO,1,2020-04-01,2024-03-29,2024-04-01,2025-03-31,-0.2996789251920092,-2.0322997271511887,-0.2889529254070279,0.35833333333333334,19.271779494370595,240,True,"legacy_mom5@q0.5,top_n=3,target_vol=0.18",legacy_momentum,legacy_momentum,Legacy Momentum,rule_based,portfolio,True,True,audit,True,audited,2.6458333333333335,0.18769317572241367,0.3333333333333333,0.6630109442148788,0.37540449705332885,14,0.0,not_enabled,False,not_applicable,241,240,3.0,3.0,240,2024-04-01,"['SZ.000100', 'SZ.002085', 'SZ.002920']",point_in_time,2024-03-29,120,5347,local_history_sqlite_as_of,"legacy_momentum: score=-1.4188, selection_score=-1000000.0000, eligible=False, ann=-0.1861, sharpe=-1.2195, mdd=-0.2125; legacy_momentum_low_turnover_v1: score=0.3845, selection_score=-1000000.0000, eligible=False, ann=0.0709, sharpe=0.4088, mdd=-0.1196; ma_kline_baseline_v1: score=-3.8512, selection_score=-1000000.0000, eligible=False, ann=-0.4461, sharpe=-3.4105, mdd=-0.4353; residual_momentum_reversal_v1: score=-2.6435, selection_score=-1000000.0000, eligible=False, ann=-0.2708, sharpe=-2.3739, mdd=-0.2684; residual_momentum_reversal_v2: score=-3.6185, selection_score=-1000000.0000, eligible=False, ann=-0.3977, sharpe=-3.2245, mdd=-0.3904; quality_growth_price_v1: score=-1.1368, selection_score=-1000000.0000, eligible=False, ann=-0.1165, sharpe=-0.9976, mdd=-0.1620; low_vol_low_turnover_quality_v1: score=0.6432, selection_score=-1000000.0000, eligible=False, ann=0.0794, sharpe=0.6575, mdd=-0.1081; quality_low_turnover_monthly_v1: score=0.6894, selection_score=-1000000.0000, eligible=False, ann=0.0707, sharpe=0.7038, mdd=-0.0996; multifactor_volume_price_filter_v1: score=-1.9254, selection_score=-1000000.0000, eligible=False, ann=-0.2128, sharpe=-1.6925, mdd=-0.2530; core_selection_quality_momentum_v1: score=-0.4088, selection_score=-1000000.0000, eligible=False, ann=-0.0403, sharpe=-0.3337, mdd=-0.1100; theme_exposure_momentum_v1: score=-0.6177, selection_score=-1000000.0000, eligible=False, ann=-0.0437, sharpe=-0.5313, mdd=-0.1291; sleeve_composite_v1: score=-2.2048, selection_score=-1000000.0000, eligible=False, ann=-0.3095, sharpe=-1.8734, mdd=-0.3533",quality_low_turnover_monthly_v1,False,False,portfolio_fold_count<4,,,,,,,,,,,,,,,,,,,,,,,quality_4y_1y,4,1,2020-04-01,2026-03-31,2,2,,ok,
PORTFOLIO,2,2021-04-01,2025-03-31,2025-04-01,2026-03-31,-0.07255707480090956,-0.4066193990651604,-0.13598383609332998,0.4730290456431535,15.134310805273271,241,True,"legacy_mom5@q0.5,top_n=3,target_vol=0.18",legacy_momentum,legacy_momentum,Legacy Momentum,rule_based,portfolio,True,True,audit,True,audited,2.4647302904564317,0.17709227700684108,0.31864121346980145,0.47754343740440236,0.32341819448084735,15,0.0,not_enabled,False,not_applicable,242,241,3.0,3.0,241,2025-04-01,"['SH.600276', 'SH.600126', 'SH.600418']",point_in_time,2025-03-31,120,5390,local_history_sqlite_as_of,"legacy_momentum: score=-1.4188, selection_score=-1000000.0000, eligible=False, ann=-0.1861, sharpe=-1.2195, mdd=-0.2125; legacy_momentum_low_turnover_v1: score=0.3845, selection_score=-1000000.0000, eligible=False, ann=0.0709, sharpe=0.4088, mdd=-0.1196; ma_kline_baseline_v1: score=-3.8512, selection_score=-1000000.0000, eligible=False, ann=-0.4461, sharpe=-3.4105, mdd=-0.4353; residual_momentum_reversal_v1: score=-2.6435, selection_score=-1000000.0000, eligible=False, ann=-0.2708, sharpe=-2.3739, mdd=-0.2684; residual_momentum_reversal_v2: score=-3.6185, selection_score=-1000000.0000, eligible=False, ann=-0.3977, sharpe=-3.2245, mdd=-0.3904; quality_growth_price_v1: score=-1.1368, selection_score=-1000000.0000, eligible=False, ann=-0.1165, sharpe=-0.9976, mdd=-0.1620; low_vol_low_turnover_quality_v1: score=0.6432, selection_score=-1000000.0000, eligible=False, ann=0.0794, sharpe=0.6575, mdd=-0.1081; quality_low_turnover_monthly_v1: score=0.6894, selection_score=-1000000.0000, eligible=False, ann=0.0707, sharpe=0.7038, mdd=-0.0996; multifactor_volume_price_filter_v1: score=-1.9254, selection_score=-1000000.0000, eligible=False, ann=-0.2128, sharpe=-1.6925, mdd=-0.2530; core_selection_quality_momentum_v1: score=-0.4088, selection_score=-1000000.0000, eligible=False, ann=-0.0403, sharpe=-0.3337, mdd=-0.1100; theme_exposure_momentum_v1: score=-0.6177, selection_score=-1000000.0000, eligible=False, ann=-0.0437, sharpe=-0.5313, mdd=-0.1291; sleeve_composite_v1: score=-2.2048, selection_score=-1000000.0000, eligible=False, ann=-0.3095, sharpe=-1.8734, mdd=-0.3533",quality_low_turnover_monthly_v1,False,False,portfolio_fold_count<4,,,,,,,,,,,,,,,,,,,,,,,quality_4y_1y,4,1,2020-04-01,2026-03-31,2,2,,ok,
PORTFOLIO,1,2020-04-01,2024-03-29,2024-04-01,2025-03-31,-0.11861655901972579,-0.9173913111371288,-0.14923734707879643,0.44583333333333336,3.105599476796164,24,True,"mom20@q0.6,hold_q=0.4,buy_top=10,hold_top=20,rebalance=10d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18",legacy_momentum_low_turnover_v1,legacy_momentum_low_turnover_v1,Legacy Momentum Low Turnover,rule_based,portfolio,True,True,audit,True,audited,6.958333333333333,0.1283369159257211,0.30000000000000004,0.4960514054637591,0.2672601624185353,120,0.0,not_enabled,False,not_applicable,241,240,10.0,10.0,24,2024-04-01,"['SZ.002085', 'SH.600733', 'SH.603993', 'SH.601899', 'SZ.002920']",point_in_time,2024-03-29,120,5347,local_history_sqlite_as_of,"legacy_momentum: score=-1.4188, selection_score=-1000000.0000, eligible=False, ann=-0.1861, sharpe=-1.2195, mdd=-0.2125; legacy_momentum_low_turnover_v1: score=0.3845, selection_score=-1000000.0000, eligible=False, ann=0.0709, sharpe=0.4088, mdd=-0.1196; ma_kline_baseline_v1: score=-3.8512, selection_score=-1000000.0000, eligible=False, ann=-0.4461, sharpe=-3.4105, mdd=-0.4353; residual_momentum_reversal_v1: score=-2.6435, selection_score=-1000000.0000, eligible=False, ann=-0.2708, sharpe=-2.3739, mdd=-0.2684; residual_momentum_reversal_v2: score=-3.6185, selection_score=-1000000.0000, eligible=False, ann=-0.3977, sharpe=-3.2245, mdd=-0.3904; quality_growth_price_v1: score=-1.1368, selection_score=-1000000.0000, eligible=False, ann=-0.1165, sharpe=-0.9976, mdd=-0.1620; low_vol_low_turnover_quality_v1: score=0.6432, selection_score=-1000000.0000, eligible=False, ann=0.0794, sharpe=0.6575, mdd=-0.1081; quality_low_turnover_monthly_v1: score=0.6894, selection_score=-1000000.0000, eligible=False, ann=0.0707, sharpe=0.7038, mdd=-0.0996; multifactor_volume_price_filter_v1: score=-1.9254, selection_score=-1000000.0000, eligible=False, ann=-0.2128, sharpe=-1.6925, mdd=-0.2530; core_selection_quality_momentum_v1: score=-0.4088, selection_score=-1000000.0000, eligible=False, ann=-0.0403, sharpe=-0.3337, mdd=-0.1100; theme_exposure_momentum_v1: score=-0.6177, selection_score=-1000000.0000, eligible=False, ann=-0.0437, sharpe=-0.5313, mdd=-0.1291; sleeve_composite_v1: score=-2.2048, selection_score=-1000000.0000, eligible=False, ann=-0.3095, sharpe=-1.8734, mdd=-0.3533",quality_low_turnover_monthly_v1,False,False,portfolio_fold_count<4,,,,,,,,,,,,,,,,,,,,,,,quality_4y_1y,4,1,2020-04-01,2026-03-31,2,2,,ok,
PORTFOLIO,2,2021-04-01,2025-03-31,2025-04-01,2026-03-31,0.2603509126597605,1.7350570238451646,-0.08995357573835494,0.48132780082987553,2.07244225393525,15,True,"mom20@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18",legacy_momentum_low_turnover_v1,legacy_momentum_low_turnover_v1,Legacy Momentum Low Turnover,rule_based,portfolio,True,True,audit,True,audited,3.5020746887966805,0.1546412811674725,0.3808500515822535,0.3808500515822535,0.29408247138827737,100,0.0,not_enabled,False,not_applicable,242,241,4.975206611570248,4.975103734439834,15,2025-04-01,"['SZ.300476', 'SH.603259', 'SH.600276', 'SH.601899', 'SH.603993']",point_in_time,2025-03-31,120,5390,local_history_sqlite_as_of,"legacy_momentum: score=-1.4188, selection_score=-1000000.0000, eligible=False, ann=-0.1861, sharpe=-1.2195, mdd=-0.2125; legacy_momentum_low_turnover_v1: score=0.3845, selection_score=-1000000.0000, eligible=False, ann=0.0709, sharpe=0.4088, mdd=-0.1196; ma_kline_baseline_v1: score=-3.8512, selection_score=-1000000.0000, eligible=False, ann=-0.4461, sharpe=-3.4105, mdd=-0.4353; residual_momentum_reversal_v1: score=-2.6435, selection_score=-1000000.0000, eligible=False, ann=-0.2708, sharpe=-2.3739, mdd=-0.2684; residual_momentum_reversal_v2: score=-3.6185, selection_score=-1000000.0000, eligible=False, ann=-0.3977, sharpe=-3.2245, mdd=-0.3904; quality_growth_price_v1: score=-1.1368, selection_score=-1000000.0000, eligible=False, ann=-0.1165, sharpe=-0.9976, mdd=-0.1620; low_vol_low_turnover_quality_v1: score=0.6432, selection_score=-1000000.0000, eligible=False, ann=0.0794, sharpe=0.6575, mdd=-0.1081; quality_low_turnover_monthly_v1: score=0.6894, selection_score=-1000000.0000, eligible=False, ann=0.0707, sharpe=0.7038, mdd=-0.0996; multifactor_volume_price_filter_v1: score=-1.9254, selection_score=-1000000.0000, eligible=False, ann=-0.2128, sharpe=-1.6925, mdd=-0.2530; core_selection_quality_momentum_v1: score=-0.4088, selection_score=-1000000.0000, eligible=False, ann=-0.0403, sharpe=-0.3337, mdd=-0.1100; theme_exposure_momentum_v1: score=-0.6177, selection_score=-1000000.0000, eligible=False, ann=-0.0437, sharpe=-0.5313, mdd=-0.1291; sleeve_composite_v1: score=-2.2048, selection_score=-1000000.0000, eligible=False, ann=-0.3095, sharpe=-1.8734, mdd=-0.3533",quality_low_turnover_monthly_v1,False,False,portfolio_fold_count<4,,,,,,,,,,,,,,,,,,,,,,,quality_4y_1y,4,1,2020-04-01,2026-03-31,2,2,,ok,
PORTFOLIO,1,2020-04-01,2024-03-29,2024-04-01,2025-03-31,-0.5222847245159177,-4.114099702459688,-0.5096679389983698,0.3456221198156682,44.17169902971166,228,True,"ma20>ma60,amount>=1.0,upper_shadow<=1.5,vol@q0.75,target_vol=0.18,top_n=3",ma_kline_baseline_v1,ma_kline_baseline_v1,MA/K-line Baseline,rule_based,portfolio,True,True,audit,True,audited,2.423963133640553,0.3858150339655999,0.8916818638431954,0.9933087253768386,0.6485421962417125,79,0.0,not_enabled,False,not_applicable,218,217,2.885321100917431,2.8847926267281108,228,2024-04-01,"['SZ.002714', 'SH.601390', 'SH.600309']",point_in_time,2024-03-29,120,5347,local_history_sqlite_as_of,"legacy_momentum: score=-1.4188, selection_score=-1000000.0000, eligible=False, ann=-0.1861, sharpe=-1.2195, mdd=-0.2125; legacy_momentum_low_turnover_v1: score=0.3845, selection_score=-1000000.0000, eligible=False, ann=0.0709, sharpe=0.4088, mdd=-0.1196; ma_kline_baseline_v1: score=-3.8512, selection_score=-1000000.0000, eligible=False, ann=-0.4461, sharpe=-3.4105, mdd=-0.4353; residual_momentum_reversal_v1: score=-2.6435, selection_score=-1000000.0000, eligible=False, ann=-0.2708, sharpe=-2.3739, mdd=-0.2684; residual_momentum_reversal_v2: score=-3.6185, selection_score=-1000000.0000, eligible=False, ann=-0.3977, sharpe=-3.2245, mdd=-0.3904; quality_growth_price_v1: score=-1.1368, selection_score=-1000000.0000, eligible=False, ann=-0.1165, sharpe=-0.9976, mdd=-0.1620; low_vol_low_turnover_quality_v1: score=0.6432, selection_score=-1000000.0000, eligible=False, ann=0.0794, sharpe=0.6575, mdd=-0.1081; quality_low_turnover_monthly_v1: score=0.6894, selection_score=-1000000.0000, eligible=False, ann=0.0707, sharpe=0.7038, mdd=-0.0996; multifactor_volume_price_filter_v1: score=-1.9254, selection_score=-1000000.0000, eligible=False, ann=-0.2128, sharpe=-1.6925, mdd=-0.2530; core_selection_quality_momentum_v1: score=-0.4088, selection_score=-1000000.0000, eligible=False, ann=-0.0403, sharpe=-0.3337, mdd=-0.1100; theme_exposure_momentum_v1: score=-0.6177, selection_score=-1000000.0000, eligible=False, ann=-0.0437, sharpe=-0.5313, mdd=-0.1291; sleeve_composite_v1: score=-2.2048, selection_score=-1000000.0000, eligible=False, ann=-0.3095, sharpe=-1.8734, mdd=-0.3533",quality_low_turnover_monthly_v1,False,False,portfolio_fold_count<4,,,,,,,,,,,,,,,,,,,,,,,quality_4y_1y,4,1,2020-04-01,2026-03-31,2,2,,ok,
PORTFOLIO,2,2021-04-01,2025-03-31,2025-04-01,2026-03-31,-0.3699130802450722,-2.706972811361018,-0.36092938626094173,0.3853211009174312,47.85417463653926,234,True,"ma20>ma60,amount>=1.2,upper_shadow<=1.5,vol@q0.75,target_vol=0.18,top_n=3",ma_kline_baseline_v1,ma_kline_baseline_v1,MA/K-line Baseline,rule_based,portfolio,True,True,audit,True,audited,2.3486238532110093,0.3502415455168877,0.7407100132295144,1.0,0.5837359528779855,65,0.0,not_enabled,False,not_applicable,219,218,2.538812785388128,2.5458715596330275,234,2025-04-01,"['SH.600276', 'SZ.000333', 'SH.601988']",point_in_time,2025-03-31,120,5390,local_history_sqlite_as_of,"legacy_momentum: score=-1.4188, selection_score=-1000000.0000, eligible=False, ann=-0.1861, sharpe=-1.2195, mdd=-0.2125; legacy_momentum_low_turnover_v1: score=0.3845, selection_score=-1000000.0000, eligible=False, ann=0.0709, sharpe=0.4088, mdd=-0.1196; ma_kline_baseline_v1: score=-3.8512, selection_score=-1000000.0000, eligible=False, ann=-0.4461, sharpe=-3.4105, mdd=-0.4353; residual_momentum_reversal_v1: score=-2.6435, selection_score=-1000000.0000, eligible=False, ann=-0.2708, sharpe=-2.3739, mdd=-0.2684; residual_momentum_reversal_v2: score=-3.6185, selection_score=-1000000.0000, eligible=False, ann=-0.3977, sharpe=-3.2245, mdd=-0.3904; quality_growth_price_v1: score=-1.1368, selection_score=-1000000.0000, eligible=False, ann=-0.1165, sharpe=-0.9976, mdd=-0.1620; low_vol_low_turnover_quality_v1: score=0.6432, selection_score=-1000000.0000, eligible=False, ann=0.0794, sharpe=0.6575, mdd=-0.1081; quality_low_turnover_monthly_v1: score=0.6894, selection_score=-1000000.0000, eligible=False, ann=0.0707, sharpe=0.7038, mdd=-0.0996; multifactor_volume_price_filter_v1: score=-1.9254, selection_score=-1000000.0000, eligible=False, ann=-0.2128, sharpe=-1.6925, mdd=-0.2530; core_selection_quality_momentum_v1: score=-0.4088, selection_score=-1000000.0000, eligible=False, ann=-0.0403, sharpe=-0.3337, mdd=-0.1100; theme_exposure_momentum_v1: score=-0.6177, selection_score=-1000000.0000, eligible=False, ann=-0.0437, sharpe=-0.5313, mdd=-0.1291; sleeve_composite_v1: score=-2.2048, selection_score=-1000000.0000, eligible=False, ann=-0.3095, sharpe=-1.8734, mdd=-0.3533",quality_low_turnover_monthly_v1,False,False,portfolio_fold_count<4,,,,,,,,,,,,,,,,,,,,,,,quality_4y_1y,4,1,2020-04-01,2026-03-31,2,2,,ok,
PORTFOLIO,1,2020-04-01,2024-03-29,2024-04-01,2025-03-31,-0.3137455793316074,-3.0201100092429867,-0.30237392004566077,0.42727272727272725,35.76507599041865,222,True,"resid_mom20@q0.6,reversal_mom3<=q0.7,ma60,vol@q0.75,target_vol=0.18,top_n=3,xmarket_overlay=True",residual_momentum_reversal_v1,residual_momentum_reversal_v1,Residual Momentum Reversal V1,factor,portfolio,True,True,audit,True,audited,2.6227272727272726,0.2714635667057933,0.6242670975538902,0.9415927380595732,0.5204693323138156,41,0.0,not_enabled,False,not_applicable,221,220,2.909502262443439,2.909090909090909,222,2024-04-01,"['SZ.002594', 'SH.601600', 'SZ.002475']",point_in_time,2024-03-29,120,5347,local_history_sqlite_as_of,"legacy_momentum: score=-1.4188, selection_score=-1000000.0000, eligible=False, ann=-0.1861, sharpe=-1.2195, mdd=-0.2125; legacy_momentum_low_turnover_v1: score=0.3845, selection_score=-1000000.0000, eligible=False, ann=0.0709, sharpe=0.4088, mdd=-0.1196; ma_kline_baseline_v1: score=-3.8512, selection_score=-1000000.0000, eligible=False, ann=-0.4461, sharpe=-3.4105, mdd=-0.4353; residual_momentum_reversal_v1: score=-2.6435, selection_score=-1000000.0000, eligible=False, ann=-0.2708, sharpe=-2.3739, mdd=-0.2684; residual_momentum_reversal_v2: score=-3.6185, selection_score=-1000000.0000, eligible=False, ann=-0.3977, sharpe=-3.2245, mdd=-0.3904; quality_growth_price_v1: score=-1.1368, selection_score=-1000000.0000, eligible=False, ann=-0.1165, sharpe=-0.9976, mdd=-0.1620; low_vol_low_turnover_quality_v1: score=0.6432, selection_score=-1000000.0000, eligible=False, ann=0.0794, sharpe=0.6575, mdd=-0.1081; quality_low_turnover_monthly_v1: score=0.6894, selection_score=-1000000.0000, eligible=False, ann=0.0707, sharpe=0.7038, mdd=-0.0996; multifactor_volume_price_filter_v1: score=-1.9254, selection_score=-1000000.0000, eligible=False, ann=-0.2128, sharpe=-1.6925, mdd=-0.2530; core_selection_quality_momentum_v1: score=-0.4088, selection_score=-1000000.0000, eligible=False, ann=-0.0403, sharpe=-0.3337, mdd=-0.1100; theme_exposure_momentum_v1: score=-0.6177, selection_score=-1000000.0000, eligible=False, ann=-0.0437, sharpe=-0.5313, mdd=-0.1291; sleeve_composite_v1: score=-2.2048, selection_score=-1000000.0000, eligible=False, ann=-0.3095, sharpe=-1.8734, mdd=-0.3533",quality_low_turnover_monthly_v1,False,False,portfolio_fold_count<4,,,,,,,,,,,,,,,,,,,,,,,quality_4y_1y,4,1,2020-04-01,2026-03-31,2,2,,ok,
PORTFOLIO,2,2021-04-01,2025-03-31,2025-04-01,2026-03-31,-0.2277646721616795,-1.7276529976334953,-0.23443215683648055,0.4345991561181435,32.047164136581536,241,True,"resid_mom20@q0.6,reversal_mom3<=q0.7,ma60,vol@q0.75,target_vol=0.18,top_n=3,xmarket_overlay=True",residual_momentum_reversal_v1,residual_momentum_reversal_v1,Residual Momentum Reversal V1,factor,portfolio,True,True,audit,True,audited,2.6751054852320677,0.2355815532092696,0.5225231380899193,1.0,0.46973359061882136,28,0.0,not_enabled,False,not_applicable,238,237,2.8907563025210083,2.890295358649789,241,2025-04-01,"['SH.603993', 'SZ.002594', 'SH.600809']",point_in_time,2025-03-31,120,5390,local_history_sqlite_as_of,"legacy_momentum: score=-1.4188, selection_score=-1000000.0000, eligible=False, ann=-0.1861, sharpe=-1.2195, mdd=-0.2125; legacy_momentum_low_turnover_v1: score=0.3845, selection_score=-1000000.0000, eligible=False, ann=0.0709, sharpe=0.4088, mdd=-0.1196; ma_kline_baseline_v1: score=-3.8512, selection_score=-1000000.0000, eligible=False, ann=-0.4461, sharpe=-3.4105, mdd=-0.4353; residual_momentum_reversal_v1: score=-2.6435, selection_score=-1000000.0000, eligible=False, ann=-0.2708, sharpe=-2.3739, mdd=-0.2684; residual_momentum_reversal_v2: score=-3.6185, selection_score=-1000000.0000, eligible=False, ann=-0.3977, sharpe=-3.2245, mdd=-0.3904; quality_growth_price_v1: score=-1.1368, selection_score=-1000000.0000, eligible=False, ann=-0.1165, sharpe=-0.9976, mdd=-0.1620; low_vol_low_turnover_quality_v1: score=0.6432, selection_score=-1000000.0000, eligible=False, ann=0.0794, sharpe=0.6575, mdd=-0.1081; quality_low_turnover_monthly_v1: score=0.6894, selection_score=-1000000.0000, eligible=False, ann=0.0707, sharpe=0.7038, mdd=-0.0996; multifactor_volume_price_filter_v1: score=-1.9254, selection_score=-1000000.0000, eligible=False, ann=-0.2128, sharpe=-1.6925, mdd=-0.2530; core_selection_quality_momentum_v1: score=-0.4088, selection_score=-1000000.0000, eligible=False, ann=-0.0403, sharpe=-0.3337, mdd=-0.1100; theme_exposure_momentum_v1: score=-0.6177, selection_score=-1000000.0000, eligible=False, ann=-0.0437, sharpe=-0.5313, mdd=-0.1291; sleeve_composite_v1: score=-2.2048, selection_score=-1000000.0000, eligible=False, ann=-0.3095, sharpe=-1.8734, mdd=-0.3533",quality_low_turnover_monthly_v1,False,False,portfolio_fold_count<4,,,,,,,,,,,,,,,,,,,,,,,quality_4y_1y,4,1,2020-04-01,2026-03-31,2,2,,ok,
PORTFOLIO,1,2020-04-01,2024-03-29,2024-04-01,2025-03-31,-0.4514594261098446,-3.941057082013969,-0.43689095758665664,0.41605839416058393,73.68608085438045,173,True,"resid_mom20@q0.6,reversal_mom3<=q0.7,ma20,vol@q0.6,amt>=1.2,upper_shadow<=1.5,gap<=0.03,target_vol=0.18,top_n=3,xmarket_overlay=False",residual_momentum_reversal_v2,residual_momentum_reversal_v2,Residual Momentum Reversal V2,factor,portfolio,True,True,audit,True,audited,1.802919708029197,0.5323407741804272,1.0,1.0,0.7331448614604248,98,0.0,not_enabled,False,not_applicable,138,137,1.9710144927536233,1.9708029197080292,174,2024-04-01,['SH.601600'],point_in_time,2024-03-29,120,5347,local_history_sqlite_as_of,"legacy_momentum: score=-1.4188, selection_score=-1000000.0000, eligible=False, ann=-0.1861, sharpe=-1.2195, mdd=-0.2125; legacy_momentum_low_turnover_v1: score=0.3845, selection_score=-1000000.0000, eligible=False, ann=0.0709, sharpe=0.4088, mdd=-0.1196; ma_kline_baseline_v1: score=-3.8512, selection_score=-1000000.0000, eligible=False, ann=-0.4461, sharpe=-3.4105, mdd=-0.4353; residual_momentum_reversal_v1: score=-2.6435, selection_score=-1000000.0000, eligible=False, ann=-0.2708, sharpe=-2.3739, mdd=-0.2684; residual_momentum_reversal_v2: score=-3.6185, selection_score=-1000000.0000, eligible=False, ann=-0.3977, sharpe=-3.2245, mdd=-0.3904; quality_growth_price_v1: score=-1.1368, selection_score=-1000000.0000, eligible=False, ann=-0.1165, sharpe=-0.9976, mdd=-0.1620; low_vol_low_turnover_quality_v1: score=0.6432, selection_score=-1000000.0000, eligible=False, ann=0.0794, sharpe=0.6575, mdd=-0.1081; quality_low_turnover_monthly_v1: score=0.6894, selection_score=-1000000.0000, eligible=False, ann=0.0707, sharpe=0.7038, mdd=-0.0996; multifactor_volume_price_filter_v1: score=-1.9254, selection_score=-1000000.0000, eligible=False, ann=-0.2128, sharpe=-1.6925, mdd=-0.2530; core_selection_quality_momentum_v1: score=-0.4088, selection_score=-1000000.0000, eligible=False, ann=-0.0403, sharpe=-0.3337, mdd=-0.1100; theme_exposure_momentum_v1: score=-0.6177, selection_score=-1000000.0000, eligible=False, ann=-0.0437, sharpe=-0.5313, mdd=-0.1291; sleeve_composite_v1: score=-2.2048, selection_score=-1000000.0000, eligible=False, ann=-0.3095, sharpe=-1.8734, mdd=-0.3533",quality_low_turnover_monthly_v1,False,False,portfolio_fold_count<4,,,,,,,,,,,,,,,,,,,,,,,quality_4y_1y,4,1,2020-04-01,2026-03-31,2,2,,ok,
PORTFOLIO,2,2021-04-01,2025-03-31,2025-04-01,2026-03-31,-0.34397963513366203,-2.507851429135179,-0.34389383795585127,0.30708661417322836,82.48894512765976,172,True,"resid_mom5@q0.6,reversal_mom3<=q0.7,ma20,vol@q0.6,amt>=1.2,upper_shadow<=1.5,gap<=0.03,target_vol=0.18,top_n=3,xmarket_overlay=False",residual_momentum_reversal_v2,residual_momentum_reversal_v2,Residual Momentum Reversal V2,factor,portfolio,True,True,audit,True,audited,1.8346456692913387,0.5096652435469538,1.0,1.0,0.7259238971846562,82,0.0,not_enabled,False,not_applicable,127,127,1.984251968503937,1.968503937007874,173,2025-04-01,"['SH.601988', 'SZ.300274']",point_in_time,2025-03-31,120,5390,local_history_sqlite_as_of,"legacy_momentum: score=-1.4188, selection_score=-1000000.0000, eligible=False, ann=-0.1861, sharpe=-1.2195, mdd=-0.2125; legacy_momentum_low_turnover_v1: score=0.3845, selection_score=-1000000.0000, eligible=False, ann=0.0709, sharpe=0.4088, mdd=-0.1196; ma_kline_baseline_v1: score=-3.8512, selection_score=-1000000.0000, eligible=False, ann=-0.4461, sharpe=-3.4105, mdd=-0.4353; residual_momentum_reversal_v1: score=-2.6435, selection_score=-1000000.0000, eligible=False, ann=-0.2708, sharpe=-2.3739, mdd=-0.2684; residual_momentum_reversal_v2: score=-3.6185, selection_score=-1000000.0000, eligible=False, ann=-0.3977, sharpe=-3.2245, mdd=-0.3904; quality_growth_price_v1: score=-1.1368, selection_score=-1000000.0000, eligible=False, ann=-0.1165, sharpe=-0.9976, mdd=-0.1620; low_vol_low_turnover_quality_v1: score=0.6432, selection_score=-1000000.0000, eligible=False, ann=0.0794, sharpe=0.6575, mdd=-0.1081; quality_low_turnover_monthly_v1: score=0.6894, selection_score=-1000000.0000, eligible=False, ann=0.0707, sharpe=0.7038, mdd=-0.0996; multifactor_volume_price_filter_v1: score=-1.9254, selection_score=-1000000.0000, eligible=False, ann=-0.2128, sharpe=-1.6925, mdd=-0.2530; core_selection_quality_momentum_v1: score=-0.4088, selection_score=-1000000.0000, eligible=False, ann=-0.0403, sharpe=-0.3337, mdd=-0.1100; theme_exposure_momentum_v1: score=-0.6177, selection_score=-1000000.0000, eligible=False, ann=-0.0437, sharpe=-0.5313, mdd=-0.1291; sleeve_composite_v1: score=-2.2048, selection_score=-1000000.0000, eligible=False, ann=-0.3095, sharpe=-1.8734, mdd=-0.3533",quality_low_turnover_monthly_v1,False,False,portfolio_fold_count<4,,,,,,,,,,,,,,,,,,,,,,,quality_4y_1y,4,1,2020-04-01,2026-03-31,2,2,,ok,
