strategy_id,walk_forward_preset,fold,valid_start,valid_end,market_context_label,benchmark_return_bucket,benchmark_trend_bucket,universe_as_of_date,date,symbol,name,industry,target_weight,live_weight,selected,rank,score,low_vol_rank_component,ret,position_ret,held_days
strong_market_liquid_breadth_participation_v1,baseline_2y_1y_5fold,5,2025-04-01,2026-03-31,relative_lag_in_strong_benchmark_context,strong_up,mostly_above_trend,2025-03-31,2025-09-23,SH.601138,工业富联,通信设备,0.04,0.0,1.0,1.0,0.8900000000000001,0.375,0.005248226950354873,0.0,0
strong_market_liquid_breadth_participation_v1,baseline_2y_1y_5fold,5,2025-04-01,2026-03-31,relative_lag_in_strong_benchmark_context,strong_up,mostly_above_trend,2025-03-31,2025-09-23,SH.603019,中科曙光,IT设备,0.04,0.0,1.0,8.0,0.510625,0.1875,-0.02365756105863326,-0.0,0
strong_market_liquid_breadth_participation_v1,baseline_2y_1y_5fold,5,2025-04-01,2026-03-31,relative_lag_in_strong_benchmark_context,strong_up,mostly_above_trend,2025-03-31,2025-09-23,SH.603501,豪威集团,半导体,0.04,0.0,1.0,14.0,0.24500000000000002,0.9375,-0.022623197320757127,-0.0,0
strong_market_liquid_breadth_participation_v1,baseline_2y_1y_5fold,5,2025-04-01,2026-03-31,relative_lag_in_strong_benchmark_context,strong_up,mostly_above_trend,2025-03-31,2025-09-23,SH.603893,瑞芯微,半导体,0.04,0.0,1.0,11.0,0.4043750000000001,0.25,-0.022054025838444402,-0.0,0
strong_market_liquid_breadth_participation_v1,baseline_2y_1y_5fold,5,2025-04-01,2026-03-31,relative_lag_in_strong_benchmark_context,strong_up,mostly_above_trend,2025-03-31,2025-09-23,SH.688008,澜起科技,半导体,0.04,0.0,1.0,9.0,0.499375,0.6875,0.008141112618724522,0.0,0
strong_market_liquid_breadth_participation_v1,baseline_2y_1y_5fold,5,2025-04-01,2026-03-31,relative_lag_in_strong_benchmark_context,strong_up,mostly_above_trend,2025-03-31,2025-09-23,SH.688012,DR中微公,半导体,0.04,0.0,1.0,6.0,0.6212500000000001,0.3125,0.09119251753702251,0.0,0
strong_market_liquid_breadth_participation_v1,baseline_2y_1y_5fold,5,2025-04-01,2026-03-31,relative_lag_in_strong_benchmark_context,strong_up,mostly_above_trend,2025-03-31,2025-09-23,SZ.000938,紫光股份,IT设备,0.04,0.0,1.0,16.0,0.19999999999999996,0.75,-0.03380374138496878,-0.0,0
strong_market_liquid_breadth_participation_v1,baseline_2y_1y_5fold,5,2025-04-01,2026-03-31,relative_lag_in_strong_benchmark_context,strong_up,mostly_above_trend,2025-03-31,2025-09-23,SZ.000988,华工科技,专用机械,0.04,0.0,1.0,2.0,0.844375,0.4375,-0.04439631835408764,-0.0,0
strong_market_liquid_breadth_participation_v1,baseline_2y_1y_5fold,5,2025-04-01,2026-03-31,relative_lag_in_strong_benchmark_context,strong_up,mostly_above_trend,2025-03-31,2025-09-23,SZ.002050,三花智控,家用电器,0.04,0.0,1.0,5.0,0.6318750000000001,0.5,0.04794042355131478,0.0,0
strong_market_liquid_breadth_participation_v1,baseline_2y_1y_5fold,5,2025-04-01,2026-03-31,relative_lag_in_strong_benchmark_context,strong_up,mostly_above_trend,2025-03-31,2025-09-23,SZ.002241,歌尔股份,元器件,0.04,0.0,1.0,13.0,0.3325,0.8125,-0.028173022196926634,-0.0,0
