strategy_id,walk_forward_preset,fold,valid_start,valid_end,market_context_label,days,available_days,asof_coverage_ratio,avg_live_exposure,avg_strategy_weight_in_benchmark,avg_strategy_weight_outside_benchmark,avg_benchmark_weight_held,avg_benchmark_weight_missed,avg_top_n_coverage_ratio,avg_top_n_weight_missed,avg_industry_l1_gap_raw,avg_industry_l1_gap_normalized,strategy_total_return,benchmark_total_return,excess_total_return,strategy_annualized_return,benchmark_annualized_return,primary_driver,plain_language_summary
strong_index_participation_dynamic_trigger_v1,baseline_2y_1y_5fold,4,2024-04-01,2025-03-31,mixed_or_unresolved_context,241,241,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.32540123651452285,1.0000028423236516,,0.0,0.09889243190067498,-0.09889243190067498,0.0,0.10363256323962489,low_participation,强沪深300阶段主要问题是仓位参与不足，策略没有充分吃到指数上涨。
strong_index_participation_dynamic_trigger_v1,baseline_2y_1y_5fold,5,2025-04-01,2026-03-31,mixed_or_unresolved_context,242,242,1.0,0.2708677685950413,0.24690082644628103,0.023966942148760342,0.035441917355371895,0.9645580826446281,0.05832970400935664,0.3115342809917356,1.044802020661157,1.4986956553672321,0.08331999427394154,0.14476334534678315,-0.0614433510728416,0.08690850843086428,0.15117668279901375,low_participation,强沪深300阶段主要问题是仓位参与不足，策略没有充分吃到指数上涨。
