strategy_id,walk_forward_preset,fold,valid_start,valid_end,market_context_label,benchmark_symbol,symbol,name,industry,missed_days,avg_benchmark_weight,max_benchmark_weight,avg_benchmark_rank,first_missing_date,last_missing_date,top_n_parameter
strong_index_participation_dynamic_trigger_v1,baseline_2y_1y_5fold,4,2024-04-01,2025-03-31,mixed_or_unresolved_context,SH.000300,SH.600519,贵州茅台,白酒,241,0.050858767634854765,0.059640000000000006,1.0,2024-04-01,2025-03-31,20
strong_index_participation_dynamic_trigger_v1,baseline_2y_1y_5fold,4,2024-04-01,2025-03-31,mixed_or_unresolved_context,SH.000300,SZ.300750,宁德时代,电气设备,241,0.031123925311203317,0.036143999999999996,2.0,2024-04-01,2025-03-31,20
strong_index_participation_dynamic_trigger_v1,baseline_2y_1y_5fold,4,2024-04-01,2025-03-31,mixed_or_unresolved_context,SH.000300,SH.601318,中国平安,保险,241,0.026941742738589212,0.030428,3.0,2024-04-01,2025-03-31,20
strong_index_participation_dynamic_trigger_v1,baseline_2y_1y_5fold,4,2024-04-01,2025-03-31,mixed_or_unresolved_context,SH.000300,SH.600036,招商银行,银行,241,0.02348430705394191,0.025552000000000002,4.0,2024-04-01,2025-03-31,20
strong_index_participation_dynamic_trigger_v1,baseline_2y_1y_5fold,4,2024-04-01,2025-03-31,mixed_or_unresolved_context,SH.000300,SZ.000333,美的集团,家用电器,241,0.017819091286307053,0.019015,5.356846473029045,2024-04-01,2025-03-31,20
strong_index_participation_dynamic_trigger_v1,baseline_2y_1y_5fold,4,2024-04-01,2025-03-31,mixed_or_unresolved_context,SH.000300,SH.600900,长江电力,水力发电,241,0.01722892531120332,0.0217,6.3153526970954355,2024-04-01,2025-03-31,20
strong_index_participation_dynamic_trigger_v1,baseline_2y_1y_5fold,4,2024-04-01,2025-03-31,mixed_or_unresolved_context,SH.000300,SH.601899,紫金矿业,铜,241,0.01447591286307054,0.016654,8.481327800829876,2024-04-01,2025-03-31,20
strong_index_participation_dynamic_trigger_v1,baseline_2y_1y_5fold,4,2024-04-01,2025-03-31,mixed_or_unresolved_context,SH.000300,SZ.000858,五 粮 液,白酒,241,0.014255705394190871,0.016744000000000002,8.659751037344398,2024-04-01,2025-03-31,20
strong_index_participation_dynamic_trigger_v1,baseline_2y_1y_5fold,4,2024-04-01,2025-03-31,mixed_or_unresolved_context,SH.000300,SH.601166,兴业银行,银行,241,0.013796643153526971,0.014814,8.908713692946058,2024-04-01,2025-03-31,20
strong_index_participation_dynamic_trigger_v1,baseline_2y_1y_5fold,4,2024-04-01,2025-03-31,mixed_or_unresolved_context,SH.000300,SZ.300059,东方财富,证券,177,0.012966581920903957,0.01713,11.31638418079096,2024-04-01,2025-03-31,20
