strategy_id,walk_forward_preset,fold,valid_start,valid_end,daily_count,asof_available_day_count,asof_coverage_ratio,avg_core_weight_sum,avg_reachable_core_weight_sum,min_reachable_core_weight_sum,avg_reachable_core_weight_ratio,avg_top_n_weight_sum,avg_reachable_top_n_weight_sum,min_reachable_top_n_weight_sum,avg_reachable_top_n_weight_ratio,avg_reachable_core_member_count,min_reachable_core_member_count,main_status
strong_market_effective_participation_v1,baseline_2y_1y_5fold,1,2021-04-01,2022-03-31,243,243,1.0,0.600504012345679,0.5900891316872429,0.568056,0.9825976643191185,0.3435388641975308,0.342817695473251,0.3195400000000001,0.9978469698030934,61.452674897119344,58.0,core_reachability_below_threshold
strong_market_effective_participation_v1,baseline_2y_1y_5fold,2,2022-04-01,2023-03-31,243,243,1.0,0.5986729135802468,0.5705237530864198,0.559007,0.9529837430055385,0.3270957283950617,0.3270330041152263,0.30758,0.9998077281162032,63.1522633744856,59.0,core_reachability_below_threshold
strong_market_effective_participation_v1,baseline_2y_1y_5fold,3,2023-04-03,2024-03-29,241,241,1.0,0.5976936058091288,0.5629898755186723,0.551967,0.94194121454252,0.31508621576763485,0.3105136514522822,0.29889,0.98538011328339,66.33195020746888,63.0,core_reachability_below_threshold
strong_market_effective_participation_v1,baseline_2y_1y_5fold,4,2024-04-01,2025-03-31,241,241,1.0,0.5986870580912863,0.5851098298755186,0.57874,0.9773220677346066,0.32540123651452285,0.32540123651452285,0.31817,1.0,67.52697095435684,64.0,core_reachability_below_threshold
strong_market_effective_participation_v1,baseline_2y_1y_5fold,5,2025-04-01,2026-03-31,242,242,1.0,0.5983902190082645,0.5775289545454545,0.5611299999999999,0.9651453789343354,0.33083729752066127,0.33083729752066127,0.31415,1.0,63.81404958677686,61.0,core_reachability_below_threshold
