strategy_id,overfit_risk_level,overfit_score,recommended_action,is_selected_candidate,fold_count,positive_fold_ratio,worst_fold_annualized_return,annualized_return_mean,sharpe_mean,max_drawdown_worst,turnover_annual_mean,parameter_unique_count,is_oos_pass,is_fold_stable,is_parameter_stable,is_cost_robust,is_market_regime_stable,main_risk_reasons
legacy_momentum_low_turnover_v1,low,15,keep,True,4,0.75,-0.1467007770484248,0.017206260726648402,0.010184350245621587,-0.1579806137119721,1.8732107860640914,3,False,True,True,not_available,not_available,mean Sharpe below 0.5
legacy_momentum,critical,85,reject,False,4,0.0,-0.3619869840774892,-0.25714968784625825,-2.1792093677715427,-0.3949018749459384,15.096177275803607,1,False,False,True,not_available,not_available,positive OOS fold ratio below 50%; worst fold annualized return below -20%; mean Sharpe below 0.5; mean annualized return is non-positive; high annual turnover increases cost sensitivity
quality_growth_price_v1,critical,85,reject,False,4,0.0,-0.3468325643913205,-0.22263789751939955,-2.56480967851168,-0.3614565209388406,23.174876293522104,2,False,False,True,not_available,not_available,positive OOS fold ratio below 50%; worst fold annualized return below -20%; mean Sharpe below 0.5; mean annualized return is non-positive; high annual turnover increases cost sensitivity
residual_momentum_reversal_v1,critical,85,reject,False,4,0.0,-0.4104137938082778,-0.3181209479911881,-3.0892948297220437,-0.4264667724433374,29.822795799377047,3,False,False,True,not_available,not_available,positive OOS fold ratio below 50%; worst fold annualized return below -20%; mean Sharpe below 0.5; mean annualized return is non-positive; high annual turnover increases cost sensitivity
ma_kline_baseline_v1,critical,95,reject,False,4,0.0,-0.5131756952863837,-0.4732630143103249,-4.139305492524455,-0.5325031362422623,43.74933298864714,4,False,False,False,not_available,not_available,positive OOS fold ratio below 50%; worst fold annualized return below -20%; mean Sharpe below 0.5; mean annualized return is non-positive; high annual turnover increases cost sensitivity; selected parameters change frequently across folds
multifactor_volume_price_filter_v1,critical,95,reject,False,4,0.0,-0.2943076334135227,-0.1686711454082764,-2.286367423590237,-0.2951039119313382,38.85740499265508,4,False,False,False,not_available,not_available,positive OOS fold ratio below 50%; worst fold annualized return below -20%; mean Sharpe below 0.5; mean annualized return is non-positive; high annual turnover increases cost sensitivity; selected parameters change frequently across folds
residual_momentum_reversal_v2,critical,95,reject,False,4,0.0,-0.5026379934258438,-0.42999329566884487,-3.910812819150047,-0.5130902572423426,62.34209513679688,4,False,False,False,not_available,not_available,positive OOS fold ratio below 50%; worst fold annualized return below -20%; mean Sharpe below 0.5; mean annualized return is non-positive; high annual turnover increases cost sensitivity; selected parameters change frequently across folds
