strategy_id,admission_action,window_pass_count,window_count,turnover_fail_count,missing_window_count,industry_concentration_window_count,overfit_risk_level,overfit_score,parameter_unique_total,parameter_unstable_window_count,main_reasons
quality_low_turnover_monthly_v1,reject,0,1,0,0,0,critical,85,3,1,overfit risk is critical; selected parameters change too frequently in one or more windows; positive fold ratio below 75% in one or more windows
