strategy_id,walk_forward_preset,status,failure_reason,fold_count,positive_fold_ratio,annualized_return_mean,sharpe_mean,max_drawdown_worst,turnover_annual_mean,turnover_annual_max,trades_total,parameter_unique_count,top_industry_avg_share_mean,top_industry_p95_share_max,top_industry_max_share_max,top3_industries_avg_share_mean,industry_violation_days_total,account_annualized_return_mean,account_sharpe_mean,account_max_drawdown_worst,account_executed_order_count_total,account_unfilled_order_count_total,account_partial_fill_order_count_total,account_unfilled_or_partial_order_ratio_mean,account_partial_fill_order_ratio_mean,financial_pit_announce_coverage_mean,selected_financial_pit_announce_coverage_mean,financial_field_coverage_mean,selected_financial_field_coverage_mean,financial_missing_blocked_ratio_mean,selected_quality_score_lift_mean,selected_cash_flow_quality_component_mean,is_return_pass,is_sharpe_pass,is_drawdown_pass,is_positive_fold_pass,is_turnover_pass,is_window_pass
quality_low_turnover_monthly_v1,quality_3y_1y,ok,,3,0.3333333333333333,-0.049581804892604144,-0.4112011947236549,-0.21566547272078918,1.8535548679016276,2.757182836734276,21,3,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.9945506811799111,1.0,0.9945506811799111,1.0,0.005449318820088848,0.1844142489278087,0.5691405164338343,False,False,True,False,True,False
