market_context_label,fold_count,daily_count,avg_strategy_ann,avg_benchmark_ann,avg_excess_ann,avg_live_holding_count,avg_target_holding_count,avg_live_exposure,avg_target_exposure,avg_live_top_industry_share,p95_live_top_industry_share,max_live_top_industry_share,avg_live_top3_industries_share,dominant_live_top_industry,avg_unknown_live_weight,interpretation
mixed_or_unresolved_context,1,120,0.06035160947805962,0.15106259544210743,-0.09071098596404781,10.925,10.925,0.5462500000000001,0.5462500000000001,0.11791666666666667,0.15000000000000002,0.15000000000000002,0.28125000000000006,元器件,0.0,Control context: average excess -9.07%; average live exposure 54.63%; top industry share 11.79%.
risk_context_pressure,1,44,0.01124714534520943,-0.1796066750298938,0.19085382037510323,10.454545454545455,10.454545454545455,0.5227272727272726,0.5227272727272727,0.08977272727272725,0.15000000000000002,0.15000000000000002,0.24545454545454548,化学制药,0.0,Control context: average excess 19.09%; average live exposure 52.27%; top industry share 8.98%.
